source,Ensembl_Gene_ID,default_panel
Wang 2016,ENSG00000186143,True
Wang 2016,ENSG00000186150,True
Wang 2016,ENSG00000186280,False
Wang 2016,ENSG00000186334,True
Wang 2016,ENSG00000186393,False
Wang 2016,ENSG00000186451,True
Wang 2016,ENSG00000186452,True
Wang 2016,ENSG00000186453,False
Wang 2016,ENSG00000186471,False
Wang 2016,ENSG00000186583,False
Wang 2016,ENSG00000186638,False
Wang 2016,ENSG00000186952,False
Wang 2016,ENSG00000186976,False
Wang 2016,ENSG00000187003,True
Wang 2016,ENSG00000187105,False
Wang 2016,ENSG00000187166,False
Wang 2016,ENSG00000187268,False
Wang 2016,ENSG00000187475,False
Wang 2016,ENSG00000187516,True
Wang 2016,ENSG00000187533,False
Wang 2016,ENSG00000187537,False
Wang 2016,ENSG00000187569,False
Wang 2016,ENSG00000187581,False
Wang 2016,ENSG00000187624,False
Wang 2016,ENSG00000187658,True
Wang 2016,ENSG00000187690,True
Wang 2016,ENSG00000187753,False
Wang 2016,ENSG00000187754,True
Wang 2016,ENSG00000187772,True
Wang 2016,ENSG00000187806,True
Wang 2016,ENSG00000187833,True
Wang 2016,ENSG00000187860,False
Wang 2016,ENSG00000188050,True
Wang 2016,ENSG00000188163,True
Wang 2016,ENSG00000188306,True
Wang 2016,ENSG00000188368,False
Wang 2016,ENSG00000188386,True
Wang 2016,ENSG00000188425,True
Wang 2016,ENSG00000188800,True
Wang 2016,ENSG00000188848,False
Wang 2016,ENSG00000188909,False
Wang 2016,ENSG00000189023,True
Wang 2016,ENSG00000189037,True
Wang 2016,ENSG00000189064,True
Wang 2016,ENSG00000189134,False
Wang 2016,ENSG00000189139,True
Wang 2016,ENSG00000189167,False
Wang 2016,ENSG00000189252,True
Wang 2016,ENSG00000189269,False
Wang 2016,ENSG00000189299,True
Wang 2016,ENSG00000196074,False
Wang 2016,ENSG00000196119,False
Wang 2016,ENSG00000196242,False
Wang 2016,ENSG00000196335,False
Wang 2016,ENSG00000196388,False
Wang 2016,ENSG00000196427,True
Wang 2016,ENSG00000196431,False
Wang 2016,ENSG00000196475,True
Wang 2016,ENSG00000196570,True
Wang 2016,ENSG00000196844,False
Wang 2016,ENSG00000196860,False
Wang 2016,ENSG00000196900,True
Wang 2016,ENSG00000196946,False
Wang 2016,ENSG00000197123,True
Wang 2016,ENSG00000197140,True
Wang 2016,ENSG00000197172,True
Wang 2016,ENSG00000197181,False
Wang 2016,ENSG00000197213,False
Wang 2016,ENSG00000197279,False
Wang 2016,ENSG00000197416,False
Wang 2016,ENSG00000197587,False
Wang 2016,ENSG00000197651,True
Wang 2016,ENSG00000197748,False
Wang 2016,ENSG00000197768,False
Wang 2016,ENSG00000197826,False
Wang 2016,ENSG00000197889,False
Wang 2016,ENSG00000198028,False
Wang 2016,ENSG00000198033,False
Wang 2016,ENSG00000198062,False
Wang 2016,ENSG00000198173,True
Wang 2016,ENSG00000198178,False
Wang 2016,ENSG00000198445,True
Wang 2016,ENSG00000198471,False
Wang 2016,ENSG00000198573,True
Wang 2016,ENSG00000198681,True
Wang 2016,ENSG00000198704,False
Wang 2016,ENSG00000198723,False
Wang 2016,ENSG00000198754,False
Wang 2016,ENSG00000198765,True
Wang 2016,ENSG00000198798,False
Wang 2016,ENSG00000198870,True
Wang 2016,ENSG00000198883,False
Wang 2016,ENSG00000198885,False
Wang 2016,ENSG00000198889,False
Wang 2016,ENSG00000198930,False
Wang 2016,ENSG00000203778,False
Wang 2016,ENSG00000203780,False
Wang 2016,ENSG00000203784,True
Wang 2016,ENSG00000203907,False
Wang 2016,ENSG00000203909,True
Wang 2016,ENSG00000203910,False
Wang 2016,ENSG00000203926,True
Wang 2016,ENSG00000203933,True
Wang 2016,ENSG00000203942,True
Wang 2016,ENSG00000203963,False
Wang 2016,ENSG00000203989,True
Wang 2016,ENSG00000204019,True
Wang 2016,ENSG00000204022,True
Wang 2016,ENSG00000204052,False
Wang 2016,ENSG00000204086,False
Wang 2016,ENSG00000204246,False
Wang 2016,ENSG00000204296,True
Wang 2016,ENSG00000204311,False
Wang 2016,ENSG00000204363,True
Wang 2016,ENSG00000204481,False
Wang 2016,ENSG00000204540,False
Wang 2016,ENSG00000204661,False
Wang 2016,ENSG00000204669,True
Wang 2016,ENSG00000204671,False
Wang 2016,ENSG00000204688,True
Wang 2016,ENSG00000204694,False
Wang 2016,ENSG00000204897,False
Wang 2016,ENSG00000204930,False
Wang 2016,ENSG00000204952,True
Wang 2016,ENSG00000204961,True
Wang 2016,ENSG00000205078,False
Wang 2016,ENSG00000205085,False
Wang 2016,ENSG00000205108,True
Wang 2016,ENSG00000205111,True
Wang 2016,ENSG00000205129,False
Wang 2016,ENSG00000205359,True
Wang 2016,ENSG00000205642,True
Wang 2016,ENSG00000205777,True
Wang 2016,ENSG00000205784,False
Wang 2016,ENSG00000205832,True
Wang 2016,ENSG00000205838,True
Wang 2016,ENSG00000205856,False
Wang 2016,ENSG00000206026,True
Wang 2016,ENSG00000206150,False
Wang 2016,ENSG00000206181,False
Wang 2016,ENSG00000206531,True
Wang 2016,ENSG00000206557,True
Wang 2016,ENSG00000212122,True
Wang 2016,ENSG00000212123,False
Wang 2016,ENSG00000213218,True
Wang 2016,ENSG00000213231,False
Wang 2016,ENSG00000213401,True
Wang 2016,ENSG00000213471,True
Wang 2016,ENSG00000214107,True
Wang 2016,ENSG00000214216,False
Wang 2016,ENSG00000214415,False
Wang 2016,ENSG00000214842,True
Wang 2016,ENSG00000214946,False
Wang 2016,ENSG00000215009,False
Wang 2016,ENSG00000215131,True
Wang 2016,ENSG00000215186,False
Wang 2016,ENSG00000215262,True
Wang 2016,ENSG00000215343,False
Wang 2016,ENSG00000215568,True
Wang 2016,ENSG00000217442,False
Wang 2016,ENSG00000218823,True
Wang 2016,ENSG00000221843,False
Wang 2016,ENSG00000221867,True
Wang 2016,ENSG00000221882,True
Wang 2016,ENSG00000221888,True
Wang 2016,ENSG00000221947,False
Wang 2016,ENSG00000224089,True
Wang 2016,ENSG00000224586,False
Wang 2016,ENSG00000224659,True
Wang 2016,ENSG00000226023,True
Wang 2016,ENSG00000226372,False
Wang 2016,ENSG00000226600,True
Wang 2016,ENSG00000226650,True
Wang 2016,ENSG00000226941,True
Wang 2016,ENSG00000227488,True
Wang 2016,ENSG00000228927,True
Wang 2016,ENSG00000229937,True
Wang 2016,ENSG00000229972,True
Wang 2016,ENSG00000232040,False
Wang 2016,ENSG00000232423,False
Wang 2016,ENSG00000233436,True
Wang 2016,ENSG00000233701,False
Wang 2016,ENSG00000233803,True
Wang 2016,ENSG00000234068,True
Wang 2016,ENSG00000234414,True
Wang 2016,ENSG00000234511,False
Wang 2016,ENSG00000235631,True
Wang 2016,ENSG00000236027,False
Wang 2016,ENSG00000236371,True
Wang 2016,ENSG00000236446,True
Wang 2016,ENSG00000237136,True
Wang 2016,ENSG00000237247,False
Wang 2016,ENSG00000237521,True
Wang 2016,ENSG00000238269,True
Wang 2016,ENSG00000239605,True
Wang 2016,ENSG00000240021,True
Wang 2016,ENSG00000240563,False
Wang 2016,ENSG00000241476,True
Wang 2016,ENSG00000242220,False
Wang 2016,ENSG00000242362,True
Wang 2016,ENSG00000242389,True
Wang 2016,ENSG00000242715,False
Wang 2016,ENSG00000242875,True
Wang 2016,ENSG00000243543,False
Wang 2016,ENSG00000243710,False
Wang 2016,ENSG00000243978,True
Wang 2016,ENSG00000244588,True
Wang 2016,ENSG00000248099,True
Wang 2016,ENSG00000248483,False
Wang 2016,ENSG00000249481,False
Wang 2016,ENSG00000250423,False
Wang 2016,ENSG00000251258,True
Wang 2016,ENSG00000255150,False
Wang 2016,ENSG00000255181,True
Wang 2016,ENSG00000255346,False
Wang 2016,ENSG00000256660,False
Wang 2016,ENSG00000258223,True
Wang 2016,ENSG00000258713,True
Wang 2016,ENSG00000258992,True
Wang 2016,ENSG00000259060,False
Wang 2016,ENSG00000261509,False
Wang 2016,ENSG00000284680,True
Bruggeman 2018,ENSG00000000460,False
Bruggeman 2018,ENSG00000004809,False
Bruggeman 2018,ENSG00000006837,False
Bruggeman 2018,ENSG00000007038,False
Bruggeman 2018,ENSG00000007174,False
Bruggeman 2018,ENSG00000007350,True
Bruggeman 2018,ENSG00000024526,False
Bruggeman 2018,ENSG00000027644,False
Bruggeman 2018,ENSG00000035499,False
Bruggeman 2018,ENSG00000039139,False
Bruggeman 2018,ENSG00000041515,False
Bruggeman 2018,ENSG00000042781,False
Bruggeman 2018,ENSG00000044459,False
Bruggeman 2018,ENSG00000047617,False
Bruggeman 2018,ENSG00000049167,False
Bruggeman 2018,ENSG00000049192,False
Bruggeman 2018,ENSG00000049768,False
Bruggeman 2018,ENSG00000050030,False
Bruggeman 2018,ENSG00000051180,False
Bruggeman 2018,ENSG00000051341,False
Bruggeman 2018,ENSG00000055955,False
Bruggeman 2018,ENSG00000056277,False
Bruggeman 2018,ENSG00000062370,False
Bruggeman 2018,ENSG00000065328,False
Bruggeman 2018,ENSG00000065371,False
Bruggeman 2018,ENSG00000066279,False
Bruggeman 2018,ENSG00000068489,False
Bruggeman 2018,ENSG00000069188,False
Bruggeman 2018,ENSG00000070601,False
Bruggeman 2018,ENSG00000071655,False
Bruggeman 2018,ENSG00000071909,False
Bruggeman 2018,ENSG00000072571,False
Bruggeman 2018,ENSG00000075131,False
Bruggeman 2018,ENSG00000075218,False
Bruggeman 2018,ENSG00000076053,False
Bruggeman 2018,ENSG00000077279,False
Bruggeman 2018,ENSG00000077935,True
Bruggeman 2018,ENSG00000078177,False
Bruggeman 2018,ENSG00000079101,False
Bruggeman 2018,ENSG00000080007,False
Bruggeman 2018,ENSG00000080839,False
Bruggeman 2018,ENSG00000081842,False
Bruggeman 2018,ENSG00000081985,False
Bruggeman 2018,ENSG00000083067,False
Bruggeman 2018,ENSG00000083844,False
Bruggeman 2018,ENSG00000085840,False
Bruggeman 2018,ENSG00000085999,False
Bruggeman 2018,ENSG00000088727,False
Bruggeman 2018,ENSG00000088756,False
Bruggeman 2018,ENSG00000089505,False
Bruggeman 2018,ENSG00000089685,False
Bruggeman 2018,ENSG00000090612,False
Bruggeman 2018,ENSG00000090889,False
Bruggeman 2018,ENSG00000092853,False
Bruggeman 2018,ENSG00000095627,True
Bruggeman 2018,ENSG00000095777,False
Bruggeman 2018,ENSG00000099399,True
Bruggeman 2018,ENSG00000100121,False
Bruggeman 2018,ENSG00000100206,False
Bruggeman 2018,ENSG00000100479,False
Bruggeman 2018,ENSG00000100526,False
Bruggeman 2018,ENSG00000100629,False
Bruggeman 2018,ENSG00000100890,False
Bruggeman 2018,ENSG00000101003,False
Bruggeman 2018,ENSG00000101203,False
Bruggeman 2018,ENSG00000102021,True
Bruggeman 2018,ENSG00000102098,False
Bruggeman 2018,ENSG00000102383,False
Bruggeman 2018,ENSG00000102384,False
Bruggeman 2018,ENSG00000102780,False
Bruggeman 2018,ENSG00000102970,False
Bruggeman 2018,ENSG00000103021,False
Bruggeman 2018,ENSG00000103546,False
Bruggeman 2018,ENSG00000103599,False
Bruggeman 2018,ENSG00000103995,False
Bruggeman 2018,ENSG00000104432,False
Bruggeman 2018,ENSG00000104835,False
Bruggeman 2018,ENSG00000104880,False
Bruggeman 2018,ENSG00000104951,False
Bruggeman 2018,ENSG00000105085,False
Bruggeman 2018,ENSG00000105647,False
Bruggeman 2018,ENSG00000105750,False
Bruggeman 2018,ENSG00000105793,False
Bruggeman 2018,ENSG00000105877,False
Bruggeman 2018,ENSG00000105889,False
Bruggeman 2018,ENSG00000105982,False
Bruggeman 2018,ENSG00000106125,False
Bruggeman 2018,ENSG00000106588,False
Bruggeman 2018,ENSG00000107614,False
Bruggeman 2018,ENSG00000109674,False
Bruggeman 2018,ENSG00000109684,False
Bruggeman 2018,ENSG00000109927,False
Bruggeman 2018,ENSG00000110693,False
Bruggeman 2018,ENSG00000110975,False
Bruggeman 2018,ENSG00000111247,False
Bruggeman 2018,ENSG00000111254,True
Bruggeman 2018,ENSG00000112029,False
Bruggeman 2018,ENSG00000112182,False
Bruggeman 2018,ENSG00000112246,False
Bruggeman 2018,ENSG00000112273,True
Bruggeman 2018,ENSG00000112619,False
Bruggeman 2018,ENSG00000112742,False
Bruggeman 2018,ENSG00000112852,False
Bruggeman 2018,ENSG00000113205,False
Bruggeman 2018,ENSG00000113211,False
Bruggeman 2018,ENSG00000114547,False
Bruggeman 2018,ENSG00000114739,False
Bruggeman 2018,ENSG00000115163,False
Bruggeman 2018,ENSG00000115239,False
Bruggeman 2018,ENSG00000116183,False
Bruggeman 2018,ENSG00000117400,False
Bruggeman 2018,ENSG00000117586,False
Bruggeman 2018,ENSG00000117650,False
Bruggeman 2018,ENSG00000117971,False
Bruggeman 2018,ENSG00000118193,False
Bruggeman 2018,ENSG00000118420,False
Bruggeman 2018,ENSG00000118596,False
Bruggeman 2018,ENSG00000118620,False
Bruggeman 2018,ENSG00000118997,False
Bruggeman 2018,ENSG00000119547,False
Bruggeman 2018,ENSG00000119559,False
Bruggeman 2018,ENSG00000119725,False
Bruggeman 2018,ENSG00000120262,False
Bruggeman 2018,ENSG00000120334,False
Bruggeman 2018,ENSG00000120341,False
Bruggeman 2018,ENSG00000120519,False
Bruggeman 2018,ENSG00000120659,False
Bruggeman 2018,ENSG00000121207,False
Bruggeman 2018,ENSG00000121211,False
Bruggeman 2018,ENSG00000121270,False
Bruggeman 2018,ENSG00000121570,False
Bruggeman 2018,ENSG00000121621,False
Bruggeman 2018,ENSG00000121903,False
Bruggeman 2018,ENSG00000121904,False
Bruggeman 2018,ENSG00000121988,False
Bruggeman 2018,ENSG00000122483,False
Bruggeman 2018,ENSG00000122778,False
Bruggeman 2018,ENSG00000123219,False
Bruggeman 2018,ENSG00000123473,False
Bruggeman 2018,ENSG00000123500,False
Bruggeman 2018,ENSG00000124092,True
Bruggeman 2018,ENSG00000124613,False
Bruggeman 2018,ENSG00000124721,False
Bruggeman 2018,ENSG00000125319,False
Bruggeman 2018,ENSG00000125864,False
Bruggeman 2018,ENSG00000125965,False
Bruggeman 2018,ENSG00000126246,False
Bruggeman 2018,ENSG00000127311,False
Bruggeman 2018,ENSG00000127423,False
Bruggeman 2018,ENSG00000127540,False
Bruggeman 2018,ENSG00000128271,False
Bruggeman 2018,ENSG00000128322,False
Bruggeman 2018,ENSG00000128408,False
Bruggeman 2018,ENSG00000128655,False
Bruggeman 2018,ENSG00000128886,False
Bruggeman 2018,ENSG00000129535,False
Bruggeman 2018,ENSG00000129559,False
Bruggeman 2018,ENSG00000129810,False
Bruggeman 2018,ENSG00000130544,False
Bruggeman 2018,ENSG00000130810,False
Bruggeman 2018,ENSG00000131044,False
Bruggeman 2018,ENSG00000131115,False
Bruggeman 2018,ENSG00000131495,False
Bruggeman 2018,ENSG00000131848,False
Bruggeman 2018,ENSG00000131914,False
Bruggeman 2018,ENSG00000132141,False
Bruggeman 2018,ENSG00000132464,False
Bruggeman 2018,ENSG00000132749,False
Bruggeman 2018,ENSG00000133019,False
Bruggeman 2018,ENSG00000133980,False
Bruggeman 2018,ENSG00000134049,False
Bruggeman 2018,ENSG00000134146,False
Bruggeman 2018,ENSG00000134160,False
Bruggeman 2018,ENSG00000134256,False
Bruggeman 2018,ENSG00000134376,False
Bruggeman 2018,ENSG00000134490,False
Bruggeman 2018,ENSG00000134595,False
Bruggeman 2018,ENSG00000134970,False
Bruggeman 2018,ENSG00000135436,True
Bruggeman 2018,ENSG00000135537,False
Bruggeman 2018,ENSG00000135913,False
Bruggeman 2018,ENSG00000135960,False
Bruggeman 2018,ENSG00000136197,False
Bruggeman 2018,ENSG00000136206,False
Bruggeman 2018,ENSG00000136231,False
Bruggeman 2018,ENSG00000136492,False
Bruggeman 2018,ENSG00000136866,False
Bruggeman 2018,ENSG00000136944,False
Bruggeman 2018,ENSG00000137812,False
Bruggeman 2018,ENSG00000137843,False
Bruggeman 2018,ENSG00000137948,True
Bruggeman 2018,ENSG00000137968,False
Bruggeman 2018,ENSG00000137976,False
Bruggeman 2018,ENSG00000138092,False
Bruggeman 2018,ENSG00000138182,False
Bruggeman 2018,ENSG00000138336,False
Bruggeman 2018,ENSG00000138379,False
Bruggeman 2018,ENSG00000138669,False
Bruggeman 2018,ENSG00000138778,False
Bruggeman 2018,ENSG00000138780,False
Bruggeman 2018,ENSG00000139133,False
Bruggeman 2018,ENSG00000139160,False
Bruggeman 2018,ENSG00000139304,False
Bruggeman 2018,ENSG00000139351,True
Bruggeman 2018,ENSG00000139618,False
Bruggeman 2018,ENSG00000139719,False
Bruggeman 2018,ENSG00000139734,False
Bruggeman 2018,ENSG00000139915,False
Bruggeman 2018,ENSG00000140006,False
Bruggeman 2018,ENSG00000140009,False
Bruggeman 2018,ENSG00000140015,False
Bruggeman 2018,ENSG00000140025,False
Bruggeman 2018,ENSG00000140043,False
Bruggeman 2018,ENSG00000140057,False
Bruggeman 2018,ENSG00000140090,False
Bruggeman 2018,ENSG00000140470,False
Bruggeman 2018,ENSG00000140534,False
Bruggeman 2018,ENSG00000140993,False
Bruggeman 2018,ENSG00000141096,True
Bruggeman 2018,ENSG00000141219,False
Bruggeman 2018,ENSG00000141384,False
Bruggeman 2018,ENSG00000141431,False
Bruggeman 2018,ENSG00000142149,False
Bruggeman 2018,ENSG00000142698,True
Bruggeman 2018,ENSG00000142731,False
Bruggeman 2018,ENSG00000143355,False
Bruggeman 2018,ENSG00000143450,False
Bruggeman 2018,ENSG00000143452,True
Bruggeman 2018,ENSG00000143469,False
Bruggeman 2018,ENSG00000143476,False
Bruggeman 2018,ENSG00000143494,False
Bruggeman 2018,ENSG00000143498,False
Bruggeman 2018,ENSG00000143951,False
Bruggeman 2018,ENSG00000144182,False
Bruggeman 2018,ENSG00000144395,False
Bruggeman 2018,ENSG00000144401,False
Bruggeman 2018,ENSG00000144488,False
Bruggeman 2018,ENSG00000144792,False
Bruggeman 2018,ENSG00000144821,False
Bruggeman 2018,ENSG00000144893,False
Bruggeman 2018,ENSG00000145040,False
Bruggeman 2018,ENSG00000145331,False
Bruggeman 2018,ENSG00000145375,False
Bruggeman 2018,ENSG00000145979,False
Bruggeman 2018,ENSG00000146243,False
Bruggeman 2018,ENSG00000146263,False
Bruggeman 2018,ENSG00000146410,False
Bruggeman 2018,ENSG00000146859,False
Bruggeman 2018,ENSG00000146918,False
Bruggeman 2018,ENSG00000147378,True
Bruggeman 2018,ENSG00000147381,True
Bruggeman 2018,ENSG00000147536,False
Bruggeman 2018,ENSG00000147570,False
Bruggeman 2018,ENSG00000147912,False
Bruggeman 2018,ENSG00000148604,False
Bruggeman 2018,ENSG00000148680,False
Bruggeman 2018,ENSG00000148814,False
Bruggeman 2018,ENSG00000149050,False
Bruggeman 2018,ENSG00000149054,False
Bruggeman 2018,ENSG00000149346,False
Bruggeman 2018,ENSG00000149548,False
Bruggeman 2018,ENSG00000149554,False
Bruggeman 2018,ENSG00000149948,False
Bruggeman 2018,ENSG00000150275,False
Bruggeman 2018,ENSG00000150455,False
Bruggeman 2018,ENSG00000150477,False
Bruggeman 2018,ENSG00000150527,False
Bruggeman 2018,ENSG00000150667,False
Bruggeman 2018,ENSG00000150776,False
Bruggeman 2018,ENSG00000151062,False
Bruggeman 2018,ENSG00000151164,False
Bruggeman 2018,ENSG00000151338,False
Bruggeman 2018,ENSG00000151687,True
Bruggeman 2018,ENSG00000151773,False
Bruggeman 2018,ENSG00000151846,False
Bruggeman 2018,ENSG00000152253,False
Bruggeman 2018,ENSG00000152315,False
Bruggeman 2018,ENSG00000152348,False
Bruggeman 2018,ENSG00000152443,False
Bruggeman 2018,ENSG00000152455,False
Bruggeman 2018,ENSG00000152464,False
Bruggeman 2018,ENSG00000152763,False
Bruggeman 2018,ENSG00000153093,False
Bruggeman 2018,ENSG00000153157,False
Bruggeman 2018,ENSG00000153165,False
Bruggeman 2018,ENSG00000153237,False
Bruggeman 2018,ENSG00000153721,False
Bruggeman 2018,ENSG00000154479,False
Bruggeman 2018,ENSG00000154655,False
Bruggeman 2018,ENSG00000154710,False
Bruggeman 2018,ENSG00000154764,False
Bruggeman 2018,ENSG00000154839,False
Bruggeman 2018,ENSG00000154920,False
Bruggeman 2018,ENSG00000155085,False
Bruggeman 2018,ENSG00000155330,False
Bruggeman 2018,ENSG00000155592,False
Bruggeman 2018,ENSG00000155621,False
Bruggeman 2018,ENSG00000156172,False
Bruggeman 2018,ENSG00000156466,False
Bruggeman 2018,ENSG00000156500,False
Bruggeman 2018,ENSG00000157014,False
Bruggeman 2018,ENSG00000157168,False
Bruggeman 2018,ENSG00000157429,False
Bruggeman 2018,ENSG00000157578,False
Bruggeman 2018,ENSG00000157703,False
Bruggeman 2018,ENSG00000158402,False
Bruggeman 2018,ENSG00000158683,False
Bruggeman 2018,ENSG00000158769,False
Bruggeman 2018,ENSG00000158987,False
Bruggeman 2018,ENSG00000159079,False
Bruggeman 2018,ENSG00000159217,False
Bruggeman 2018,ENSG00000159374,False
Bruggeman 2018,ENSG00000159882,False
Bruggeman 2018,ENSG00000159905,False
Bruggeman 2018,ENSG00000159915,False
Bruggeman 2018,ENSG00000160062,False
Bruggeman 2018,ENSG00000160161,False
Bruggeman 2018,ENSG00000160321,False
Bruggeman 2018,ENSG00000160352,False
Bruggeman 2018,ENSG00000161405,False
Bruggeman 2018,ENSG00000161654,False
Bruggeman 2018,ENSG00000162062,False
Bruggeman 2018,ENSG00000162526,False
Bruggeman 2018,ENSG00000162782,False
Bruggeman 2018,ENSG00000162999,False
Bruggeman 2018,ENSG00000163006,False
Bruggeman 2018,ENSG00000163322,False
Bruggeman 2018,ENSG00000163507,False
Bruggeman 2018,ENSG00000163530,True
Bruggeman 2018,ENSG00000163535,False
Bruggeman 2018,ENSG00000163554,False
Bruggeman 2018,ENSG00000163684,False
Bruggeman 2018,ENSG00000163689,False
Bruggeman 2018,ENSG00000163808,False
Bruggeman 2018,ENSG00000164045,False
Bruggeman 2018,ENSG00000164175,False
Bruggeman 2018,ENSG00000164220,False
Bruggeman 2018,ENSG00000164241,False
Bruggeman 2018,ENSG00000164414,False
Bruggeman 2018,ENSG00000164483,False
Bruggeman 2018,ENSG00000164627,False
Bruggeman 2018,ENSG00000164663,False
Bruggeman 2018,ENSG00000164675,False
Bruggeman 2018,ENSG00000164746,False
Bruggeman 2018,ENSG00000164796,False
Bruggeman 2018,ENSG00000164898,False
Bruggeman 2018,ENSG00000164989,False
Bruggeman 2018,ENSG00000165181,False
Bruggeman 2018,ENSG00000165188,False
Bruggeman 2018,ENSG00000165244,False
Bruggeman 2018,ENSG00000165309,False
Bruggeman 2018,ENSG00000165480,False
Bruggeman 2018,ENSG00000165828,False
Bruggeman 2018,ENSG00000165891,False
Bruggeman 2018,ENSG00000166192,False
Bruggeman 2018,ENSG00000166220,False
Bruggeman 2018,ENSG00000166263,False
Bruggeman 2018,ENSG00000166349,False
Bruggeman 2018,ENSG00000166439,False
Bruggeman 2018,ENSG00000166546,False
Bruggeman 2018,ENSG00000166743,False
Bruggeman 2018,ENSG00000166845,False
Bruggeman 2018,ENSG00000167311,False
Bruggeman 2018,ENSG00000167377,False
Bruggeman 2018,ENSG00000167394,False
Bruggeman 2018,ENSG00000167395,False
Bruggeman 2018,ENSG00000167397,False
Bruggeman 2018,ENSG00000167554,False
Bruggeman 2018,ENSG00000167562,False
Bruggeman 2018,ENSG00000167632,False
Bruggeman 2018,ENSG00000167634,True
Bruggeman 2018,ENSG00000167981,False
Bruggeman 2018,ENSG00000167985,False
Bruggeman 2018,ENSG00000168061,False
Bruggeman 2018,ENSG00000168702,False
Bruggeman 2018,ENSG00000169248,False
Bruggeman 2018,ENSG00000169570,False
Bruggeman 2018,ENSG00000169607,False
Bruggeman 2018,ENSG00000169621,False
Bruggeman 2018,ENSG00000169684,False
Bruggeman 2018,ENSG00000169760,False
Bruggeman 2018,ENSG00000169918,False
Bruggeman 2018,ENSG00000170100,False
Bruggeman 2018,ENSG00000170160,False
Bruggeman 2018,ENSG00000170627,False
Bruggeman 2018,ENSG00000170748,True
Bruggeman 2018,ENSG00000170946,False
Bruggeman 2018,ENSG00000171094,False
Bruggeman 2018,ENSG00000171121,False
Bruggeman 2018,ENSG00000171320,False
Bruggeman 2018,ENSG00000171492,False
Bruggeman 2018,ENSG00000171827,False
Bruggeman 2018,ENSG00000171847,False
Bruggeman 2018,ENSG00000172244,False
Bruggeman 2018,ENSG00000172465,False
Bruggeman 2018,ENSG00000172738,False
Bruggeman 2018,ENSG00000172785,False
Bruggeman 2018,ENSG00000172840,False
Bruggeman 2018,ENSG00000173258,False
Bruggeman 2018,ENSG00000173262,False
Bruggeman 2018,ENSG00000173611,False
Bruggeman 2018,ENSG00000173621,False
Bruggeman 2018,ENSG00000173809,False
Bruggeman 2018,ENSG00000173894,False
Bruggeman 2018,ENSG00000173930,False
Bruggeman 2018,ENSG00000173933,False
Bruggeman 2018,ENSG00000174038,False
Bruggeman 2018,ENSG00000174206,False
Bruggeman 2018,ENSG00000174371,False
Bruggeman 2018,ENSG00000174483,False
Bruggeman 2018,ENSG00000174562,False
Bruggeman 2018,ENSG00000174776,False
Bruggeman 2018,ENSG00000174886,False
Bruggeman 2018,ENSG00000175097,False
Bruggeman 2018,ENSG00000175106,False
Bruggeman 2018,ENSG00000175344,False
Bruggeman 2018,ENSG00000175536,False
Bruggeman 2018,ENSG00000175548,False
Bruggeman 2018,ENSG00000175787,False
Bruggeman 2018,ENSG00000176083,False
Bruggeman 2018,ENSG00000176208,False
Bruggeman 2018,ENSG00000176566,True
Bruggeman 2018,ENSG00000176597,False
Bruggeman 2018,ENSG00000176771,False
Bruggeman 2018,ENSG00000177058,False
Bruggeman 2018,ENSG00000177272,False
Bruggeman 2018,ENSG00000177398,False
Bruggeman 2018,ENSG00000177692,False
Bruggeman 2018,ENSG00000177694,False
Bruggeman 2018,ENSG00000177839,False
Bruggeman 2018,ENSG00000177842,False
Bruggeman 2018,ENSG00000177873,False
Bruggeman 2018,ENSG00000178177,False
Bruggeman 2018,ENSG00000178229,False
Bruggeman 2018,ENSG00000178297,False
Bruggeman 2018,ENSG00000178385,False
Bruggeman 2018,ENSG00000178386,False
Bruggeman 2018,ENSG00000178409,False
Bruggeman 2018,ENSG00000178460,False
Bruggeman 2018,ENSG00000178502,False
Bruggeman 2018,ENSG00000178665,False
Bruggeman 2018,ENSG00000178694,False
Bruggeman 2018,ENSG00000178796,False
Bruggeman 2018,ENSG00000179046,True
Bruggeman 2018,ENSG00000179059,True
Bruggeman 2018,ENSG00000179071,False
Bruggeman 2018,ENSG00000179598,False
Bruggeman 2018,ENSG00000179603,False
Bruggeman 2018,ENSG00000179869,False
Bruggeman 2018,ENSG00000180185,False
Bruggeman 2018,ENSG00000180423,False
Bruggeman 2018,ENSG00000180425,False
Bruggeman 2018,ENSG00000180479,False
Bruggeman 2018,ENSG00000180592,False
Bruggeman 2018,ENSG00000180938,False
Bruggeman 2018,ENSG00000181029,False
Bruggeman 2018,ENSG00000181322,False
Bruggeman 2018,ENSG00000181450,False
Bruggeman 2018,ENSG00000181722,False
Bruggeman 2018,ENSG00000181873,False
Bruggeman 2018,ENSG00000181904,False
Bruggeman 2018,ENSG00000182050,False
Bruggeman 2018,ENSG00000182111,False
Bruggeman 2018,ENSG00000182185,False
Bruggeman 2018,ENSG00000182256,False
Bruggeman 2018,ENSG00000182324,False
Bruggeman 2018,ENSG00000182405,False
Bruggeman 2018,ENSG00000182752,False
Bruggeman 2018,ENSG00000182968,False
Bruggeman 2018,ENSG00000182993,False
Bruggeman 2018,ENSG00000183137,False
Bruggeman 2018,ENSG00000183808,False
Bruggeman 2018,ENSG00000183840,False
Bruggeman 2018,ENSG00000183914,False
Bruggeman 2018,ENSG00000184305,False
