Ensembl_Gene_ID,Symbol,paper_dois,source_tags,source_locations,default_panel,nomination_scope,legacy_retention_evidence_caveat,evidence_scope
ENSG00000000460,FIRRM,10.1002/1878-0261.12900;10.1038/s41388-018-0357-2,Bruggeman2018_GC;Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 1671 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 290,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000001631,KRIT1,10.1002/1878-0261.12900,Jamin2021_CT;Jamin2021_core,10.1002/1878-0261.12900: MOL2-15-3003-s003.xlsx / Annotation / rows 2 | 10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3665,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000004809,SLC22A16,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41388-018-0357-2;10.1038/s41467-021-22695-y,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 4 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 3 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 280 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 666,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000004838,ZMYND10,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 5 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 4 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 667,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000005175,RPAP3,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3474,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000005189,REXO5,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y;10.18632/oncotarget.21715,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 6 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 5 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 668 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 524 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 449,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000005889,ZFX,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 465,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000006047,YBX2,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y;10.18632/oncotarget.21715,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 7 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 6 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 669 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 1082 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 939 | 10.18632/oncotarget.21715: oncotarget-08-92966-s004.xlsx / Supplementary_Table3 / rows 136,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000006059,KRT33A,10.1002/cam4.2223;10.1038/ncomms10499;10.18632/oncotarget.21715,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 8 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 7 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 483 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 417,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000006459,KDM7A,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 2464,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000006634,DBF4,10.1002/cam4.2223;10.1038/ncomms10499,Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 9 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 8,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000006659,LGALS14,10.1038/s41467-021-22695-y,Gong2021_placenta_PC;Gong2021_reproductive_PC,10.1038/s41467-021-22695-y: Supplementary Data 5: placenta rows / Supplementary Data 5: placenta rows / rows see named figure | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 464,True,normal_reproductive_expression_only,True,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000006837,CDKL3,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 669,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000007038,PRSS21,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41388-018-0357-2;10.1038/s41467-021-22695-y,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 10 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 9 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 327 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 670,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000007174,DNAH9,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 325,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000007350,TKTL1,10.1002/1878-0261.12900;10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41388-018-0357-2;10.1038/s41467-021-22695-y;10.1371/journal.pgen.1011734;10.18632/oncotarget.21715,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S2;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 76 | 397 | 10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 11 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 10 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 602 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 671 | 10.1371/journal.pgen.1011734: loriot-s2.xlsx / List of 134 CG-Preferential gen / rows 136 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 993 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 864 | 10.18632/oncotarget.21715: oncotarget-08-92966-s004.xlsx / Supplementary_Table3 / rows 130,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000008256,CYTH3,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 1973,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000009335,UBE3C,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3120,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000010072,SPRTN,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 2466,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000010318,PHF7,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y;10.18632/oncotarget.21715,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 12 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 11 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 672 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 732 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 640,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000011590,ZBTB32,10.1002/cam4.2223;10.1038/ncomms10499,Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 13 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 12,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000013573,DDX11,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3773,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000013810,TACC3,10.1002/cam4.2223;10.1038/ncomms10499,Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 14 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 13,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000020256,ZFP64,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3099,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000021574,SPAST,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 2872,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000024526,DEPDC1,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41388-018-0357-2,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 15 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 14 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 216,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000025156,HSF2,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 1692,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000027644,INSRR,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 414,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000035499,DEPDC1B,10.1002/1878-0261.12900;10.1038/s41388-018-0357-2,Bruggeman2018_GC;Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 2048 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 317,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000035720,STAP1,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3044,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000039139,DNAH5,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 205,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000039600,SOX30,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y;10.1136/jitc-2023-007935;10.18632/oncotarget.21715,Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,"10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 16 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 15 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 673 | 10.1136/jitc-2023-007935: jitc-2023-007935supp001.pdf / Supplementary Table 2 / rows PDF page 25, text line 22 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 877 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 765",True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000041353,RAB27B,10.1002/1878-0261.12900,Jamin2021_CT;Jamin2021_core,10.1002/1878-0261.12900: MOL2-15-3003-s003.xlsx / Annotation / rows 3 | 10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 1519,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000041515,MYO16,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 338,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000042781,USH2A,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 698,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000042813,ZPBP,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y;10.18632/oncotarget.21715,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 17 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 16 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 674 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 1101 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 955,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000043355,ZIC2,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 3136,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000044459,CNTLN,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 262,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000046774,MAGEC2,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41467-021-22695-y;10.1136/jitc-2023-007935;10.1186/s12967-024-04918-0;10.1371/journal.pgen.1011734;10.18632/oncotarget.21715,Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,"10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 18 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 17 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 675 | 10.1136/jitc-2023-007935: jitc-2023-007935supp001.pdf / Supplementary Table 2 / rows PDF page 19, text line 8 | 10.1186/s12967-024-04918-0: PMC10851610.xml / Methods: Data processing and statistical analysis; Figure 1 / rows 14 | 10.1371/journal.pgen.1011734: loriot-s1.xlsx / List of 146 CG genes / rows 120 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 559 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 479 | 10.18632/oncotarget.21715: oncotarget-08-92966-s004.xlsx / Supplementary_Table3 / rows 76",True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000047617,ANO2,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 488,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000047932,GOPC,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 1764,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000048545,GUCA1A,10.1002/cam4.2223;10.1038/ncomms10499;10.18632/oncotarget.21715,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 19 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 18 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 419 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 359,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000049167,ERCC8,10.1002/1878-0261.12900;10.1038/s41388-018-0357-2,Bruggeman2018_GC;Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 2581 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 398,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000049192,ADAMTS6,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 545,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000049768,FOXP3,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 657,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000050030,NEXMIF,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 258,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000051180,RAD51,10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41388-018-0357-2,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 20 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 19 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 138,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000051341,POLQ,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 182,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000054796,SPO11,10.1002/cam4.2223;10.1038/s41467-021-22695-y;10.18632/oncotarget.21715,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 21 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 676 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 926,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000055955,ITIH4,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 4,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000056277,ZNF280C,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 363,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000056291,NPFFR2,10.1038/s41467-021-22695-y,Gong2021_placenta_PC;Gong2021_reproductive_PC,10.1038/s41467-021-22695-y: Supplementary Data 5: placenta rows / Supplementary Data 5: placenta rows / rows see named figure | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 489,False,normal_reproductive_expression_only,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000057468,MSH4,10.1002/cam4.2223;10.1038/ncomms10499,Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 22 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 20,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000062370,ZNF112,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 511,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000063127,SLC6A16,10.1002/cam4.2223;10.1038/ncomms10499,Chang2019_TGCT;Wang2016_CT,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 23 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 21,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000063438,AHRR,10.1002/cam4.2223;10.1038/ncomms10499;10.18632/oncotarget.21715,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 24 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 22 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 22 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 24,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000063515,GSC2,10.1002/cam4.2223;10.1038/s41467-021-22695-y;10.18632/oncotarget.21715,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 25 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 677 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 413,True,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000064199,SPA17,10.1002/cam4.2223;10.1038/ncomms10499;10.18632/oncotarget.21715,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 26 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 23 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 878 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 766 | 10.18632/oncotarget.21715: oncotarget-08-92966-s004.xlsx / Supplementary_Table3 / rows 115,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000064703,DDX20,10.1002/1878-0261.12900;10.1002/cam4.2223;10.1038/ncomms10499,Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 2973 | 10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 27 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 24,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000065328,MCM10,10.1038/s41388-018-0357-2,Bruggeman2018_GC,10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 259,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000065371,ROPN1,10.1002/1878-0261.12900;10.1002/cam4.2223;10.1038/ncomms10499;10.1038/s41388-018-0357-2;10.1038/s41467-021-22695-y;10.1371/journal.pgen.1011734;10.18632/oncotarget.21715,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S2;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 38 | 10.1002/cam4.2223: CAM4-8-3511-s002.xlsx / Suppl Table 2 / rows 28 | 10.1038/ncomms10499: ncomms10499-s4.xlsx / Supplementary Data 3A / rows 25 | 10.1038/s41388-018-0357-2: 41388_2018_357_MOESM4_ESM.xlsx / 1D / rows 507 | 10.1038/s41467-021-22695-y: gong.xlsx / Data 5 - tissue-enriched PC / rows 678 | 10.1371/journal.pgen.1011734: loriot-s2.xlsx / List of 134 CG-Preferential gen / rows 26 | 10.18632/oncotarget.21715: oncotarget-08-92966-s002.xls / 1103 CTs predicted / rows 841 | 10.18632/oncotarget.21715: oncotarget-08-92966-s003.xls / Sheet1 / rows 734,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
ENSG00000065609,SNAP91,10.1002/1878-0261.12900,Jamin2021_CT,10.1002/1878-0261.12900: MOL2-15-3003-s007.xlsx / Expression data and classes / rows 1819,False,includes_cancer_associated_source,False,Paper nomination/expression; antigen validation must be assessed separately
