identity,Ensembl_Gene_ID,Symbol,biotype,source_databases,nominated,mapped,protein_coding,family_eligible,hpa_restriction,default_panel
ENSG00000000460,ENSG00000000460,FIRRM,protein_coding,Bruggeman2018_GC;Jamin2021_CT,True,True,True,True,False,False
ENSG00000001631,ENSG00000001631,KRIT1,protein_coding,Jamin2021_CT;Jamin2021_core,True,True,True,True,False,False
ENSG00000004809,ENSG00000004809,SLC22A16,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,False,False
ENSG00000004838,ENSG00000004838,ZMYND10,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,False,False
ENSG00000005175,ENSG00000005175,RPAP3,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000005189,ENSG00000005189,REXO5,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000005889,ENSG00000005889,ZFX,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000006047,ENSG00000006047,YBX2,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000006059,ENSG00000006059,KRT33A,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000006459,ENSG00000006459,KDM7A,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000006634,ENSG00000006634,DBF4,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,True,True
ENSG00000006659,ENSG00000006659,LGALS14,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC;placental_antigen,True,True,True,True,True,True
ENSG00000006837,ENSG00000006837,CDKL3,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000007038,ENSG00000007038,PRSS21,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,False,False
ENSG00000007174,ENSG00000007174,DNAH9,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000007350,ENSG00000007350,TKTL1,protein_coding,Bruggeman2018_GC;CTexploreR_CTP;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S2;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000008256,ENSG00000008256,CYTH3,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000009335,ENSG00000009335,UBE3C,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000010072,ENSG00000010072,SPRTN,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000010318,ENSG00000010318,PHF7,protein_coding,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000011590,ENSG00000011590,ZBTB32,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000013573,ENSG00000013573,DDX11,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000013810,ENSG00000013810,TACC3,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000020256,ENSG00000020256,ZFP64,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000021574,ENSG00000021574,SPAST,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000024526,ENSG00000024526,DEPDC1,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000025156,ENSG00000025156,HSF2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000027644,ENSG00000027644,INSRR,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000035499,ENSG00000035499,DEPDC1B,protein_coding,Bradley2020_CPA;Bruggeman2018_GC;Jamin2021_CT,True,True,True,True,False,False
ENSG00000035720,ENSG00000035720,STAP1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000039139,ENSG00000039139,DNAH5,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000039600,ENSG00000039600,SOX30,protein_coding,Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000041353,ENSG00000041353,RAB27B,protein_coding,Jamin2021_CT;Jamin2021_core,True,True,True,True,False,False
ENSG00000041515,ENSG00000041515,MYO16,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000042781,ENSG00000042781,USH2A,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000042813,ENSG00000042813,ZPBP,protein_coding,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000043355,ENSG00000043355,ZIC2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000044459,ENSG00000044459,CNTLN,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000046774,ENSG00000046774,MAGEC2,protein_coding,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000047617,ENSG00000047617,ANO2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000047932,ENSG00000047932,GOPC,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000048545,ENSG00000048545,GUCA1A,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000049167,ENSG00000049167,ERCC8,protein_coding,Bruggeman2018_GC;Jamin2021_CT,True,True,True,True,False,False
ENSG00000049192,ENSG00000049192,ADAMTS6,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000049768,ENSG00000049768,FOXP3,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000050030,ENSG00000050030,NEXMIF,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000051180,ENSG00000051180,RAD51,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000051341,ENSG00000051341,POLQ,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000054796,ENSG00000054796,SPO11,protein_coding,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000055955,ENSG00000055955,ITIH4,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000056277,ENSG00000056277,ZNF280C,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000056291,ENSG00000056291,NPFFR2,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000057468,ENSG00000057468,MSH4,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000062370,ENSG00000062370,ZNF112,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000063127,ENSG00000063127,SLC6A16,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000063438,ENSG00000063438,AHRR,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000063515,ENSG00000063515,GSC2,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000064199,ENSG00000064199,SPA17,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000064703,ENSG00000064703,DDX20,protein_coding,Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,True,True,True,True,False,False
ENSG00000065328,ENSG00000065328,MCM10,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000065371,ENSG00000065371,ROPN1,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S2;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000065609,ENSG00000065609,SNAP91,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000065883,ENSG00000065883,CDK13,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000066032,ENSG00000066032,CTNNA2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000066185,ENSG00000066185,ZMYND12,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000066279,ENSG00000066279,ASPM,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000066923,ENSG00000066923,STAG3,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000067646,ENSG00000067646,ZFY,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000068489,ENSG00000068489,PRR11,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000068796,ENSG00000068796,KIF2A,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000068985,ENSG00000068985,PAGE1,protein_coding,CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000069188,ENSG00000069188,SDK2,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000069206,ENSG00000069206,ADAM7,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000069493,ENSG00000069493,CLEC2D,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000070601,ENSG00000070601,FRMPD1,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,True,True,True,True,False,False
ENSG00000070886,ENSG00000070886,EPHA8,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000071539,ENSG00000071539,TRIP13,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000071655,ENSG00000071655,MBD3,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000071909,ENSG00000071909,MYO3B,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000072364,ENSG00000072364,AFF4,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000072571,ENSG00000072571,HMMR,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000073146,ENSG00000073146,MOV10L1,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000073598,ENSG00000073598,FNDC8,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000075131,ENSG00000075131,TIPIN,protein_coding,Bruggeman2018_GC;Jamin2021_CT,True,True,True,True,False,False
ENSG00000075218,ENSG00000075218,GTSE1,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000075388,ENSG00000075388,FGF4,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000075702,ENSG00000075702,WDR62,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000075886,ENSG00000075886,TUBA3D,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,False,False,False
ENSG00000076053,ENSG00000076053,RBM7,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000077274,ENSG00000077274,CAPN6,protein_coding,Bradley2020_CPA;Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000077279,ENSG00000077279,DCX,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000077327,ENSG00000077327,SPAG6,protein_coding,Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,True,True,True,True,False,False
ENSG00000077458,ENSG00000077458,FAM76B,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000077800,ENSG00000077800,FKBP6,protein_coding,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000077935,ENSG00000077935,SMC1B,protein_coding,Bruggeman2018_GC;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000078043,ENSG00000078043,PIAS2,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000078114,ENSG00000078114,NEBL,protein_coding,Jamin2021_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000078177,ENSG00000078177,N4BP2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000078319,ENSG00000078319,PMS2P1,transcribed_unprocessed_pseudogene,Jamin2021_CT,True,True,False,False,False,False
ENSG00000078487,ENSG00000078487,ZCWPW1,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000078795,ENSG00000078795,PKD2L2,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000079101,ENSG00000079101,CLUL1,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000079841,ENSG00000079841,RIMS1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000080007,ENSG00000080007,DDX43,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000080224,ENSG00000080224,EPHA6,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000080572,ENSG00000080572,DNAAF6,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,False,False
ENSG00000080815,ENSG00000080815,PSEN1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000080839,ENSG00000080839,RBL1,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000081842,ENSG00000081842,PCDHA6,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000081985,ENSG00000081985,IL12RB2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000083067,ENSG00000083067,TRPM3,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000083290,ENSG00000083290,ULK2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000083817,ENSG00000083817,ZNF416,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000083844,ENSG00000083844,ZNF264,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000084693,ENSG00000084693,AGBL5,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000085840,ENSG00000085840,ORC1,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000085999,ENSG00000085999,RAD54L,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000086200,ENSG00000086200,IPO11,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000086288,ENSG00000086288,NME8,protein_coding,Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,True,True,True,True,False,False
ENSG00000086619,ENSG00000086619,ERO1B,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000086717,ENSG00000086717,PPEF1,protein_coding,Chang2019_TGCT;Jamin2021_CT;Loriot2025_S2;Wang2016_CT,True,True,True,True,False,False
ENSG00000087338,ENSG00000087338,GMCL1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000087586,ENSG00000087586,AURKA,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000088325,ENSG00000088325,TPX2,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000088727,ENSG00000088727,KIF9,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000088756,ENSG00000088756,ARHGAP28,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000088782,ENSG00000088782,DEFB127,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000089234,ENSG00000089234,BRAP,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000089505,ENSG00000089505,CMTM1,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Jamin2021_CT;Jamin2021_core;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000089685,ENSG00000089685,BIRC5,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000090402,ENSG00000090402,SI,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000090612,ENSG00000090612,ZNF268,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000090889,ENSG00000090889,KIF4A,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000091651,ENSG00000091651,ORC6,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000092200,ENSG00000092200,RPGRIP1,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,False,False
ENSG00000092345,ENSG00000092345,DAZL,protein_coding,CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000092853,ENSG00000092853,CLSPN,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000093009,ENSG00000093009,CDC45,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000094804,ENSG00000094804,CDC6,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000094916,ENSG00000094916,CBX5,protein_coding,Jamin2021_CT;Jamin2021_core,True,True,True,True,False,False
ENSG00000095627,ENSG00000095627,TDRD1,protein_coding,Bruggeman2018_GC;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,True,True
ENSG00000095777,ENSG00000095777,MYO3A,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000095794,ENSG00000095794,CREM,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000099338,ENSG00000099338,CATSPERG,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000099399,ENSG00000099399,MAGEB2,protein_coding,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000099721,ENSG00000099721,AMELY,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000099840,ENSG00000099840,IZUMO4,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000099953,ENSG00000099953,MMP11,protein_coding,Bradley2020_CPA;Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000100027,ENSG00000100027,YPEL1,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000100121,ENSG00000100121,GGTLC2,protein_coding,Bruggeman2018_GC;Gong2021_reproductive_PC;Loriot2025_S2,True,True,True,True,False,False
ENSG00000100206,ENSG00000100206,DMC1,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000100312,ENSG00000100312,ACR,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000100478,ENSG00000100478,AP4S1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000100479,ENSG00000100479,POLE2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000100485,ENSG00000100485,SOS2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000100523,ENSG00000100523,DDHD1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000100526,ENSG00000100526,CDKN3,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000100565,ENSG00000100565,LRRC74A,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000100583,ENSG00000100583,SAMD15,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000100593,ENSG00000100593,ISM2,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000100629,ENSG00000100629,CEP128,protein_coding,Bruggeman2018_GC;Jamin2021_CT,True,True,True,True,False,False
ENSG00000100890,ENSG00000100890,PRORP,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000101003,ENSG00000101003,GINS1,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000101057,ENSG00000101057,MYBL2,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000101074,ENSG00000101074,R3HDML,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000101203,ENSG00000101203,COL20A1,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000101251,ENSG00000101251,SEL1L2,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000101276,ENSG00000101276,SLC52A3,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000101353,ENSG00000101353,MROH8,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000101435,ENSG00000101435,CST9L,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000101446,ENSG00000101446,SPINT3,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000101448,ENSG00000101448,EPPIN,protein_coding,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000101746,ENSG00000101746,NOL4,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000101812,ENSG00000101812,H2BW2,protein_coding,Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000101842,ENSG00000101842,VSIG1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000101883,ENSG00000101883,RHOXF1,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000101890,ENSG00000101890,GUCY2F,protein_coding,Wang2016_CT,True,True,True,True,False,False
ENSG00000101951,ENSG00000101951,PAGE4,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000101977,ENSG00000101977,MCF2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000102021,ENSG00000102021,LUZP4,protein_coding,Bruggeman2018_GC;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000102048,ENSG00000102048,ASB9,protein_coding,Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,True,True,True,True,False,False
ENSG00000102055,ENSG00000102055,PPP1R2C,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000102076,ENSG00000102076,OPN1LW,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000102098,ENSG00000102098,SCML2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000102243,ENSG00000102243,VGLL1,protein_coding,Bradley2020_CPA;Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000102383,ENSG00000102383,ZDHHC15,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000102384,ENSG00000102384,CENPI,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000102387,ENSG00000102387,TAF7L,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S2;Wang2016_CT,True,True,True,True,False,False
ENSG00000102543,ENSG00000102543,CDADC1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000102595,ENSG00000102595,UGGT2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000102780,ENSG00000102780,DGKH,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000102781,ENSG00000102781,KATNAL1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000102924,ENSG00000102924,CBLN1,protein_coding,Chang2019_TGCT;Jamin2021_CT;Wang2016_CT,True,True,True,True,False,False
ENSG00000102970,ENSG00000102970,CCL17,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000103021,ENSG00000103021,CFAP263,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000103023,ENSG00000103023,PRSS54,protein_coding,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000103343,ENSG00000103343,ZNF174,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000103546,ENSG00000103546,SLC6A2,protein_coding,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_placenta_PC;Gong2021_reproductive_PC;Wang2016_CT,True,True,True,True,False,False
ENSG00000103599,ENSG00000103599,IQCH,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000103642,ENSG00000103642,LACTB,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000103723,ENSG00000103723,AP3B2,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000103995,ENSG00000103995,CEP152,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000104147,ENSG00000104147,OIP5,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000104218,ENSG00000104218,CSPP1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
