identity,Ensembl_Gene_ID,Symbol,biotype,source_databases,nominated,mapped,protein_coding,family_eligible,hpa_restriction,default_panel
ENSG00000214866,ENSG00000214866,DCDC2C,protein_coding,Chang2019_TGCT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000214897,ENSG00000214897,PNMA6E,protein_coding,Gong2021_reproductive_PC,True,True,True,True,False,False
ENSG00000214915,ENSG00000214915,ENSG00000214915,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000214929,ENSG00000214929,SPATA31D1,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000214946,ENSG00000214946,TBC1D26,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000215009,ENSG00000215009,ACSM4,protein_coding,Wang2016_CT,True,True,True,True,True,False
ENSG00000215112,ENSG00000215112,FAM74A1,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000215113,ENSG00000215113,CXorf49B,protein_coding,CTexploreR_CT;Loriot2025_S1;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000215115,ENSG00000215115,CXorf49,protein_coding,CTexploreR_CT;Loriot2025_S1;daSilva2017;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000215117,ENSG00000215117,LINC00588,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000215126,ENSG00000215126,ZNG1F,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000215131,ENSG00000215131,C16orf90,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000215148,ENSG00000215148,PRSS41,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000215186,ENSG00000215186,GOLGA6B,protein_coding,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000215203,ENSG00000215203,GRXCR1,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000215262,ENSG00000215262,KCNU1,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000215269,ENSG00000215269,GAGE12G,protein_coding,Jamin2021_CT;Jamin2021_core;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000215274,ENSG00000215274,GAGE10,protein_coding,Seager2024_CTA;paralog:GAGE2A,True,True,True,True,True,True
ENSG00000215277,ENSG00000215277,RNF212B,protein_coding,Chang2019_TGCT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000215343,ENSG00000215343,ZNF705D,protein_coding,Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000215356,ENSG00000215356,ZNF705B,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000215372,ENSG00000215372,ZNF705G,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000215417,ENSG00000215417,MIR17HG,lncRNA,Bruggeman2018_GC,True,True,False,False,False,False
ENSG00000215421,ENSG00000215421,ZNF407,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000215455,ENSG00000215455,KRTAP10-1,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000215474,ENSG00000215474,SKOR2,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000215529,ENSG00000215529,EFCAB8,protein_coding,CTexploreR_CTP;Loriot2025_S2,True,True,True,True,True,True
ENSG00000215568,ENSG00000215568,GAB4,protein_coding,Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000215817,ENSG00000215817,ZC3H11B,protein_coding,CTexploreR_CT;Loriot2025_S1,True,True,True,True,True,True
ENSG00000215866,ENSG00000215866,LINC01356,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000215881,ENSG00000215881,LINC02337,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000215883,ENSG00000215883,CYB5RL,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000215906,ENSG00000215906,LACTBL1,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000215910,ENSG00000215910,C1orf167,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000216649,ENSG00000216649,GAGE12E,protein_coding,CTexploreR_CT;CTpedia;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000216671,ENSG00000216671,CCNYL3,unprocessed_pseudogene,daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000216740,ENSG00000216740,ANXA2P3,processed_pseudogene,Bruggeman2018_GC,True,True,False,False,False,False
ENSG00000216937,ENSG00000216937,CCDC7,protein_coding,Bruggeman2018_GC;Chang2019_TGCT,True,True,True,True,False,False
ENSG00000217442,ENSG00000217442,SYCE3,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000218819,ENSG00000218819,TDRD15,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000218823,ENSG00000218823,PAPOLB,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000219073,ENSG00000219073,CELA3B,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000219435,ENSG00000219435,CATSPERZ,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000219451,ENSG00000219451,RPL23P8,transcribed_processed_pseudogene,Bruggeman2018_GC,True,True,False,False,False,False
ENSG00000219926,ENSG00000219926,OR7E104P,transcribed_unprocessed_pseudogene,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000220205,ENSG00000220205,VAMP2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000220891,ENSG00000220891,LL22NC03-63E9.3,lncRNA,Wang2016_CT,True,True,False,False,False,False
ENSG00000221813,ENSG00000221813,OR6B1,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000221826,ENSG00000221826,PSG3,protein_coding,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000221843,ENSG00000221843,SPATA31H1,protein_coding,Carter2023_CT;Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000221845,ENSG00000221845,LINC02902,lncRNA,daSilva2017_CT;daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000221855,ENSG00000221855,TAS2R41,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000221867,ENSG00000221867,MAGEA3,protein_coding,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000221878,ENSG00000221878,PSG7,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC;placental_antigen,True,True,True,True,True,True
ENSG00000221882,ENSG00000221882,OR3A2,protein_coding,Carter2023_CT;Chang2019_TGCT;Wang2016_CT,True,True,True,True,True,True
ENSG00000221883,ENSG00000221883,ARIH2OS,lncRNA,Jamin2021_CT,True,True,False,False,False,False
ENSG00000221888,ENSG00000221888,OR1C1,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000221900,ENSG00000221900,POM121L12,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000221910,ENSG00000221910,OR2F2,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000221926,ENSG00000221926,TRIM16,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000221947,ENSG00000221947,XKR9,protein_coding,Chang2019_TGCT;Wang2016_CT,True,True,True,True,False,False
ENSG00000221977,ENSG00000221977,OR4E2,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000222004,ENSG00000222004,LINC02860,lncRNA,Chang2019_TGCT;Gong2021_reproductive_ncRNA;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000222005,ENSG00000222005,LINC01118,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000222012,ENSG00000222012,ENSG00000222012,lncRNA,Chang2019_TGCT,True,True,False,False,False,False
ENSG00000222028,ENSG00000222028,PSMB11,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000222036,ENSG00000222036,POTEM,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000222047,ENSG00000222047,C10orf55,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000223351,ENSG00000223351,ZNF385D-AS2,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223438,ENSG00000223438,ENSG00000223438,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223442,ENSG00000223442,TH2LCRR,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000223508,ENSG00000223508,RPL23AP53,transcribed_processed_pseudogene,Bruggeman2018_GC,True,True,False,False,False,False
ENSG00000223510,ENSG00000223510,CDRT15,protein_coding,CTexploreR_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000223581,ENSG00000223581,LINC02665,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223587,ENSG00000223587,LINC01986,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223591,ENSG00000223591,CENPVL1,protein_coding,Loriot2025_S1,True,True,True,True,False,False
ENSG00000223597,ENSG00000223597,LINC02142,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223601,ENSG00000223601,EBLN1,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000223614,ENSG00000223614,ZNF735,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000223626,ENSG00000223626,LINC01044,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223631,ENSG00000223631,LINC01120,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223646,ENSG00000223646,LINC03076,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223734,ENSG00000223734,LAPTM4A-DT,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223765,ENSG00000223765,LINC01626,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223802,ENSG00000223802,CERS1,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000223874,ENSG00000223874,TESHL,lncRNA,Chang2019_TGCT;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223883,ENSG00000223883,LINC01707,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223975,ENSG00000223975,ENSG00000223975,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000223993,ENSG00000223993,LINC02647,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224015,ENSG00000224015,ENSG00000224015,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224048,ENSG00000224048,LINC02612,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224074,ENSG00000224074,LINC00691,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224089,ENSG00000224089,CT47A10,protein_coding,Wang2016_CT;daSilva2017_testis_biased;paralog:CT47A1,True,True,True,True,True,True
ENSG00000224107,ENSG00000224107,ETDB,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000224173,ENSG00000224173,LINC02831,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224322,ENSG00000224322,ENSG00000224322,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224382,ENSG00000224382,LINC00703,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224400,ENSG00000224400,ENSG00000224400,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224406,ENSG00000224406,LINC02052,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224440,ENSG00000224440,CXorf51A,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000224535,ENSG00000224535,LINC02771,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224559,ENSG00000224559,LINC01087,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224586,ENSG00000224586,GPX5,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000224655,ENSG00000224655,LINC01823,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224659,ENSG00000224659,GAGE12J,protein_coding,CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S2;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000224851,ENSG00000224851,LINC00502,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224854,ENSG00000224854,CDKN2A-AS1,lncRNA,Wang2016_CT,True,True,False,False,False,False
ENSG00000224902,ENSG00000224902,GAGE12H,protein_coding,CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S2;daSilva2017;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000224910,ENSG00000224910,LINC01766,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224918,ENSG00000224918,ENSG00000224918,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224935,ENSG00000224935,ENSG00000224935,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000224960,ENSG00000224960,PPP4R3C,protein_coding,CTexploreR_CT;Carter2023_CT;Gong2021_reproductive_PC;Loriot2025_S1,True,True,True,True,True,True
ENSG00000224977,ENSG00000224977,RC3H1-DT,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225050,ENSG00000225050,ENSG00000225050,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225209,ENSG00000225209,ENSG00000225209,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225233,ENSG00000225233,ENSG00000225233,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225249,ENSG00000225249,LINC00378,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225265,ENSG00000225265,TAF1A-AS1,lncRNA,Jamin2021_CT,True,True,False,False,False,False
ENSG00000225298,ENSG00000225298,LINC00113,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225362,ENSG00000225362,CT62,lncRNA,Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S2;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000225424,ENSG00000225424,ENSG00000225424,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225427,ENSG00000225427,LINC00331,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225488,ENSG00000225488,ENSG00000225488,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225532,ENSG00000225532,XX-C2158C6.3,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225563,ENSG00000225563,ENSG00000225563,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225564,ENSG00000225564,LINC01492,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225582,ENSG00000225582,ENSG00000225582,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225605,ENSG00000225605,ENSG00000225605,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225612,ENSG00000225612,ENSG00000225612,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225614,ENSG00000225614,ZNF469,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000225626,ENSG00000225626,CFAP95-DT,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225684,ENSG00000225684,FAM225B,lncRNA,Bruggeman2018_GC;Loriot2025_S2,True,True,False,False,False,False
ENSG00000225703,ENSG00000225703,ENSG00000225703,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225744,ENSG00000225744,ENSG00000225744,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225781,ENSG00000225781,OR6V1,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000225785,ENSG00000225785,ENSG00000225785,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225818,ENSG00000225818,ENSG00000225818,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225828,ENSG00000225828,FAM229A,protein_coding,Chang2019_TGCT,True,True,True,True,False,False
ENSG00000225879,ENSG00000225879,ENSG00000225879,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225882,ENSG00000225882,LINC01456,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225919,ENSG00000225919,LINC01745,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000225924,ENSG00000225924,TAB2-AS1,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226023,ENSG00000226023,CT47A6,protein_coding,CTpedia;Wang2016_CT;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000226030,ENSG00000226030,HLA-DQB3,unprocessed_pseudogene,daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000226037,ENSG00000226037,LINC01040,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226088,ENSG00000226088,LINC03102,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000226097,ENSG00000226097,ENSG00000226097,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226140,ENSG00000226140,LINC02654,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226172,ENSG00000226172,ENSG00000226172,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226208,ENSG00000226208,ENSG00000226208,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226249,ENSG00000226249,ENSG00000226249,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226250,ENSG00000226250,LINC00408,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226258,ENSG00000226258,GRM7-AS3,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226320,ENSG00000226320,LINC01811,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226364,ENSG00000226364,LINC02089,lncRNA,Chang2019_TGCT;Gong2021_reproductive_ncRNA;daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000226370,ENSG00000226370,LINC00375,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226372,ENSG00000226372,DCAF8L1,protein_coding,Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000226423,ENSG00000226423,ENSG00000226423,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226447,ENSG00000226447,ZNF25-DT,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226488,ENSG00000226488,LINC01824,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226497,ENSG00000226497,LINC02549,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226506,ENSG00000226506,ENSG00000226506,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226527,ENSG00000226527,ENSG00000226527,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226567,ENSG00000226567,LINC00606,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226600,ENSG00000226600,CT47A9,protein_coding,Wang2016_CT;daSilva2017_testis_biased;paralog:CT47A1,True,True,True,True,True,True
ENSG00000226650,ENSG00000226650,KIF4B,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000226655,ENSG00000226655,ENSG00000226655,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226685,ENSG00000226685,CT47A12,protein_coding,CTexploreR_CT;CTpedia;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000226711,ENSG00000226711,FAM66C,lncRNA,Bruggeman2018_GC;Jamin2021_CT,True,True,False,False,False,False
ENSG00000226722,ENSG00000226722,LINC00424,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226739,ENSG00000226739,ENSG00000226739,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226813,ENSG00000226813,LINC01941,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226846,ENSG00000226846,LINC00348,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226856,ENSG00000226856,THORLNC,lncRNA,Gong2021_reproductive_ncRNA;Loriot2025_S1,True,True,False,False,False,False
ENSG00000226903,ENSG00000226903,LINC00354,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226921,ENSG00000226921,LINC00454,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226929,ENSG00000226929,CT47A11,protein_coding,CTexploreR_CT;CTpedia;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000226938,ENSG00000226938,ENSG00000226938,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000226941,ENSG00000226941,RBMY1J,protein_coding,Wang2016_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000226995,ENSG00000226995,LINC00658,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227016,ENSG00000227016,LINC02796,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227043,ENSG00000227043,LINC01682,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227059,ENSG00000227059,ANHX,protein_coding,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000227098,ENSG00000227098,ENSG00000227098,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227101,ENSG00000227101,ENSG00000227101,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227124,ENSG00000227124,ZNF717,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000227148,ENSG00000227148,ENSG00000227148,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227151,ENSG00000227151,PRR20D,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000227181,ENSG00000227181,LINC01688,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227199,ENSG00000227199,ST7-AS1,lncRNA,Jamin2021_CT,True,True,False,False,False,False
ENSG00000227206,ENSG00000227206,ENSG00000227206,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227234,ENSG00000227234,SPANXB1,protein_coding,CTexploreR_CT;CTpedia;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000227290,ENSG00000227290,LINC01364,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227313,ENSG00000227313,LINC02630,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227375,ENSG00000227375,DLG1-AS1,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000227488,ENSG00000227488,GAGE12D,protein_coding,Jamin2021_CT;Jamin2021_core;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased;paralog:GAGE12C,True,True,True,True,True,True
ENSG00000227510,ENSG00000227510,LINC01442,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227517,ENSG00000227517,LINC01483,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227549,ENSG00000227549,ENSG00000227549,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227564,ENSG00000227564,LINC00376,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227685,ENSG00000227685,LINC02088,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227713,ENSG00000227713,ENSG00000227713,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000227818,ENSG00000227818,ENSG00000227818,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
