Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_97_pct_filter,rna_98_pct_filter,rna_99_pct_filter,passes_filters,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,restriction,restriction_confidence,safety_flags,specificity_status,specificity_action,specificity_source_anchor,specificity_rationale
DMRTC2,DMRT7,,cancer-testis antigen,ENSG00000142025,CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Uncertain,True,False,testis,0.9475,0.9475,1.0,1.0,ENST00000269945,protein_coding,True,True,True,True,True,True,True,39.7,False,39.7,0.0,0.0,bone marrow,0.3,0,0.3,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DNAJB8,CT156;DJ6,,cancer-testis antigen,ENSG00000179407,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000469083,protein_coding,True,True,True,True,True,True,True,49.7,False,49.7,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SAGE1,CT14;SAGE,,cancer-testis antigen,ENSG00000181433,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.8393,0.8393,1.0,1.0,ENST00000324447,protein_coding,True,True,True,True,True,True,True,4.7,False,4.7,0.0,0.0,choroid plexus,0.2,0,0.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ADAM2,CRYN1;CRYN2;CT15;FTNB;PH-30b;PH30;PH30-beta,,cancer-testis antigen,ENSG00000104755,CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000265708,protein_coding,True,True,True,True,True,True,True,37.0,False,37.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PLAC1,CT92;OOSP2B;OOSP2L,,cancer-testis antigen,ENSG00000170965,Bradley2020_CPA;CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;Wang2016_CT,True,False,Enhanced,True,False,placenta,0.9691,0.9691,1.0,1.0,ENST00000359237,protein_coding,True,True,True,True,True,True,True,27.0,False,0.9,0.3,27.0,skin,0.2,0,0.0,0.0,0.0,0.0,0.0,PLACENTAL,False,False,True,PLACENTAL,STRICT,PLACENTAL,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CABS1,C4orf35;CLPH;NYD-SP26,,cancer-testis antigen,ENSG00000145309,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.9628,0.9628,0.9725,0.9725,ENST00000273936,protein_coding,True,True,True,True,False,False,True,103.4,False,103.4,0.0,0.0,salivary gland,3.9,1,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
FATE1,CT43;FATE,,cancer-testis antigen,ENSG00000147378,Bruggeman2018_GC;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,True,testis,0.9564,0.9655,0.9948,1.0,ENST00000370350,protein_coding,True,True,True,True,True,True,True,232.3,False,232.3,0.3,0.0,heart muscle,0.9,0,0.8,0.9,0.2,0.1,0.1,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
HORMAD1,CT46;NOHMA,,cancer-testis antigen,ENSG00000143452,Bruggeman2018_GC;CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S2;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.879,0.879,0.9333,0.9333,ENST00000361824,protein_coding,True,True,False,False,False,False,True,114.3,False,114.3,0.0,0.5,skin,6.6,2,0.1,0.0,0.2,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TSKS,PPP1R161;STK22S1;TSKS1;TSSKS,,cancer-testis antigen,ENSG00000126467,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,False,Enhanced,False,False,testis,0.8817,0.884,0.9897,0.9897,ENST00000246801,protein_coding,True,True,True,True,True,False,True,116.7,False,116.7,0.3,0.8,skin,1.7,3,0.2,1.4,0.4,0.2,0.2,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CCDC42,CCDC42A,,cancer-testis antigen,ENSG00000161973,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9799,0.9809,1.0,1.0,ENST00000293845,protein_coding,True,True,True,True,True,True,True,92.4,False,92.4,0.0,0.0,bone marrow,0.2,0,0.0,0.0,0.2,0.2,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ADAD1,Tenr,,cancer-testis antigen,ENSG00000164113,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9983,1.0,1.0,1.0,ENST00000296513,protein_coding,True,True,True,True,True,True,True,115.6,False,115.6,0.6,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
RIMBP3,RIM-BP3;RIM-BP3.1;RIM-BP3.A;RIMBP3.1;RIMBP3A,,cancer-testis antigen,ENSG00000275793,Bruggeman2018_GC;CTpedia;Carter2023_CT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,True,testis,0.792,0.8205,1.0,1.0,ENST00000619918,protein_coding,True,True,True,True,True,True,True,27.6,False,27.6,0.1,0.1,lymph node,0.7,0,0.3,0.0,0.2,0.0,0.1,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TENT5D,CT1.26;CT112;FAM46D,,cancer-testis antigen,ENSG00000174016,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000538312,protein_coding,True,True,True,True,True,True,True,3.3,False,3.3,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PRAME,CT130;MAPE;OIP-4;OIP4,,cancer-testis antigen,ENSG00000185686,Bruggeman2018_GC;CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S2;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,False,False,testis,0.8048,0.8063,0.8777,0.8777,ENST00000398743,protein_coding,True,False,False,False,False,False,True,102.2,False,102.2,4.6,0.0,adrenal gland,3.6,2,0.7,0.3,0.2,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CBLL2,CT138;HAKAIL;ZNF645,,cancer-testis antigen,ENSG00000175809,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000323684,protein_coding,True,True,True,True,True,True,True,8.2,False,8.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CPXCR1,CT77,,cancer-testis antigen,ENSG00000147183,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9841,0.9841,1.0,1.0,ENST00000276127,protein_coding,True,True,True,True,True,True,True,6.2,False,6.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TULP2,CT65;TUBL2,,cancer-testis antigen,ENSG00000104804,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,no data,no data,no data,True,False,no data,0.8298,0.8298,1.0,1.0,ENST00000221399,protein_coding,True,True,True,True,True,True,True,30.4,False,30.4,0.7,0.1,spleen,0.9,0,0.3,0.2,0.1,0.1,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ACTL8,CT57,,cancer-testis antigen,ENSG00000117148,CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,no data,no data,no data,True,False,no data,0.939,0.939,1.0,1.0,ENST00000375406,protein_coding,True,True,True,True,True,True,True,6.9,False,6.9,0.8,0.0,colon,0.2,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SPEM1,C17orf83,,cancer-testis antigen,ENSG00000181323,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.997,0.997,1.0,1.0,ENST00000323675,protein_coding,True,True,True,True,True,True,True,66.8,False,66.8,0.0,0.0,retina,0.2,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PRM1,CT94.1;P1,,cancer-testis antigen,ENSG00000175646,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.9938,0.9938,0.9962,0.9962,ENST00000312511,protein_coding,True,True,True,True,True,True,True,13722.9,False,13722.9,1.6,0.0,skeletal muscle,5.6,21,1.9,2.1,1.3,4.3,2.9,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PRM2,CT94.2,,cancer-testis antigen,ENSG00000122304,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.9938,0.9938,0.9965,0.9965,ENST00000241808,protein_coding,True,True,True,True,True,True,True,11371.6,False,11371.6,1.4,0.0,skeletal muscle,4.5,19,1.7,1.8,1.1,3.5,2.5,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PRM3,,,cancer-testis antigen,ENSG00000178257,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,False,False,no data,0.9351,0.9351,0.9782,0.9782,ENST00000327157,protein_coding,True,True,True,True,False,False,True,86.4,False,86.4,0.0,0.0,bone marrow,2.6,2,1.3,0.1,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
AKAP4,AKAP 82;AKAP-4;AKAP82;CT99;FSC1;HI;PRKA4;hAKAP82;p82,,cancer-testis antigen,ENSG00000147081,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9989,0.9989,1.0,1.0,ENST00000358526,protein_coding,True,True,True,True,True,True,True,190.2,False,190.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TNP2,TP2,,cancer-testis antigen,ENSG00000178279,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000560751,protein_coding,True,True,True,True,True,True,True,47.9,False,47.9,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CGB8,,,cancer-testis antigen,ENSG00000213030,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,False,False,placenta; testis,0.8873,0.8873,0.9293,0.9293,ENST00000448456,protein_coding,True,True,False,False,False,False,True,18.1,False,0.0,0.0,18.1,pituitary gland,2.3,1,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,SOMATIC,PERMISSIVE,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PSG9,PS-beta-B;PS-beta-G-9;PS34;PSBG-9;PSG11;PSGII,,cancer-testis antigen,ENSG00000183668,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC,True,False,Supported,True,False,placenta; testis,0.9709,0.9709,1.0,1.0,ENST00000418820,protein_coding,True,True,True,True,True,True,True,103.4,False,0.0,0.0,103.4,smooth muscle,0.7,0,0.0,0.0,0.1,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PSG8,,,cancer-testis antigen,ENSG00000124467,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,False,placenta; testis,0.9692,0.9692,1.0,1.0,ENST00000404209,protein_coding,True,True,True,True,True,True,True,6.3,False,0.0,0.0,6.3,parathyroid gland,0.2,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PSG11,PSBG-11;PSBG-13;PSG13;PSG14,,cancer-testis antigen,ENSG00000243130,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,placenta; testis,0.9884,0.9884,1.0,1.0,ENST00000320078,protein_coding,True,True,True,True,True,True,True,51.3,False,0.0,0.0,51.3,smooth muscle,0.5,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PSG1,B1G1;CD66f;FL-NCA-1/2;PBG1;PS-beta-C/D;PS-beta-G-1;PSBG-1;PSBG1;PSG95;PSGGA;PSGIIA;SP1,,cancer-testis antigen,ENSG00000231924,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC,True,False,Supported,True,False,placenta; testis,0.9898,0.9898,1.0,1.0,ENST00000436291,protein_coding,True,True,True,True,True,True,True,252.6,False,0.0,0.0,252.6,spleen,0.6,0,0.1,0.0,0.3,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PSG3,,,cancer-testis antigen,ENSG00000221826,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,False,placenta; testis,0.9914,0.9914,1.0,1.0,ENST00000327495,protein_coding,True,True,True,True,True,True,True,137.4,False,0.6,0.0,137.4,smooth muscle,0.6,0,0.0,0.0,0.0,0.0,0.1,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CSH2,CS-2;CSB;GHB1;PL;hCS-B,,cancer-testis antigen,ENSG00000213218,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,False,True,placenta,0.9883,0.9886,0.9909,0.9909,ENST00000336844,protein_coding,True,True,True,True,True,True,True,3198.1,False,0.2,0.0,3198.1,smooth muscle,14.6,6,0.0,0.0,3.4,0.0,1.1,PLACENTAL,False,False,True,SOMATIC,MODERATE,PLACENTAL,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PSG5,FL-NCA-3;PSG,,cancer-testis antigen,ENSG00000204941,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC,True,False,Supported,True,False,placenta; testis,0.9714,0.9714,1.0,1.0,ENST00000366175,protein_coding,True,True,True,True,True,True,True,108.6,False,0.0,0.0,108.6,smooth muscle,0.8,0,0.3,0.0,0.0,0.0,0.1,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
EGFL6,MAEG;W80,,cancer-testis antigen,ENSG00000198759,Bai2016_EGFL6;CTpedia,True,False,Enhanced,False,False,placenta,0.8743,0.8745,0.9065,0.9065,ENST00000361306,protein_coding,True,True,False,False,False,False,True,623.7,False,0.3,0.4,623.7,lung,24.8,11,2.2,0.2,24.8,0.0,1.2,PLACENTAL,False,False,True,SOMATIC,PERMISSIVE,PLACENTAL,LOW,lung,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
LIN28B,CSDD2,,cancer-testis antigen,ENSG00000187772,Bruggeman2018_GC;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_placenta_PC;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,False,False,placenta,0.9426,0.9426,0.9924,0.9924,ENST00000635857,protein_coding,True,True,True,True,True,True,True,63.2,False,4.1,0.0,63.2,retina,1.5,1,1.5,0.0,0.0,0.0,0.0,PLACENTAL,False,False,True,SOMATIC,MODERATE,PLACENTAL,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ADAM29,CT73;svph1,,cancer-testis antigen,ENSG00000168594,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9684,0.9684,1.0,1.0,ENST00000359240,protein_coding,True,True,True,True,True,True,True,39.9,False,39.9,0.0,0.0,lung,0.2,0,0.1,0.0,0.2,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CTCFL,BORIS;CT27;CTCF-T;HMGB1L1;dJ579F20.2,,cancer-testis antigen,ENSG00000124092,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.5437,0.5485,1.0,1.0,ENST00000423479,protein_coding,True,True,True,True,True,True,True,10.8,False,10.8,0.1,0.3,bone marrow,0.9,0,0.9,0.2,0.2,0.4,0.5,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DDX53,CAGE;CT26,,cancer-testis antigen,ENSG00000184735,CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000327968,protein_coding,True,True,True,True,True,True,True,5.2,False,5.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DPPA2,CT100;ECAT15-2;PESCRG1,,cancer-testis antigen,ENSG00000163530,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,no data,no data,no data,True,False,no data,0.9459,0.973,1.0,1.0,ENST00000478945,protein_coding,True,True,True,True,True,True,True,3.2,False,3.2,0.0,0.3,kidney,0.1,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
FTHL17,CT38,,cancer-testis antigen,ENSG00000132446,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9744,0.9744,1.0,1.0,ENST00000359202,protein_coding,True,True,True,True,True,True,True,3.8,False,3.8,0.0,0.0,skin,0.1,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
HORMAD2,CT46.2,,cancer-testis antigen,ENSG00000176635,CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.8506,0.8506,0.9217,0.9217,ENST00000336726,protein_coding,True,True,False,False,False,False,True,22.2,False,22.2,0.0,0.0,liver,2.8,1,0.2,0.0,0.0,2.8,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SYCP1,CT8;HOM-TES-14;SCP-1;SCP1,,cancer-testis antigen,ENSG00000198765,CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9848,0.9848,1.0,1.0,ENST00000369522,protein_coding,True,True,True,True,True,True,True,39.0,False,39.0,0.0,0.0,adipose tissue,0.1,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TDRD1,CT41.1,,cancer-testis antigen,ENSG00000095627,Bruggeman2018_GC;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,False,Enhanced,False,False,ovary; testis,0.6627,0.6707,0.96,0.96,ENST00000251864,protein_coding,True,True,True,False,False,False,True,15.2,False,15.2,1.2,0.1,kidney,1.6,1,0.1,0.5,0.1,0.2,0.5,REPRODUCTIVE,True,True,False,SOMATIC,MODERATE,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
