Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_97_pct_filter,rna_98_pct_filter,rna_99_pct_filter,passes_filters,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,restriction,restriction_confidence,safety_flags,specificity_status,specificity_action,specificity_source_anchor,specificity_rationale
SEL1L2,,,,ENSG00000101251,daSilva2017_CT;daSilva2017_testis_biased,True,False,Approved,True,False,testis,0.9589,0.9589,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,6.9,False,6.9,0.1,0.0,smooth muscle,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
RSPH6A,,,,ENSG00000104941,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.9003,0.9003,0.9426,0.9426,,protein_coding,True,True,False,False,False,False,True,28.9,False,28.9,0.0,0.0,thyroid gland,2.7,1,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
OVOL3,,,,ENSG00000105261,Chang2019_TGCT,no data,no data,no data,True,False,no data,0.5873,0.5873,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,3.7,False,3.7,0.0,0.0,skin,0.8,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ZNRF4,,,,ENSG00000105428,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9957,0.9957,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,116.7,False,116.7,0.0,0.0,amygdala,0.2,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
FSCN3,,,,ENSG00000106328,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,ovary; testis,0.9573,0.9573,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,96.4,False,96.4,0.1,0.0,cerebellum,0.5,0,0.5,0.1,0.2,0.1,0.1,REPRODUCTIVE,True,True,False,TESTIS,STRICT,REPRODUCTIVE,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
FBXO24,,,,ENSG00000106336,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,False,Enhanced,False,False,testis,0.7392,0.741,0.9873,0.9873,,protein_coding,True,True,True,True,True,False,True,79.0,False,79.0,0.9,0.6,skin,1.3,5,1.0,0.7,0.5,0.7,0.6,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
AKAP3,,,,ENSG00000111254,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,True,False,Enhanced,False,False,epididymis; testis,0.6852,0.6908,0.8966,0.8966,,protein_coding,True,False,False,False,False,False,True,97.2,False,97.2,0.5,0.7,heart muscle,4.1,12,2.2,4.1,0.7,1.0,1.9,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SLC26A8,,,,ENSG00000112053,Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.701,0.701,0.8327,0.8327,,protein_coding,True,False,False,False,False,False,True,42.8,False,42.8,0.0,0.1,bone marrow,4.9,6,4.0,0.0,0.3,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
HDGFL1,,,,ENSG00000112273,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9944,0.9944,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,88.5,False,88.5,0.1,0.0,pituitary gland,0.4,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
IL5,,,,ENSG00000113525,Carter2023_CT;Chang2019_TGCT;Wang2016_CT,no data,no data,no data,True,False,no data,0.5158,0.5158,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,4.9,False,4.9,0.0,0.0,small intestine,0.8,0,0.3,0.2,0.0,0.2,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ZNF541,,,,ENSG00000118156,Chang2019_TGCT;Wang2016_CT,True,False,Enhanced,False,False,testis,0.6062,0.6088,0.9134,0.9134,,protein_coding,True,True,False,False,False,False,True,20.8,False,20.8,2.3,0.3,adrenal gland,3.0,2,0.5,0.8,0.1,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TNP1,,,,ENSG00000118245,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.9939,0.9939,0.998,0.998,,protein_coding,True,True,True,True,True,True,True,5787.7,False,5787.7,0.8,0.0,skeletal muscle,2.3,8,0.8,0.8,0.5,1.9,1.3,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
EQTN,,,,ENSG00000120160,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.8285,0.8285,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,36.7,False,36.7,0.5,0.0,spinal cord,0.6,0,0.6,0.0,0.3,0.0,0.4,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SLC25A2,,,,ENSG00000120329,Carter2023_CT;Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.7738,0.7738,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,6.4,False,6.4,0.1,0.0,liver,0.2,0,0.0,0.0,0.1,0.2,0.1,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
LYZL1,,,,ENSG00000120563,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.998,0.998,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,49.6,False,49.6,0.0,0.0,liver,0.1,0,0.0,0.0,0.0,0.1,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
RGSL1,,,,ENSG00000121446,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.7619,0.7619,0.9744,0.9744,,protein_coding,True,True,True,True,False,False,True,4.8,False,4.8,0.0,0.0,skin,0.2,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,MODERATE,TESTIS,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ACTRT1,,,,ENSG00000123165,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,4.0,False,4.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CCDC70,,,,ENSG00000123171,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,fallopian tube; testis,0.9992,0.9992,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,131.5,False,131.5,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ATXN3L,,,,ENSG00000123594,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,3.9,False,3.9,0.0,0.1,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
GTSF1L,,,,ENSG00000124196,Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S2;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,epididymis; testis,0.9793,0.9811,0.9977,0.9977,,protein_coding,True,True,True,True,True,True,True,217.5,False,217.5,0.0,0.0,lymph node,1.4,2,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
IRGC,,,,ENSG00000124449,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9959,0.9959,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,145.5,False,145.5,0.0,0.0,basal ganglia,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TCP11,,,,ENSG00000124678,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,False,testis,0.9733,0.9736,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,331.3,False,331.3,0.7,0.0,kidney,0.5,0,0.2,0.1,0.2,0.2,0.1,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
FNDC11,,,,ENSG00000125531,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,False,False,no data,0.8405,0.8429,0.9839,0.9839,,protein_coding,True,True,True,True,True,False,True,105.0,False,105.0,0.3,0.1,kidney,1.2,3,1.0,0.2,0.9,0.1,0.1,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CST8,,,,ENSG00000125815,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9954,0.9954,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,21.7,False,21.7,0.0,0.0,retina,0.1,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
NKX2-4,,,,ENSG00000125816,daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.6111,0.6111,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,1.1,True,1.1,0.0,0.0,hypothalamus,0.5,0,0.5,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
C20orf173,,,,ENSG00000125975,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9914,0.9914,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,34.5,False,34.5,0.0,0.0,skin,0.2,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CDY2B,,,,ENSG00000129873,Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,0.5,False,0.5,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ACSBG2,,,,ENSG00000130377,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9805,0.9805,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,125.5,False,125.5,0.0,0.0,cerebellum,0.5,0,0.5,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CCDC62,,,,ENSG00000130783,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Approved,False,False,testis,0.8491,0.8516,0.9941,0.9941,,protein_coding,True,True,True,True,True,True,True,68.0,False,68.0,0.1,0.0,retina,1.4,1,1.4,0.1,0.1,0.1,0.1,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PKDREJ,,,,ENSG00000130943,Carter2023_CT;Chang2019_TGCT;Wang2016_CT,True,False,Enhanced,True,False,testis,0.4474,0.4474,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,3.3,False,3.3,0.1,0.0,skin,0.5,0,0.2,0.3,0.0,0.0,0.2,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
BPIFA3,,,,ENSG00000131059,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,52.2,False,52.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
C3orf20,,,,ENSG00000131379,Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.7386,0.75,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,6.4,False,6.4,0.0,0.1,retina,0.4,0,0.4,0.0,0.0,0.1,0.1,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
RHOXF2,,,,ENSG00000131721,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9469,0.9469,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,10.7,False,10.7,0.0,0.0,skeletal muscle,0.2,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
USP29,,,,ENSG00000131864,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.3835,0.3835,0.8085,0.8085,,protein_coding,True,False,False,False,False,False,True,4.8,False,4.8,0.1,0.2,bone marrow,1.6,3,0.4,0.3,0.1,0.1,1.3,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SCP2D1,,,,ENSG00000132631,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,54.8,False,54.8,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TPTE2,,,,ENSG00000132958,Chang2019_TGCT;Wang2016_CT,no data,no data,no data,True,False,no data,0.4932,0.5,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,7.1,False,7.1,0.0,0.1,duodenum,0.5,0,0.5,0.0,0.0,0.1,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ADAM20,,,,ENSG00000134007,Carter2023_CT;Chang2019_TGCT;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.6265,0.6265,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,5.1,False,5.1,0.1,0.0,cerebellum,0.4,0,0.4,0.1,0.1,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ADAM30,,,,ENSG00000134249,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Uncertain,True,False,testis,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,25.2,False,25.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
USP26,,,,ENSG00000134588,Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Approved,True,False,testis,0.8,0.8,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,0.4,False,0.4,0.0,0.0,skin,0.1,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,TESTIS,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ACRV1,,,,ENSG00000134940,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.8792,0.8792,0.9566,0.9566,,protein_coding,True,True,True,False,False,False,True,113.4,False,113.4,0.0,0.1,basal ganglia,2.4,5,2.4,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
FAM186B,,,,ENSG00000135436,Bruggeman2018_GC;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT,no data,no data,no data,False,False,no data,0.7276,0.7292,0.9865,0.9865,,protein_coding,True,True,True,True,True,False,True,44.7,False,44.7,0.6,0.1,pancreas,1.5,3,0.8,0.3,0.2,0.7,1.5,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CAPN11,,,,ENSG00000137225,Chang2019_TGCT;Wang2016_CT,True,False,Enhanced,False,True,testis,0.6637,0.7102,0.9105,0.9457,,protein_coding,True,True,False,False,False,False,True,29.5,False,29.5,0.0,0.5,adipose tissue,1.5,1,0.1,0.3,0.2,0.0,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CCDC54,,,,ENSG00000138483,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9771,0.9771,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,113.9,False,113.9,0.2,0.9,heart muscle,0.7,0,0.2,0.7,0.1,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
C4orf17,,,,ENSG00000138813,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,19.5,False,19.5,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
TTLL8,,,,ENSG00000138892,Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,4.0,False,4.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PLCZ1,,,,ENSG00000139151,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,False,False,no data,0.9195,0.9195,0.9828,0.9828,,protein_coding,True,True,True,True,True,False,True,41.1,False,41.1,0.0,0.0,skin,1.7,1,0.0,0.4,0.0,0.1,0.0,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DHH,,,,ENSG00000139549,Jamin2021_CT,no data,no data,no data,False,False,no data,0.5534,0.5534,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,16.2,False,16.2,0.3,0.6,spinal cord,1.0,1,1.0,0.6,0.5,0.1,0.1,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
RNF113B,,,,ENSG00000139797,Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9849,0.9849,1.0,1.0,,protein_coding,True,True,True,True,True,True,True,45.7,False,45.7,0.0,0.0,adrenal gland,0.2,0,0.0,0.0,0.0,0.1,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SEPTIN12,,,,ENSG00000140623,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,False,False,no data,0.9303,0.9303,0.9784,0.9784,,protein_coding,True,True,True,True,False,False,True,96.1,False,96.1,0.0,0.0,cerebellum,3.1,1,3.1,0.0,0.0,0.1,0.0,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CMTM2,,,,ENSG00000140932,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,False,True,no data,0.9762,0.9779,0.9987,0.9989,,protein_coding,True,True,True,True,True,True,True,630.9,False,630.9,0.2,0.2,spleen,1.4,3,1.2,0.1,0.5,0.3,0.2,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
ADAD2,,,,ENSG00000140955,Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,False,False,testis,0.7848,0.7848,0.9225,0.9225,,protein_coding,True,True,False,False,False,False,True,62.9,False,62.9,0.2,0.0,spleen,3.6,4,2.1,0.4,0.0,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
