Ensembl_Gene_ID,Symbol,historical_tag,comparison_sources,status,effect
ENSG00000269096,CT45A3,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000126890,CTAG2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000160882,CYP11B1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000173818,ENDOV,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000178997,EXD1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000197416,FABP12,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000276430,FAM25C,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000189090,FAM25G,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000162771,GARIN4,daSilva2017_protein,daSilva2017_tumor_proteomics,not_reproduced_by_complete_import,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187741,FANCA,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000130383,FUT5,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000215269,GAGE12G,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000275113,GAGE2E,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000105679,GAPDHS,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000159289,GOLGA6A,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000215186,GOLGA6B,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000167195,GOLGA6C,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000140478,GOLGA6D,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000277322,GOLGA6L6,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000224586,GPX5,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000124610,H1-1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187475,H1-6,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000146047,H2BC1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000276410,H2BC3,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000274618,H4C6,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000176256,HMGB4,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000179172,HNRNPCL1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000275774,HNRNPCL2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000159217,IGF2BP1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000128322,IGLL1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000104951,IL4I1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000186638,KIF24,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000226650,KIF4B,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000173908,KRT28,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198390,KRTAP13-1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000239886,KRTAP9-2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000167531,LALBA,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000182261,NLRP10,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000250741,NT5C1B-RDH14,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000130950,NUTM2F,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000151846,PABPC3,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000168078,PBK,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000239389,PCDHA13,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204967,PCDHA4,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204965,PCDHA5,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204962,PCDHA8,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204961,PCDHA9,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000163114,PDHA2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000170950,PGK2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000117461,PIK3R3,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000127564,PKMYT1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187537,POTEG,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000231887,PRH1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000170748,RBMXL2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000244395,RBMY1D,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000169800,RBMY1F,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000196862,RGPD4,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000165496,RPL10L,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000184302,SIX6,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000165480,SKA3,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000141437,SLC25A52,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000064199,SPA17,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000167523,SPATA33,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000196335,STK31,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198870,STKLD1,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000205078,SYCE1L,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000122728,TAF1L,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000173809,TDRD12,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000166069,TMCO5A,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000112742,TTK,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000152086,TUBA3E,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000180083,WFDC11,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000006047,YBX2,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000118491,ZC2HC1B,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198028,ZNF560,daSilva2017_protein,daSilva2017_tumor_proteomics,reproduced,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000184507,NUTM1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000164304,CAGE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000068985,PAGE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000234068,PAGE2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000238269,PAGE2B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204279,PAGE3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000158639,PAGE5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204379,XAGE1A,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204382,XAGE1B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000171402,XAGE3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000171405,XAGE5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000189064,GAGE2A,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000224902,GAGE12H,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000224659,GAGE12J,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000216649,GAGE12E,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000274274,GAGE13,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198681,MAGEA1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000268606,MAGEA2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000147381,MAGEA4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000197172,MAGEA6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000221867,MAGEA3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000123584,MAGEA9,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000267978,MAGEA9B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000124260,MAGEA10,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000185247,MAGEA11,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000214107,MAGEB1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000099399,MAGEB2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198798,MAGEB3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000188408,MAGEB5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000232030,MAGEB6B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000189023,MAGEB16,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000176774,MAGEB18,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000155495,MAGEC1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000046774,MAGEC2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000188120,DAZ1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187191,DAZ3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000092345,DAZL,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000188334,BSPH1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000178287,SPAG11A,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198021,SPANXA1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000203926,SPANXA2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000227234,SPANXB1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198573,SPANXC,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000196406,SPANXD,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000203923,SPANXN1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000268988,SPANXN2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000189252,SPANXN3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000189326,SPANXN4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204363,SPANXN5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000155087,ODF1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000177947,ODF3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000184650,ODF4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000114547,ROPN1B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000106304,SPAM1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000150628,SPATA4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000186451,SPATA12,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000144962,SPATA16,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000166118,SPATA19,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000141255,SPATA22,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000177992,SPATA31E1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204849,SPATA31A1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000275969,SPATA31A3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000276581,SPATA31A5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000185775,SPATA31A6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000276040,SPATA31A7,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000186788,SPATA31D3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000189357,SPATA31D4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000184361,SPATA32,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000118434,SPACA1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000141316,SPACA3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000174898,CATSPERD,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000188782,CATSPER4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000268651,CTAG1A,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000184033,CTAG1B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000212710,CTAGE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000271321,CTAGE6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000236761,CTAGE9,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000126752,SSX1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000241476,SSX2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000268447,SSX2B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000165584,SSX3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000268009,SSX4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000258992,TSPY1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000168757,TSPY2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000228927,TSPY3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000233803,TSPY4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000229549,TSPY8,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000238074,TSPY9,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000236424,TSPY10,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000178021,TSPYL6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000114487,MORC1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000183434,TFDP3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000102021,LUZP4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000104901,DKKL1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000054796,SPO11,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000124490,CRISP2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000176988,FMR1NB,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000274391,TPTE,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000271449,CT45A2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000273696,CT45A7,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000236371,CT47A1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000242362,CT47A2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000236126,CT47A3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000230594,CT47A4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000237957,CT47A5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000226023,CT47A6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000228517,CT47A7,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000226929,CT47A11,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000226685,CT47A12,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000236446,CT47B1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204019,CT83,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000268629,TEX13A,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000182459,TEX19,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000185264,TEX33,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000240021,TEX35,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000172073,TEX37,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000186118,TEX38,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000177673,TEX44,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000131126,TEX101,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000171053,PATE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000237353,PATE4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000103023,PRSS54,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000010318,PHF7,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000205359,SLCO6A1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000153060,TEKT5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000137090,DMRT1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000142025,DMRTC2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000179407,DNAJB8,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000181433,SAGE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
