source_tag,source_gene_id,source_symbol,source_biotype,evidence_type,validation_scope,Ensembl_Gene_ID,Symbol,biotype,mapping_status,protein_candidate_eligible,mapped,protein_coding,family_eligible,hpa_restriction,default_panel
Bradley2020_CPA,,VGLL1,not specified,cancer_placenta_candidate,HLA peptide and antigen-specific T-cell validation,ENSG00000102243,VGLL1,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,PLAC1,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000170965,PLAC1,protein_coding,mapped,True,True,True,True,True,True
Bradley2020_CPA,,CGB3,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000104827,CGB3,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,CGB5,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000189052,CGB5,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,IGF2BP3,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000136231,IGF2BP3,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,DEPDC1B,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000035499,DEPDC1B,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,ADAM12,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000148848,ADAM12,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,SLC38A9,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000177058,SLC38A9,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,CAPN6,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000077274,CAPN6,protein_coding,mapped,True,True,True,True,False,False
Bradley2020_CPA,,MMP11,not specified,cancer_placenta_candidate,Expression-nominated CPA; not newly validated by this study,ENSG00000099953,MMP11,protein_coding,mapped,True,True,True,True,False,False
