gene,rho,p,n,med_log10tpm
CCDC196,-0.16771720299623333,0.3508488191872117,33,0.0
SEC14L6,-0.1676954939193109,0.3355919438519445,35,0.05544752243098619
HSD17B7,-0.1676954939193109,0.3355919438519445,35,1.0904859007354624
ANXA13,-0.1676253577863459,0.33579701963304676,35,0.08608991466979328
GBF1,-0.16761361890487306,0.33583135125656804,35,1.3242467840537735
FBXO36,-0.16761361890487306,0.33583135125656804,35,0.41088920788674144
CLTRN,-0.16757370828067833,0.35126706884791226,33,0.24727611839546768
ZDHHC24,-0.1675552216533809,0.3360021723301455,35,0.9930041461388012
DDX39B,-0.1675552216533809,0.3360021723301455,35,2.4759760809162374
KIFC2,-0.1675552216533809,0.3360021723301455,35,1.1253196195178135
CCDC57,-0.16747335646227482,0.3362417305551118,35,1.4907983333148938
CHD4,-0.16747335646227482,0.3362417305551118,35,2.032368409389143
SRM,-0.16747335646227482,0.3362417305551118,35,1.9677466626077298
ISY1-RAB43,-0.16747335646227482,0.3362417305551118,35,0.9532685018854906
STRAP,-0.16747335646227482,0.3362417305551118,35,1.9924713122006217
DYNC2I1,-0.16740630197869966,0.3517553939373726,33,0.9415026373367277
TAB2,-0.1673330940196766,0.3366524174292136,35,1.3884361756815995
MRPL17,-0.1673330940196766,0.3366524174292136,35,1.8895346684203909
UCN3,-0.16729337576534942,0.33676876791075816,35,0.009058493716865831
OSGIN2,-0.16727467712152091,0.33682355217386645,35,1.0051575097362808
ZNF330,-0.16727467712152091,0.33682355217386645,35,1.3711572992446028
GMFB,-0.16727467712152091,0.33682355217386645,35,1.3412905800853654
CRACD,-0.16723889567672096,0.352244127512709,33,0.32163777820668044
RBMXP4,-0.16720252211223272,0.3445776796288672,34,0.03424892400209339
PNPLA6,-0.16719283157707837,0.33706341183664423,35,1.573299600948339
PRDX2,-0.16719283157707837,0.33706341183664423,35,2.4783614919636685
HCCS,-0.16719283157707837,0.33706341183664423,35,1.3626152874800015
APH1B,-0.16713440485559095,0.3372347034549763,35,0.8681947490705587
CYSTM1,-0.16711323127508684,0.3448390846287444,34,1.9590944610056602
KCNC1,-0.16706426872262592,0.33744039441668133,35,0.008197624194753497
TIMM17A,-0.16705256913448016,0.33747471373477245,35,1.675784006733221
UCKL1-AS1,-0.16704947632540232,0.34502580526098625,34,0.0893175625909974
ACTG1P10,-0.16697295343198712,0.345250000723204,34,0.03825417918104873
RETNLB,-0.16696557894642353,0.3377299559450326,35,0.0
ADCY3,-0.16691230669188195,0.33788632308056615,35,1.4516358949387005
STX10,-0.16691230669188195,0.33788632308056615,35,1.7489876176584433
PCAT7,-0.16685815885695113,0.3455864897115639,34,0.1876317383340819
RPL23AP63,-0.16685815885695113,0.3455864897115639,34,0.04091410803564077
AGAP1,-0.16685386032373092,0.3380579285216597,35,1.00902961286279
HOXA2,-0.1667720442492837,0.3382982398305913,35,0.15752989994766997
DPYSL4,-0.1667720442492837,0.3382982398305913,35,0.20441900001804808
MIP,-0.1667720442492837,0.3382982398305913,35,0.029557460743674532
MMRN1,-0.1667720442492837,0.3382982398305913,35,0.22272713333631622
ATP5PO,-0.16673667677078485,0.3537127782418825,33,2.3799067488484154
RGS6,-0.1667135880578009,0.3384700022204148,35,0.07701705718203193
VWA5A,-0.1667135880578009,0.3384700022204148,35,1.0397388658671827
DGAT2,-0.16663178180668548,0.3387104639410134,35,0.9467341210462449
UBP1,-0.16663178180668548,0.3387104639410134,35,1.4658892676755848
PSMB5,-0.16663178180668548,0.3387104639410134,35,2.1610742059972763
CRABP1,-0.16660823267625793,0.3387797037558204,35,0.21677138022609804
SNRPEP4,-0.16659033896491104,0.3463723041762651,34,1.054049922224645
DDAH1,-0.16657331579187096,0.33888238330422954,35,1.3977572538506107
REG1A,-0.16656541879938372,0.33890560850994017,35,0.04460246986936682
PCDHA10,-0.1664915193640873,0.3391229953675947,35,0.05048416001584046
RMND5B,-0.1664915193640873,0.3391229953675947,35,1.3951644942648707
FAM20C,-0.1664915193640873,0.3391229953675947,35,1.3374790686608478
TBCA,-0.16643304352594093,0.3392950717286909,35,2.379929535729114
SRRM4,-0.16637518292644787,0.339465390195343,35,0.0
FOXH1,-0.16635125692148905,0.33953583406569604,35,0.07921908662773838
NACC2,-0.16635125692148905,0.33953583406569604,35,0.8177052202705261
KCNIP2,-0.16635125692148905,0.33953583406569604,35,0.21859589263275875
SARM1,-0.16635125692148905,0.33953583406569604,35,0.9227726207470195
ZDHHC20,-0.16629277126001094,0.3397080674489819,35,1.4027915519489915
ASIC3,-0.1662842473912502,0.3472717378236127,34,0.2952582195649775
FDPSP8,-0.166243212605833,0.34739242380096813,34,0.0
NPRL3,-0.16621099447889084,0.3399489799902768,35,1.4531284170257415
ACOT2,-0.1661524989940809,0.34012137041988455,35,1.3181725629916448
HECW1,-0.1660823628611159,0.3403281371100744,35,0.13869417633178113
MEGF8,-0.1660707320362926,0.34036243309589315,35,0.9299462476953018
TMEM176B,-0.1660707320362926,0.34036243309589315,35,1.97830475488109
LHFPL3-AS2,-0.16606736771715241,0.34790988273639184,34,0.12349221885830877
SLC36A1,-0.16601222672815094,0.3405349805957776,35,0.7434513583844101
MANEAL,-0.1659304695936944,0.3407761933366992,35,0.9806733960497624
C14orf178,-0.1659025124661406,0.3483954260379324,34,0.0
ST3GAL6-AS1,-0.16588895851849278,0.3484353643136881,34,0.13524892909759167
TRHDE,-0.16587195446222094,0.34094889793063843,35,0.04749760527302048
MYH16,-0.16583646305114375,0.3485900744278035,34,0.052155976502437654
SYN2,-0.16579020715109619,0.3411902606664463,35,0.07220466391055533
CCNI2,-0.16579020715109619,0.3411902606664463,35,0.47454069783437186
PDIA6,-0.16579020715109619,0.3411902606664463,35,2.30362523937028
SPRY4,-0.16573168219629095,0.3413631223780399,35,1.0912407883183035
MROCKI,-0.1656623784967711,0.3568667031145517,33,0.06308705127959616
LARS1,-0.1656623784967711,0.3568667031145517,33,1.6774343124151645
HIPK4,-0.16564994470849795,0.3416046350384832,35,0.026943668811761922
SYCE1L,-0.16564994470849795,0.3416046350384832,35,0.4695258586821924
UNKL,-0.16564994470849795,0.3416046350384832,35,0.8496400063892954
OCM,-0.16563782007979527,0.34164046898937095,35,0.04365734080156498
RASGRF1,-0.16559140993036095,0.3417776538911531,35,0.17263941274895506
MYRF,-0.16558289032934428,0.34933796717387783,34,0.8346449906873465
CRB1,-0.1655671379154228,0.34184941352162185,35,0.013670859813562891
EIF2S3B,-0.16556483265693395,0.3571539096438649,33,0.1377423338126511
SEMG1,-0.16553533949749524,0.3419434386918466,35,0.0
KCNIP3,-0.16550968226589974,0.34201931640575567,35,0.45940759407429216
DHRS1,-0.16550968226589974,0.34201931640575567,35,1.389238188988844
RND1,-0.16550968226589974,0.34201931640575567,35,0.64213575659424
ZIM2,-0.16540192979503682,0.34233809157368905,35,0.0
ASCC1,-0.16536941982330153,0.3424343047208065,35,1.2768546973742265
MBD3L1,-0.16534647891414472,0.34250220818297034,35,0.0
LINC01267,-0.16533828209816834,0.35006033831744743,34,0.004348384597508304
SEL1L2,-0.16530150192698137,0.350169034620939,34,0.0
NBPF20,-0.16527682214019576,0.35024198213148805,34,0.2511244803136878
BHLHE22,-0.16522915738070332,0.3428495999357747,35,0.10220071590225659
MRPS31,-0.16522915738070332,0.3428495999357747,35,1.2137955103776727
SLAMF6P1,-0.16522423999595678,0.3503974329033839,34,0.0
CLVS2,-0.16521150721269082,0.3429018810673444,35,0.0
CERS1,-0.165170593132571,0.3430230903504225,35,0.12409223223285053
DDX4,-0.16514623344565155,0.34309526910864613,35,0.004218162830700412
MOAP1,-0.16508889493810508,0.3432652020023969,35,1.216687745252039
SNAPC2,-0.16508889493810508,0.3432652020023969,35,1.2551103140872113
NDUFB5,-0.16508889493810508,0.3432652020023969,35,2.0189376350505888
SPRN,-0.16508889493810508,0.3432652020023969,35,0.42966686573707696
HEBP2,-0.16508889493810508,0.3432652020023969,35,1.6896993709076584
LRIF1,-0.16508889493810508,0.3432652020023969,35,1.0507872913226886
MICOS10-NBL1,-0.16506261375099784,0.3586347938810504,33,0.8081800376276468
LINC01594,-0.16505730798711077,0.3508912169629097,34,0.014229738468629533
BRCC3P1,-0.16498335820319163,0.35111009423150985,34,0.06295453242545129
SPACA6,-0.16497075395104724,0.35114740863233634,34,0.6682178229116891
RAB8A,-0.16494863249550684,0.3436811108720051,35,1.649712306879016
JOSD2,-0.16494863249550684,0.3436811108720051,35,1.545162265619745
STK35,-0.16494863249550684,0.3436811108720051,35,1.0477730269913577
INAFM2,-0.16490683530977646,0.3513366741321457,34,0.9148086434939011
PRSS51,-0.16490683530977646,0.3513366741321457,34,0.030702423476169145
CDS1,-0.16489004860071096,0.34385491577514404,35,1.0595263100742964
LTBP1,-0.16489004860071096,0.34385491577514404,35,1.2543274178321215
PPIAP13,-0.16484829364491022,0.35151007218849883,34,0.028357506913757588
SRP72,-0.1648083700529086,0.34409732649552827,35,1.769230217144864
FBXL4,-0.1648083700529086,0.34409732649552827,35,0.7836171933740697
NBEAL2,-0.1648083700529086,0.34409732649552827,35,1.49710230804316
PSMD8,-0.1648083700529086,0.34409732649552827,35,2.24540643527549
ECI1,-0.1648083700529086,0.34409732649552827,35,1.900235618581212
SLIRP,-0.1648083700529086,0.34409732649552827,35,2.2396053124797475
HPS1,-0.164749776334781,0.3442712886765279,35,1.5772255462730576
