cancer_code,n_samples,Ensembl_Gene_ID,Symbol,n_gt25,pct_gt25,n_gt50,pct_gt50,n_p90,pct_p90,n_p95,pct_p95
ACC,77,ENSG00000147378,FATE1,21,27.27,19,24.68,25,32.47,21,27.27
ACC,77,ENSG00000185686,PRAME,11,14.29,7,9.09,15,19.48,7,9.09
ACC,77,ENSG00000046774,MAGEC2,4,5.19,2,2.6,5,6.49,4,5.19
ACC,77,ENSG00000099399,MAGEB2,4,5.19,2,2.6,5,6.49,4,5.19
ACC,77,ENSG00000170965,PLAC1,4,5.19,3,3.9,4,5.19,3,3.9
ACC,77,ENSG00000204379,XAGE1A/B,4,5.19,4,5.19,4,5.19,4,5.19
ACC,77,ENSG00000170516,COX7B2,2,2.6,1,1.3,2,2.6,1,1.3
ACC,77,ENSG00000221867,MAGEA3,2,2.6,1,1.3,3,3.9,1,1.3
ACC,77,ENSG00000123584,MAGEA9/MAGEA9B,1,1.3,0,0.0,2,2.6,1,1.3
ACC,77,ENSG00000129862,VCY/VCY1B,1,1.3,1,1.3,2,2.6,1,1.3
ACC,77,ENSG00000158639,PAGE5,1,1.3,1,1.3,1,1.3,1,1.3
ACC,77,ENSG00000198870,STKLD1,1,1.3,0,0.0,4,5.19,0,0.0
ACC,77,ENSG00000204019,CT83,1,1.3,1,1.3,1,1.3,1,1.3
ACC,77,ENSG00000238269,PAGE2B,1,1.3,1,1.3,2,2.6,1,1.3
ACC,77,ENSG00000241476,SSX2/SSX2B,1,1.3,1,1.3,1,1.3,1,1.3
ACC,77,ENSG00000006047,YBX2,0,0.0,0,0.0,1,1.3,0,0.0
ACC,77,ENSG00000124467,PSG8,0,0.0,0,0.0,1,1.3,1,1.3
ACC,77,ENSG00000155495,MAGEC1,0,0.0,0,0.0,2,2.6,0,0.0
ACC,77,ENSG00000171794,UTF1,0,0.0,0,0.0,1,1.3,0,0.0
ACC,77,ENSG00000176566,DCAF4L2,0,0.0,0,0.0,1,1.3,0,0.0
ACC,77,ENSG00000197172,MAGEA6,0,0.0,0,0.0,1,1.3,0,0.0
ACC,77,ENSG00000213401,MAGEA12,0,0.0,0,0.0,2,2.6,0,0.0
ACC,77,ENSG00000231924,PSG1,0,0.0,0,0.0,1,1.3,0,0.0
ACC,77,ENSG00000234068,PAGE2,0,0.0,0,0.0,1,1.3,0,0.0
ATRT,4,ENSG00000185686,PRAME,4,100.0,4,100.0,4,100.0,4,100.0
BLCA,407,ENSG00000221867,MAGEA3,127,31.2,81,19.9,143,35.14,98,24.08
BLCA,407,ENSG00000197172,MAGEA6,124,30.47,55,13.51,138,33.91,80,19.66
BLCA,407,ENSG00000123584,MAGEA9/MAGEA9B,112,27.52,52,12.78,131,32.19,73,17.94
BLCA,407,ENSG00000147381,MAGEA4,63,15.48,40,9.83,82,20.15,44,10.81
BLCA,407,ENSG00000184033,CTAG1A/B,51,12.53,40,9.83,53,13.02,44,10.81
BLCA,407,ENSG00000213401,MAGEA12,40,9.83,8,1.97,73,17.94,10,2.46
BLCA,407,ENSG00000204379,XAGE1A/B,39,9.58,35,8.6,41,10.07,35,8.6
BLCA,407,ENSG00000185686,PRAME,36,8.85,13,3.19,47,11.55,15,3.69
BLCA,407,ENSG00000170516,COX7B2,33,8.11,12,2.95,49,12.04,17,4.18
BLCA,407,ENSG00000183305,MAGEA2/MAGEA2B,28,6.88,2,0.49,58,14.25,3,0.74
BLCA,407,ENSG00000215113,CXorf49/CXorf49B,28,6.88,18,4.42,31,7.62,18,4.42
BLCA,407,ENSG00000124260,MAGEA10,25,6.14,7,1.72,46,11.3,8,1.97
BLCA,407,ENSG00000198681,MAGEA1,24,5.9,6,1.47,28,6.88,8,1.97
BLCA,407,ENSG00000189064,GAGE2A,23,5.65,16,3.93,28,6.88,18,4.42
BLCA,407,ENSG00000205777,GAGE1,23,5.65,18,4.42,25,6.14,18,4.42
BLCA,407,ENSG00000234068,PAGE2,23,5.65,21,5.16,26,6.39,22,5.41
BLCA,407,ENSG00000233056,ERVH48-1,20,4.91,11,2.7,29,7.13,15,3.69
BLCA,407,ENSG00000238269,PAGE2B,20,4.91,14,3.44,23,5.65,14,3.44
BLCA,407,ENSG00000274274,GAGE13,19,4.67,12,2.95,22,5.41,13,3.19
BLCA,407,ENSG00000046774,MAGEC2,17,4.18,6,1.47,20,4.91,9,2.21
BLCA,407,ENSG00000269586,CT45A10,16,3.93,1,0.25,20,4.91,2,0.49
BLCA,407,ENSG00000241476,SSX2/SSX2B,13,3.19,7,1.72,17,4.18,8,1.97
BLCA,407,ENSG00000155622,XAGE2,12,2.95,7,1.72,13,3.19,9,2.21
BLCA,407,ENSG00000169059,VCX3A,11,2.7,7,1.72,17,4.18,7,1.72
BLCA,407,ENSG00000205642,VCX3B,11,2.7,7,1.72,13,3.19,7,1.72
BLCA,407,ENSG00000099399,MAGEB2,10,2.46,7,1.72,12,2.95,8,1.97
BLCA,407,ENSG00000189052,CGB5/8,10,2.46,8,1.97,12,2.95,8,1.97
BLCA,407,ENSG00000224659,GAGE12J,10,2.46,9,2.21,14,3.44,9,2.21
BLCA,407,ENSG00000227234,SPANXB1,9,2.21,4,0.98,10,2.46,7,1.72
BLCA,407,ENSG00000156009,MAGEA8,8,1.97,3,0.74,11,2.7,3,0.74
BLCA,407,ENSG00000198021,SPANXA1/2,8,1.97,5,1.23,9,2.21,5,1.23
BLCA,407,ENSG00000204019,CT83,8,1.97,3,0.74,13,3.19,4,0.98
BLCA,407,ENSG00000204941,PSG5,8,1.97,3,0.74,9,2.21,3,0.74
BLCA,407,ENSG00000158639,PAGE5,7,1.72,5,1.23,7,1.72,6,1.47
BLCA,407,ENSG00000182583,VCX,7,1.72,5,1.23,10,2.46,5,1.23
BLCA,407,ENSG00000198759,EGFL6,7,1.72,0,0.0,15,3.69,1,0.25
BLCA,407,ENSG00000126752,SSX1,6,1.47,4,0.98,10,2.46,3,0.74
BLCA,407,ENSG00000129862,VCY/VCY1B,6,1.47,5,1.23,7,1.72,5,1.23
BLCA,407,ENSG00000170965,PLAC1,6,1.47,0,0.0,12,2.95,0,0.0
BLCA,407,ENSG00000216649,GAGE12C/D/E,6,1.47,6,1.47,6,1.47,6,1.47
BLCA,407,ENSG00000268009,SSX4/SSX4B,6,1.47,1,0.25,8,1.97,3,0.74
BLCA,407,ENSG00000233803,TSPY4,5,1.23,4,0.98,5,1.23,5,1.23
BLCA,407,ENSG00000006047,YBX2,4,0.98,1,0.25,7,1.72,1,0.25
BLCA,407,ENSG00000132446,FTHL17,4,0.98,2,0.49,7,1.72,3,0.74
BLCA,407,ENSG00000153060,TEKT5,4,0.98,1,0.25,9,2.21,1,0.25
BLCA,407,ENSG00000168757,TSPY2,4,0.98,1,0.25,4,0.98,3,0.74
BLCA,407,ENSG00000198573,SPANXC,4,0.98,3,0.74,5,1.23,3,0.74
BLCA,407,ENSG00000068985,PAGE1,3,0.74,3,0.74,3,0.74,3,0.74
BLCA,407,ENSG00000196406,SPANXD,3,0.74,2,0.49,5,1.23,2,0.49
BLCA,407,ENSG00000224902,GAGE12H,3,0.74,1,0.25,3,0.74,2,0.49
BLCA,407,ENSG00000228927,TSPY3,3,0.74,1,0.25,3,0.74,2,0.49
BLCA,407,ENSG00000231924,PSG1,3,0.74,2,0.49,3,0.74,2,0.49
BLCA,407,ENSG00000104755,ADAM2,2,0.49,1,0.25,3,0.74,1,0.25
BLCA,407,ENSG00000117148,ACTL8,2,0.49,0,0.0,5,1.23,1,0.25
BLCA,407,ENSG00000124092,CTCFL,2,0.49,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000155495,MAGEC1,2,0.49,1,0.25,5,1.23,1,0.25
BLCA,407,ENSG00000162641,AKNAD1,2,0.49,1,0.25,2,0.49,2,0.49
BLCA,407,ENSG00000188120,DAZ1,2,0.49,2,0.49,4,0.98,2,0.49
BLCA,407,ENSG00000229549,TSPY8,2,0.49,2,0.49,2,0.49,2,0.49
BLCA,407,ENSG00000234414,RBMY1A1,2,0.49,1,0.25,2,0.49,1,0.25
BLCA,407,ENSG00000236424,TSPY10,2,0.49,0,0.0,3,0.74,0,0.0
BLCA,407,ENSG00000258713,C20orf141,2,0.49,0,0.0,3,0.74,1,0.25
BLCA,407,ENSG00000258992,TSPY1,2,0.49,2,0.49,4,0.98,2,0.49
BLCA,407,ENSG00000007350,TKTL1,1,0.25,1,0.25,6,1.47,1,0.25
BLCA,407,ENSG00000141096,DPEP3,1,0.25,1,0.25,1,0.25,1,0.25
BLCA,407,ENSG00000143452,HORMAD1,1,0.25,0,0.0,4,0.98,0,0.0
BLCA,407,ENSG00000155087,ODF1,1,0.25,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000156269,NAA11,1,0.25,0,0.0,4,0.98,0,0.0
BLCA,407,ENSG00000163530,DPPA2,1,0.25,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000165584,SSX3,1,0.25,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000166049,PASD1,1,0.25,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000170848,PSG6,1,0.25,1,0.25,1,0.25,1,0.25
BLCA,407,ENSG00000171402,XAGE3,1,0.25,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000171405,XAGE5,1,0.25,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000179046,TRIML2,1,0.25,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000268964,ERVV-2,1,0.25,1,0.25,3,0.74,1,0.25
BLCA,407,ENSG00000006659,LGALS14,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000010318,PHF7,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000077935,SMC1B,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000124490,CRISP2,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000126467,TSKS,0,0.0,0,0.0,2,0.49,0,0.0
BLCA,407,ENSG00000137948,BRDT,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000139351,SYCP3,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000162039,MEIOB,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000165583,SSX5,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000176566,DCAF4L2,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000187772,LIN28B,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000205359,SLCO6A1,0,0.0,0,0.0,1,0.25,0,0.0
BLCA,407,ENSG00000242221,PSG2,0,0.0,0,0.0,1,0.25,0,0.0
BRCA,1099,ENSG00000185686,PRAME,206,18.74,119,10.83,242,22.02,136,12.37
BRCA,1099,ENSG00000221867,MAGEA3,65,5.91,42,3.82,71,6.46,49,4.46
BRCA,1099,ENSG00000197172,MAGEA6,61,5.55,38,3.46,69,6.28,41,3.73
BRCA,1099,ENSG00000204019,CT83,60,5.46,16,1.46,85,7.73,23,2.09
BRCA,1099,ENSG00000204379,XAGE1A/B,55,5.0,40,3.64,58,5.28,42,3.82
BRCA,1099,ENSG00000006047,YBX2,49,4.46,8,0.73,78,7.1,9,0.82
BRCA,1099,ENSG00000143452,HORMAD1,48,4.37,11,1.0,71,6.46,18,1.64
BRCA,1099,ENSG00000117148,ACTL8,37,3.37,25,2.27,44,4.0,27,2.46
BRCA,1099,ENSG00000147381,MAGEA4,36,3.28,29,2.64,40,3.64,30,2.73
BRCA,1099,ENSG00000215113,CXorf49/CXorf49B,34,3.09,19,1.73,41,3.73,22,2.0
BRCA,1099,ENSG00000198681,MAGEA1,32,2.91,10,0.91,37,3.37,12,1.09
BRCA,1099,ENSG00000184033,CTAG1A/B,29,2.64,24,2.18,31,2.82,26,2.37
BRCA,1099,ENSG00000213401,MAGEA12,27,2.46,6,0.55,36,3.28,7,0.64
BRCA,1099,ENSG00000234068,PAGE2,22,2.0,12,1.09,23,2.09,12,1.09
BRCA,1099,ENSG00000155622,XAGE2,20,1.82,12,1.09,23,2.09,13,1.18
BRCA,1099,ENSG00000183305,MAGEA2/MAGEA2B,19,1.73,1,0.09,29,2.64,2,0.18
BRCA,1099,ENSG00000205777,GAGE1,19,1.73,12,1.09,22,2.0,12,1.09
BRCA,1099,ENSG00000227234,SPANXB1,17,1.55,9,0.82,19,1.73,10,0.91
BRCA,1099,ENSG00000238269,PAGE2B,17,1.55,13,1.18,21,1.91,13,1.18
BRCA,1099,ENSG00000123584,MAGEA9/MAGEA9B,16,1.46,9,0.82,20,1.82,11,1.0
BRCA,1099,ENSG00000198021,SPANXA1/2,14,1.27,12,1.09,15,1.36,12,1.09
BRCA,1099,ENSG00000189064,GAGE2A,13,1.18,10,0.91,15,1.36,12,1.09
BRCA,1099,ENSG00000132446,FTHL17,11,1.0,2,0.18,16,1.46,3,0.27
BRCA,1099,ENSG00000274274,GAGE13,11,1.0,8,0.73,12,1.09,9,0.82
BRCA,1099,ENSG00000046774,MAGEC2,9,0.82,4,0.36,12,1.09,4,0.36
BRCA,1099,ENSG00000126752,SSX1,9,0.82,2,0.18,12,1.09,3,0.27
BRCA,1099,ENSG00000158639,PAGE5,9,0.82,7,0.64,11,1.0,7,0.64
BRCA,1099,ENSG00000170516,COX7B2,8,0.73,2,0.18,10,0.91,2,0.18
BRCA,1099,ENSG00000269586,CT45A10,8,0.73,2,0.18,11,1.0,2,0.18
BRCA,1099,ENSG00000216649,GAGE12C/D/E,7,0.64,4,0.36,7,0.64,4,0.36
BRCA,1099,ENSG00000156009,MAGEA8,6,0.55,4,0.36,9,0.82,4,0.36
BRCA,1099,ENSG00000170965,PLAC1,6,0.55,3,0.27,11,1.0,3,0.27
BRCA,1099,ENSG00000124490,CRISP2,5,0.45,0,0.0,4,0.36,0,0.0
BRCA,1099,ENSG00000068985,PAGE1,4,0.36,4,0.36,5,0.45,4,0.36
BRCA,1099,ENSG00000099399,MAGEB2,4,0.36,1,0.09,5,0.45,1,0.09
BRCA,1099,ENSG00000121101,TEX14,4,0.36,3,0.27,5,0.45,3,0.27
BRCA,1099,ENSG00000124260,MAGEA10,4,0.36,1,0.09,5,0.45,1,0.09
BRCA,1099,ENSG00000169059,VCX3A,4,0.36,3,0.27,4,0.36,3,0.27
BRCA,1099,ENSG00000171402,XAGE3,4,0.36,2,0.18,4,0.36,4,0.36
BRCA,1099,ENSG00000182583,VCX,4,0.36,2,0.18,8,0.73,2,0.18
BRCA,1099,ENSG00000198759,EGFL6,4,0.36,2,0.18,11,1.0,3,0.27
BRCA,1099,ENSG00000224902,GAGE12H,4,0.36,3,0.27,4,0.36,3,0.27
BRCA,1099,ENSG00000241476,SSX2/SSX2B,4,0.36,1,0.09,5,0.45,1,0.09
BRCA,1099,ENSG00000095627,TDRD1,3,0.27,0,0.0,6,0.55,0,0.0
BRCA,1099,ENSG00000104755,ADAM2,3,0.27,1,0.09,3,0.27,1,0.09
BRCA,1099,ENSG00000168594,ADAM29,3,0.27,0,0.0,3,0.27,0,0.0
BRCA,1099,ENSG00000176988,FMR1NB,3,0.27,3,0.27,3,0.27,3,0.27
BRCA,1099,ENSG00000182459,TEX19,3,0.27,1,0.09,3,0.27,1,0.09
BRCA,1099,ENSG00000198573,SPANXC,3,0.27,3,0.27,4,0.36,3,0.27
BRCA,1099,ENSG00000205642,VCX3B,3,0.27,2,0.18,3,0.27,2,0.18
BRCA,1099,ENSG00000224659,GAGE12J,3,0.27,2,0.18,3,0.27,2,0.18
BRCA,1099,ENSG00000147378,FATE1,2,0.18,2,0.18,2,0.18,1,0.09
BRCA,1099,ENSG00000155495,MAGEC1,2,0.18,1,0.09,3,0.27,1,0.09
BRCA,1099,ENSG00000171405,XAGE5,2,0.18,2,0.18,2,0.18,2,0.18
BRCA,1099,ENSG00000183668,PSG9,2,0.18,1,0.09,2,0.18,1,0.09
BRCA,1099,ENSG00000213218,CSH2,2,0.18,0,0.0,2,0.18,0,0.0
BRCA,1099,ENSG00000268009,SSX4/SSX4B,2,0.18,1,0.09,3,0.27,1,0.09
BRCA,1099,ENSG00000007350,TKTL1,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000054796,SPO11,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000104901,DKKL1,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000106013,ANKRD7,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000131126,TEX101,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000142025,DMRTC2,1,0.09,1,0.09,2,0.18,1,0.09
BRCA,1099,ENSG00000159708,LRRC36,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000165584,SSX3,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000166796,LDHC,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000170748,RBMXL2,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000175646,PRM1,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000179046,TRIML2,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000186075,ZPBP2,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000189023,MAGEB16,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000189052,CGB5/8,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000196406,SPANXD,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000198765,SYCP1,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000204941,PSG5,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000233056,ERVH48-1,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000243130,PSG11,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000244588,RAD21L1,1,0.09,1,0.09,1,0.09,1,0.09
BRCA,1099,ENSG00000268964,ERVV-2,1,0.09,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000010318,PHF7,0,0.0,0,0.0,4,0.36,0,0.0
BRCA,1099,ENSG00000124092,CTCFL,0,0.0,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000165583,SSX5,0,0.0,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000176566,DCAF4L2,0,0.0,0,0.0,1,0.09,0,0.0
BRCA,1099,ENSG00000183206,POTEC,0,0.0,0,0.0,1,0.09,0,0.0
BRCA_Basal,172,ENSG00000185686,PRAME,73,42.44,35,20.35,95,55.23,44,25.58
BRCA_Basal,172,ENSG00000204019,CT83,51,29.65,14,8.14,73,42.44,20,11.63
BRCA_Basal,172,ENSG00000143452,HORMAD1,41,23.84,10,5.81,62,36.05,17,9.88
BRCA_Basal,172,ENSG00000215113,CXorf49/CXorf49B,32,18.6,19,11.05,39,22.67,22,12.79
BRCA_Basal,172,ENSG00000117148,ACTL8,31,18.02,24,13.95,34,19.77,25,14.53
BRCA_Basal,172,ENSG00000221867,MAGEA3,31,18.02,17,9.88,34,19.77,23,13.37
BRCA_Basal,172,ENSG00000197172,MAGEA6,28,16.28,15,8.72,32,18.6,18,10.47
BRCA_Basal,172,ENSG00000147381,MAGEA4,25,14.53,21,12.21,28,16.28,22,12.79
BRCA_Basal,172,ENSG00000184033,CTAG1A/B,20,11.63,18,10.47,21,12.21,18,10.47
BRCA_Basal,172,ENSG00000155622,XAGE2,16,9.3,11,6.4,19,11.05,12,6.98
BRCA_Basal,172,ENSG00000006047,YBX2,11,6.4,2,1.16,21,12.21,2,1.16
BRCA_Basal,172,ENSG00000123584,MAGEA9/MAGEA9B,8,4.65,3,1.74,12,6.98,5,2.91
BRCA_Basal,172,ENSG00000213401,MAGEA12,8,4.65,3,1.74,13,7.56,3,1.74
BRCA_Basal,172,ENSG00000132446,FTHL17,7,4.07,2,1.16,11,6.4,2,1.16
BRCA_Basal,172,ENSG00000183305,MAGEA2/MAGEA2B,7,4.07,0,0.0,13,7.56,0,0.0
BRCA_Basal,172,ENSG00000234068,PAGE2,7,4.07,5,2.91,8,4.65,5,2.91
BRCA_Basal,172,ENSG00000204379,XAGE1A/B,6,3.49,4,2.33,6,3.49,4,2.33
BRCA_Basal,172,ENSG00000046774,MAGEC2,4,2.33,2,1.16,5,2.91,2,1.16
BRCA_Basal,172,ENSG00000124260,MAGEA10,4,2.33,1,0.58,3,1.74,1,0.58
BRCA_Basal,172,ENSG00000170516,COX7B2,4,2.33,2,1.16,4,2.33,2,1.16
BRCA_Basal,172,ENSG00000238269,PAGE2B,4,2.33,3,1.74,5,2.91,3,1.74
BRCA_Basal,172,ENSG00000171402,XAGE3,3,1.74,2,1.16,3,1.74,3,1.74
BRCA_Basal,172,ENSG00000205777,GAGE1,3,1.74,3,1.74,4,2.33,3,1.74
BRCA_Basal,172,ENSG00000274274,GAGE13,3,1.74,2,1.16,3,1.74,2,1.16
BRCA_Basal,172,ENSG00000068985,PAGE1,2,1.16,2,1.16,3,1.74,2,1.16
BRCA_Basal,172,ENSG00000126752,SSX1,2,1.16,1,0.58,3,1.74,1,0.58
BRCA_Basal,172,ENSG00000169059,VCX3A,2,1.16,2,1.16,2,1.16,2,1.16
BRCA_Basal,172,ENSG00000189064,GAGE2A,2,1.16,2,1.16,3,1.74,2,1.16
BRCA_Basal,172,ENSG00000198681,MAGEA1,2,1.16,0,0.0,3,1.74,0,0.0
BRCA_Basal,172,ENSG00000198759,EGFL6,2,1.16,1,0.58,6,3.49,2,1.16
BRCA_Basal,172,ENSG00000205642,VCX3B,2,1.16,2,1.16,2,1.16,2,1.16
BRCA_Basal,172,ENSG00000269586,CT45A10,2,1.16,1,0.58,3,1.74,1,0.58
BRCA_Basal,172,ENSG00000095627,TDRD1,1,0.58,0,0.0,4,2.33,0,0.0
BRCA_Basal,172,ENSG00000099399,MAGEB2,1,0.58,0,0.0,2,1.16,0,0.0
BRCA_Basal,172,ENSG00000106013,ANKRD7,1,0.58,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000124490,CRISP2,1,0.58,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000156009,MAGEA8,1,0.58,0,0.0,2,1.16,0,0.0
BRCA_Basal,172,ENSG00000158639,PAGE5,1,0.58,1,0.58,1,0.58,1,0.58
BRCA_Basal,172,ENSG00000170748,RBMXL2,1,0.58,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000179046,TRIML2,1,0.58,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000182583,VCX,1,0.58,1,0.58,2,1.16,1,0.58
BRCA_Basal,172,ENSG00000216649,GAGE12C/D/E,1,0.58,1,0.58,1,0.58,1,0.58
BRCA_Basal,172,ENSG00000224659,GAGE12J,1,0.58,1,0.58,1,0.58,1,0.58
BRCA_Basal,172,ENSG00000224902,GAGE12H,1,0.58,1,0.58,1,0.58,1,0.58
BRCA_Basal,172,ENSG00000227234,SPANXB1,1,0.58,0,0.0,3,1.74,0,0.0
BRCA_Basal,172,ENSG00000233056,ERVH48-1,1,0.58,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000268009,SSX4/SSX4B,1,0.58,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000010318,PHF7,0,0.0,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000165583,SSX5,0,0.0,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000176566,DCAF4L2,0,0.0,0,0.0,1,0.58,0,0.0
BRCA_Basal,172,ENSG00000198021,SPANXA1/2,0,0.0,0,0.0,1,0.58,0,0.0
BRCA_HER2,77,ENSG00000185686,PRAME,11,14.29,5,6.49,14,18.18,7,9.09
BRCA_HER2,77,ENSG00000197172,MAGEA6,10,12.99,8,10.39,13,16.88,8,10.39
BRCA_HER2,77,ENSG00000221867,MAGEA3,8,10.39,7,9.09,9,11.69,8,10.39
BRCA_HER2,77,ENSG00000147381,MAGEA4,7,9.09,6,7.79,8,10.39,6,7.79
BRCA_HER2,77,ENSG00000213401,MAGEA12,7,9.09,1,1.3,8,10.39,1,1.3
BRCA_HER2,77,ENSG00000184033,CTAG1A/B,6,7.79,4,5.19,7,9.09,5,6.49
BRCA_HER2,77,ENSG00000204379,XAGE1A/B,6,7.79,6,7.79,7,9.09,6,7.79
BRCA_HER2,77,ENSG00000158639,PAGE5,5,6.49,4,5.19,5,6.49,4,5.19
BRCA_HER2,77,ENSG00000183305,MAGEA2/MAGEA2B,5,6.49,1,1.3,7,9.09,1,1.3
BRCA_HER2,77,ENSG00000006047,YBX2,3,3.9,1,1.3,4,5.19,1,1.3
BRCA_HER2,77,ENSG00000126752,SSX1,3,3.9,0,0.0,3,3.9,1,1.3
BRCA_HER2,77,ENSG00000205777,GAGE1,3,3.9,2,2.6,3,3.9,2,2.6
BRCA_HER2,77,ENSG00000117148,ACTL8,2,2.6,0,0.0,2,2.6,0,0.0
BRCA_HER2,77,ENSG00000123584,MAGEA9/MAGEA9B,2,2.6,2,2.6,2,2.6,2,2.6
BRCA_HER2,77,ENSG00000124490,CRISP2,2,2.6,0,0.0,2,2.6,0,0.0
BRCA_HER2,77,ENSG00000155495,MAGEC1,2,2.6,1,1.3,2,2.6,1,1.3
BRCA_HER2,77,ENSG00000170516,COX7B2,2,2.6,0,0.0,4,5.19,0,0.0
BRCA_HER2,77,ENSG00000171405,XAGE5,2,2.6,2,2.6,2,2.6,2,2.6
BRCA_HER2,77,ENSG00000189064,GAGE2A,2,2.6,1,1.3,2,2.6,2,2.6
BRCA_HER2,77,ENSG00000216649,GAGE12C/D/E,2,2.6,2,2.6,2,2.6,2,2.6
BRCA_HER2,77,ENSG00000224902,GAGE12H,2,2.6,1,1.3,2,2.6,1,1.3
BRCA_HER2,77,ENSG00000234068,PAGE2,2,2.6,1,1.3,2,2.6,1,1.3
BRCA_HER2,77,ENSG00000238269,PAGE2B,2,2.6,2,2.6,2,2.6,2,2.6
BRCA_HER2,77,ENSG00000274274,GAGE13,2,2.6,2,2.6,2,2.6,2,2.6
BRCA_HER2,77,ENSG00000046774,MAGEC2,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000068985,PAGE1,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,ENSG00000095627,TDRD1,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000132446,FTHL17,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000142025,DMRTC2,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,ENSG00000147378,FATE1,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,ENSG00000156009,MAGEA8,1,1.3,1,1.3,3,3.9,1,1.3
BRCA_HER2,77,ENSG00000176988,FMR1NB,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,ENSG00000182583,VCX,1,1.3,0,0.0,2,2.6,0,0.0
BRCA_HER2,77,ENSG00000186075,ZPBP2,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000198681,MAGEA1,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000204019,CT83,1,1.3,0,0.0,2,2.6,0,0.0
BRCA_HER2,77,ENSG00000213218,CSH2,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000224659,GAGE12J,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,ENSG00000241476,SSX2/SSX2B,1,1.3,0,0.0,2,2.6,0,0.0
