cancer_code,n_samples,Ensembl_Gene_ID,Symbol,n_gt25,pct_gt25,n_gt50,pct_gt50,n_p90,pct_p90,n_p95,pct_p95
UCS,57,ENSG00000137948,BRDT,0,0.0,0,0.0,1,1.75,0,0.0
UCS,57,ENSG00000141255,SPATA22,0,0.0,0,0.0,1,1.75,0,0.0
UCS,57,ENSG00000169551,CT55,0,0.0,0,0.0,1,1.75,0,0.0
UCS,57,ENSG00000170516,COX7B2,0,0.0,0,0.0,1,1.75,0,0.0
UCS,57,ENSG00000171405,XAGE5,0,0.0,0,0.0,2,3.51,0,0.0
UVM,79,ENSG00000185686,PRAME,31,39.24,27,34.18,35,44.3,31,39.24
UVM,79,ENSG00000268009,SSX4/SSX4B,10,12.66,5,6.33,23,29.11,9,11.39
UVM,79,ENSG00000126752,SSX1,2,2.53,1,1.27,6,7.59,2,2.53
UVM,79,ENSG00000165583,SSX5,2,2.53,2,2.53,7,8.86,2,2.53
UVM,79,ENSG00000155622,XAGE2,1,1.27,0,0.0,4,5.06,1,1.27
UVM,79,ENSG00000258713,C20orf141,1,1.27,0,0.0,1,1.27,0,0.0
UVM,79,ENSG00000141096,DPEP3,0,0.0,0,0.0,1,1.27,0,0.0
UVM,79,ENSG00000143452,HORMAD1,0,0.0,0,0.0,1,1.27,0,0.0
UVM,79,ENSG00000166796,LDHC,0,0.0,0,0.0,8,10.13,0,0.0
UVM,79,ENSG00000174898,CATSPERD,0,0.0,0,0.0,1,1.27,0,0.0
UVM,79,ENSG00000268964,ERVV-2,0,0.0,0,0.0,1,1.27,0,0.0
