cancer_code,cohort,n_samples,cta,q1,median,q3
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,SPATA4,0.0,0.022079,0.069218
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,SSX1,0.0,0.0,0.0
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,STKLD1,0.505428,0.813282,1.175824
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,SYCE2,1.887894,4.451021,8.960422
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,SYCP3,0.148429,0.309516,0.576232
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,TEX14,0.092254,0.184722,0.32601
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,TMEM210,0.0,0.0,0.070042
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,TSPYL6,0.0,0.0,0.011197
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,TULP2,0.0,0.022719,0.058108
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,WDR64,0.0,0.012002,0.046993
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,XAGE1A,0.0,0.0,0.0
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,XAGE1B,0.0,0.0,0.0
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,YBX2,4.62676,12.326594,24.055925
CESC,Cervical Squamous / Adenocarcinoma [CESC] (n=306),306,ZC3H11B,0.022834,0.052932,0.100516
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,ADAM29,0.033548,0.411647,9.796617
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,AKNAD1,0.056964,0.109124,0.178383
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,ANKRD7,0.053359,0.165109,0.383804
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,C12orf42,1.950355,3.894529,6.872736
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,C1orf94,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,CAGE1,0.052681,0.103368,0.206522
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,CGB8,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,COX7B2,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,CTCFL,0.0,0.0,0.011791
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,DPEP3,1.534577,3.372051,6.145369
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,EGFL6,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,FATE1,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,H1-6,0.0,0.0,0.057242
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,HORMAD1,0.396972,1.22637,1.97836
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,LIN28B,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,LRRC36,0.0,0.021362,0.071633
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEA1,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEA12,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEA2,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEA3,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEA4,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEA6,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEC1,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MAGEC2,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,MEIOC,0.634238,1.126875,1.734914
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,PAGE2,0.0,0.173241,0.387955
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,PAGE2B,0.692106,1.322572,2.232031
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,PAGE5,0.0,0.0,0.178725
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,PHF7,11.122889,17.082018,23.400943
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,PIWIL1,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,PRAME,0.0,0.016722,0.051375
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,RNF148,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,SMC1B,0.033396,0.091891,0.162035
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,SPATA32,0.358123,1.149457,2.068795
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,SPATA4,0.0,0.0,0.030939
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,SSX1,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,STKLD1,0.37265,0.748469,1.172375
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,SYCE2,2.249005,3.749093,6.347367
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,SYCP3,3.632941,6.51109,11.426073
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,TEX14,0.289052,0.493515,1.457606
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,TMEM210,0.0,0.0,0.027505
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,TSPYL6,0.012704,0.077037,0.264282
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,TULP2,0.085049,0.175271,0.36037
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,WDR64,0.027274,0.067537,0.12354
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,XAGE1A,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,XAGE1B,0.0,0.0,0.0
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,YBX2,0.0,0.031187,0.078463
CLL,Chronic Lymphocytic Leukemia [CLL] (n=708),708,ZC3H11B,0.198906,0.329202,0.476426
COAD,Colon Adenocarcinoma [COAD] (n=290),290,ADAM29,0.0,0.0,0.011533
COAD,Colon Adenocarcinoma [COAD] (n=290),290,AKNAD1,0.210174,0.551537,1.020107
COAD,Colon Adenocarcinoma [COAD] (n=290),290,ANKRD7,0.0,0.0,0.067497
COAD,Colon Adenocarcinoma [COAD] (n=290),290,C12orf42,0.011934,0.048611,0.106881
COAD,Colon Adenocarcinoma [COAD] (n=290),290,C1orf94,0.0,0.0,0.01158
COAD,Colon Adenocarcinoma [COAD] (n=290),290,CAGE1,0.011477,0.02341,0.05165
COAD,Colon Adenocarcinoma [COAD] (n=290),290,CGB8,0.0,0.0,0.092411
COAD,Colon Adenocarcinoma [COAD] (n=290),290,COX7B2,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,CTCFL,0.0,0.0,0.023653
COAD,Colon Adenocarcinoma [COAD] (n=290),290,DPEP3,0.0,0.022344,0.052681
COAD,Colon Adenocarcinoma [COAD] (n=290),290,EGFL6,0.879647,1.5953,2.99945
COAD,Colon Adenocarcinoma [COAD] (n=290),290,FATE1,0.089487,0.165193,0.278703
COAD,Colon Adenocarcinoma [COAD] (n=290),290,HORMAD1,0.046997,0.111022,0.26978
COAD,Colon Adenocarcinoma [COAD] (n=290),290,LIN28B,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,LRRC36,0.84676,2.303617,4.392145
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA1,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA12,0.0,0.0,0.02364
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA2,0.0,0.0,0.024721
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA3,0.0,0.0,0.059843
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA4,0.0,0.0,0.00793
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA6,0.0,0.0,0.038289
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEA9B,0.0,0.0,0.024264
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEC1,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,MAGEC2,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,PAGE2,0.0,0.0,0.008986
COAD,Colon Adenocarcinoma [COAD] (n=290),290,PAGE2B,0.0,0.061182,0.181231
COAD,Colon Adenocarcinoma [COAD] (n=290),290,PAGE5,0.0,0.0,0.15152
COAD,Colon Adenocarcinoma [COAD] (n=290),290,PHF7,2.908037,4.338813,6.01846
COAD,Colon Adenocarcinoma [COAD] (n=290),290,PIWIL1,0.177248,0.565411,1.948747
COAD,Colon Adenocarcinoma [COAD] (n=290),290,PRAME,0.080074,0.449619,2.37236
COAD,Colon Adenocarcinoma [COAD] (n=290),290,RNF148,0.037285,0.087319,0.172603
COAD,Colon Adenocarcinoma [COAD] (n=290),290,SMC1B,0.012685,0.028869,0.059332
COAD,Colon Adenocarcinoma [COAD] (n=290),290,SPATA32,0.0699,0.123308,0.210046
COAD,Colon Adenocarcinoma [COAD] (n=290),290,SPATA4,0.0,0.0,0.024282
COAD,Colon Adenocarcinoma [COAD] (n=290),290,SSX1,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,STKLD1,0.270427,0.431299,0.669384
COAD,Colon Adenocarcinoma [COAD] (n=290),290,SYCE2,0.427669,0.651672,0.983879
COAD,Colon Adenocarcinoma [COAD] (n=290),290,SYCP3,0.057527,0.112685,0.332101
COAD,Colon Adenocarcinoma [COAD] (n=290),290,TEX14,0.071112,0.148328,0.248993
COAD,Colon Adenocarcinoma [COAD] (n=290),290,TMEM210,0.0,0.0,0.122292
COAD,Colon Adenocarcinoma [COAD] (n=290),290,TSPYL6,0.0,0.0,0.011471
COAD,Colon Adenocarcinoma [COAD] (n=290),290,TULP2,0.0,0.02504,0.06777
COAD,Colon Adenocarcinoma [COAD] (n=290),290,WDR64,0.0,0.0,0.031978
COAD,Colon Adenocarcinoma [COAD] (n=290),290,XAGE1A,0.0,0.0,0.0
COAD,Colon Adenocarcinoma [COAD] (n=290),290,XAGE1B,0.0,0.0,0.055937
COAD,Colon Adenocarcinoma [COAD] (n=290),290,YBX2,7.703353,13.264738,21.59968
COAD,Colon Adenocarcinoma [COAD] (n=290),290,ZC3H11B,0.024015,0.04732,0.091608
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,ADAM29,0.0,0.0,0.013597
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,AKNAD1,0.113933,0.298139,0.678073
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,ANKRD7,0.0,0.07318,0.219429
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,C12orf42,0.065274,0.171463,0.356135
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,C1orf94,0.0,0.011888,0.023556
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,CAGE1,0.036288,0.092366,0.233081
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,CGB8,0.0,0.084535,0.753033
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,COX7B2,0.0,0.0,0.057414
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,CTCFL,0.0,0.014023,0.073106
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,DPEP3,0.011473,0.032059,0.084398
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,EGFL6,3.828904,6.489321,11.262087
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,FATE1,0.037795,0.10468,0.184498
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,HORMAD1,0.151743,3.113494,9.090597
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,LIN28B,0.0,0.0,0.071322
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,LRRC36,0.121812,0.288994,0.798407
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA1,0.0,0.012457,1.651946
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA12,0.0,0.018754,3.451324
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA2,0.0,0.064873,8.517476
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA3,0.012774,0.325764,46.131479
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA4,0.0,0.068053,12.500008
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA6,0.0,0.19677,41.36866
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEA9B,0.0,0.06743,1.748659
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEC1,0.0,0.0,0.057292
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,MAGEC2,0.0,0.0,0.040988
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,PAGE2,0.0,0.0,0.079849
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,PAGE2B,0.0,0.0,0.156794
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,PAGE5,0.0,0.0,0.091217
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,PHF7,3.141006,4.359294,6.384154
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,PIWIL1,0.012435,0.115558,1.298063
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,PRAME,0.23532,5.455255,20.786113
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,RNF148,0.047746,0.111727,0.276238
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,SMC1B,0.047069,0.126273,0.698338
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,SPATA32,0.087955,0.14789,0.322445
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,SPATA4,0.0,0.024199,0.092297
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,SSX1,0.0,0.0,0.037963
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,STKLD1,0.412191,0.668682,1.044727
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,SYCE2,0.54337,0.905466,1.5648
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,SYCP3,0.433192,0.971309,1.868532
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,TEX14,0.097844,0.184851,0.318619
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,TMEM210,0.0,0.0,0.048614
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,TSPYL6,0.025527,0.060096,0.104913
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,TULP2,0.012798,0.050758,0.133225
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,WDR64,0.0,0.026623,0.090216
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,XAGE1A,0.0,0.0,0.045462
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,XAGE1B,0.0,0.0,0.068133
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,YBX2,1.402959,4.952615,12.098825
ESCA,Esophageal Carcinoma [ESCA] (n=182),182,ZC3H11B,0.09796,0.174314,0.265455
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,ADAM29,0.0,0.0,0.011699
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,AKNAD1,0.144435,0.553036,1.322708
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,ANKRD7,0.0,0.053938,0.167362
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,C12orf42,0.033376,0.076042,0.157911
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,C1orf94,0.0,0.0,0.02261
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,CAGE1,0.056933,0.116891,0.194979
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,CGB8,0.069156,0.464664,1.998968
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,COX7B2,0.0,0.0,0.0
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,CTCFL,0.0,0.0,0.023249
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,DPEP3,0.00821,0.02267,0.056719
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,EGFL6,2.444338,4.917766,9.562797
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,FATE1,0.056327,0.13048,0.250732
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,HORMAD1,0.054754,3.255345,7.295124
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,LIN28B,0.0,0.0,0.011675
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,LRRC36,0.033882,0.089784,0.167307
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA1,0.0,0.0,0.20044
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA12,0.0,0.012225,0.188512
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA2,0.0,0.034586,1.52849
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA3,0.012335,0.257684,41.943493
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA4,0.0326,0.423398,38.385377
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA6,0.0,0.219343,40.596874
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEA9B,0.0,0.05185,1.3087
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEC1,0.0,0.0,0.015189
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,MAGEC2,0.0,0.0,0.035206
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,PAGE2,0.0,0.0,0.070012
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,PAGE2B,0.0,0.0,0.131723
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,PAGE5,0.0,0.0,0.103373
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,PHF7,2.540573,3.474118,4.661381
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,PIWIL1,0.0,0.011983,0.06977
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,PRAME,0.067827,1.233215,15.753882
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,RNF148,0.0,0.043592,0.083349
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,SMC1B,0.01168,0.035593,0.18455
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,SPATA32,0.022476,0.050767,0.098805
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,SPATA4,0.0,0.0,0.05822
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,SSX1,0.0,0.0,0.025582
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,STKLD1,0.228092,0.414435,0.695843
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,SYCE2,0.250424,0.462578,0.95099
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,SYCP3,0.042013,0.092393,0.19824
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,TEX14,0.0486,0.119542,0.226148
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,TMEM210,0.0,0.0,0.0
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,TSPYL6,0.0,0.0,0.011017
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,TULP2,0.0,0.022811,0.072035
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,WDR64,0.0,0.012464,0.056039
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,XAGE1A,0.0,0.0,0.023944
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,XAGE1B,0.0,0.0,0.048563
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,YBX2,0.161052,0.805915,3.474765
HNSC,Head and Neck Squamous Cell Carcinoma [HNSC] (n=520),520,ZC3H11B,0.023015,0.056347,0.09042
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,ADAM29,0.0,0.0,0.011485
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,AKNAD1,0.237142,0.761765,1.420729
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,ANKRD7,0.0,0.04888,0.158032
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,C12orf42,0.033191,0.072488,0.141656
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,C1orf94,0.0,0.0,0.022641
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,CAGE1,0.064809,0.126631,0.197084
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,CGB8,0.10955,0.706301,2.839729
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,COX7B2,0.0,0.0,0.0
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,CTCFL,0.0,0.0,0.022699
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,DPEP3,0.0,0.022437,0.054786
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,EGFL6,2.402258,4.839229,9.633331
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,FATE1,0.048617,0.117414,0.219169
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,HORMAD1,0.046065,3.300854,7.492116
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,LIN28B,0.0,0.0,0.011626
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,LRRC36,0.03328,0.086791,0.157865
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA1,0.0,0.0,0.246876
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA12,0.0,0.022827,0.386998
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA2,0.0,0.054975,4.108725
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA3,0.022831,0.892781,55.967048
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA4,0.034359,0.858433,47.171228
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA6,0.011441,0.534885,50.266451
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEA9B,0.0,0.070607,2.873
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEC1,0.0,0.0,0.02395
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,MAGEC2,0.0,0.0,0.046908
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,PAGE2,0.0,0.0,0.072979
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,PAGE2B,0.0,0.0,0.124222
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,PAGE5,0.0,0.0,0.100108
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,PHF7,2.506556,3.433089,4.593279
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,PIWIL1,0.0,0.012006,0.06935
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,PRAME,0.066703,1.718852,17.189841
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,RNF148,0.0,0.034137,0.067733
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,SMC1B,0.011437,0.033262,0.071693
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,SPATA32,0.022038,0.046165,0.090801
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,SPATA4,0.0,0.0,0.047544
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,SSX1,0.0,0.0,0.034615
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,STKLD1,0.213123,0.401086,0.631815
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,SYCE2,0.219817,0.38111,0.642869
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,SYCP3,0.034561,0.088206,0.16957
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,TEX14,0.047493,0.117333,0.226167
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,TMEM210,0.0,0.0,0.0
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,TSPYL6,0.0,0.0,0.0
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,TULP2,0.0,0.022477,0.069663
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,WDR64,0.0,0.012185,0.046514
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,XAGE1A,0.0,0.0,0.022594
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,XAGE1B,0.0,0.0,0.052118
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,YBX2,0.134061,0.487808,1.829824
HNSC_HPV_neg,HPV- HNSC [HNSC_HPV_neg] (n=415),415,ZC3H11B,0.022638,0.056034,0.08831
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,ADAM29,0.0,0.023237,0.05967
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,AKNAD1,0.012775,0.066431,0.159523
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,ANKRD7,0.372973,0.665295,1.113716
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,C12orf42,0.039198,0.094208,0.198186
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,C1orf94,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,CAGE1,0.0,0.0,0.020457
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,CGB8,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,COX7B2,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,CTCFL,0.0,0.023002,0.051873
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,DPEP3,0.03874,0.084152,0.160033
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,EGFL6,0.042588,0.117916,0.351954
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,FATE1,1.531046,2.86045,4.869705
