cancer_code,cohort,n_samples,cta,q1,median,q3
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,HORMAD1,0.047084,0.094267,0.183094
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,LIN28B,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,LRRC36,1.286962,2.428152,4.020489
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA1,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA12,0.0,0.0268,0.06554
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA2,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA3,0.0,0.0,0.034922
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA4,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA6,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEA9B,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEC1,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,MAGEC2,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,PAGE2,0.0,0.0,0.047278
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,PAGE2B,0.0,0.080813,0.20961
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,PAGE5,0.0,0.06989,0.152893
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,PHF7,3.10992,4.092267,5.374494
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,PIWIL1,0.024868,0.067304,0.121917
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,PRAME,0.294022,3.214276,12.981233
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,RNF148,0.085097,0.143417,0.219711
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,SMC1B,0.015203,0.034713,0.061121
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,SPATA32,0.046741,0.08934,0.158399
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,SPATA4,0.540578,0.973162,1.535459
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,SSX1,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,STKLD1,0.765487,1.167546,1.70685
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,SYCE2,0.395109,0.685401,1.118508
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,SYCP3,0.088143,0.182989,0.397863
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,TEX14,0.147329,0.273958,0.43935
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,TMEM210,0.0,0.0,0.0
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,TSPYL6,0.0,0.01283,0.025386
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,TULP2,0.017425,0.0483,0.09516
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,WDR64,0.016029,0.054192,0.109752
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,XAGE1A,0.0,0.0,0.060981
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,XAGE1B,0.0,0.0,0.101146
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,YBX2,0.639645,1.469075,3.590533
KIRC,Kidney Renal Clear Cell [KIRC] (n=531),531,ZC3H11B,0.036791,0.073312,0.123863
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,ADAM29,0.0,0.0,0.013649
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,AKNAD1,0.0,0.0,0.076055
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,ANKRD7,1.099898,1.789182,2.684958
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,C12orf42,0.0,0.047834,0.1227
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,C1orf94,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,CAGE1,0.0,0.011888,0.026927
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,CGB8,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,COX7B2,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,CTCFL,0.0,0.0,0.013135
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,DPEP3,0.02896,0.096633,0.181168
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,EGFL6,0.0,0.025075,0.084233
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,FATE1,0.09176,0.189674,0.415932
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,HORMAD1,0.0,0.050573,0.111813
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,LIN28B,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,LRRC36,1.735238,4.037135,7.501919
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA1,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA12,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA2,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA3,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA4,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA6,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEA9B,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEC1,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,MAGEC2,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,PAGE2,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,PAGE2B,0.0,0.074741,0.214303
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,PAGE5,0.0,0.098523,0.207021
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,PHF7,4.824731,6.756807,8.888564
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,PIWIL1,0.0,0.0,0.024036
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,PRAME,2.195238,11.25213,20.406391
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,RNF148,0.05029,0.101855,0.1643
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,SMC1B,0.012789,0.025544,0.049259
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,SPATA32,0.057779,0.119867,0.207135
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,SPATA4,1.083751,1.747792,2.570829
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,SSX1,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,STKLD1,1.083169,1.594723,2.705448
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,SYCE2,0.377432,0.634393,1.021933
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,SYCP3,0.110538,0.278833,0.89458
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,TEX14,0.148755,0.258264,0.514709
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,TMEM210,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,TSPYL6,0.0,0.0,0.012906
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,TULP2,0.0,0.02817,0.081863
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,WDR64,0.0,0.017254,0.071972
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,XAGE1A,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,XAGE1B,0.0,0.0,0.0
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,YBX2,0.724137,2.313838,5.410328
KIRP,Kidney Renal Papillary [KIRP] (n=289),289,ZC3H11B,0.01183,0.047507,0.079331
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,ADAM29,0.0,0.0,0.015382
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,AKNAD1,0.04595,0.109203,0.234026
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,ANKRD7,0.0,0.030239,0.121919
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,C12orf42,0.082087,0.224307,0.724732
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,C1orf94,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,CAGE1,0.132781,0.230951,0.337251
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,CGB8,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,COX7B2,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,CTCFL,0.0,0.0,0.013504
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,DPEP3,0.839593,1.623104,3.131885
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,EGFL6,0.0,0.030341,0.10453
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,FATE1,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,H1-6,0.096948,0.216447,0.500663
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,HORMAD1,0.671339,1.614526,3.295651
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,LIN28B,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,LRRC36,0.189689,0.352527,0.606304
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA1,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA12,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA2,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA3,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA4,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA6,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEA9B,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEC1,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MAGEC2,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,MEIOC,0.294728,0.513295,0.941824
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,PAGE2,0.0,0.0,0.140998
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,PAGE2B,0.237411,0.679424,1.261946
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,PAGE5,0.0,0.0,0.288956
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,PHF7,13.757995,20.176234,26.594242
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,PIWIL1,0.0,0.0,0.008172
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,PRAME,0.096393,1.298253,9.448434
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,RNF148,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,SMC1B,0.454422,0.921017,2.498177
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,SPATA32,0.49515,0.950412,1.602061
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,SPATA4,0.0,0.0,0.038205
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,SSX1,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,STKLD1,0.807012,1.371099,2.20769
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,SYCE2,3.738054,5.441931,7.881127
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,SYCP3,0.60979,0.985253,1.484263
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,TEX14,0.290653,0.521412,1.071313
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,TMEM210,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,TSPYL6,0.0,0.060248,0.183615
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,TULP2,0.529429,0.962989,1.886768
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,WDR64,0.021767,0.053602,0.112671
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,XAGE1A,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,XAGE1B,0.0,0.0,0.0
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,YBX2,0.046981,0.138553,0.401863
LAML_ELN_Adv,AML ELN2017 Adverse [LAML_ELN_Adv] (n=189),189,ZC3H11B,1.883844,2.555661,3.283708
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,ADAM29,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,AKNAD1,0.048903,0.10717,0.237273
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,ANKRD7,0.0,0.045026,0.314687
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,C12orf42,0.082486,0.206486,0.661174
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,C1orf94,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,CAGE1,0.179043,0.277927,0.418921
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,CGB8,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,COX7B2,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,CTCFL,0.0,0.0,0.010956
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,DPEP3,1.12583,2.094719,4.088968
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,EGFL6,0.0,0.0,0.055505
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,FATE1,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,H1-6,0.0,0.181389,0.555559
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,HORMAD1,0.773931,1.446202,3.358923
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,LIN28B,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,LRRC36,0.242628,0.477263,1.010007
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA1,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA12,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA2,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA3,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA4,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA6,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEA9B,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEC1,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MAGEC2,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,MEIOC,0.294763,0.45215,0.817818
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,PAGE2,0.0,0.0,0.122995
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,PAGE2B,0.255542,0.644973,1.199472
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,PAGE5,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,PHF7,19.887838,26.926097,35.678417
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,PIWIL1,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,PRAME,0.225477,1.195636,8.791346
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,RNF148,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,SMC1B,0.440722,0.742731,1.255888
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,SPATA32,0.671317,1.198273,2.020523
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,SPATA4,0.0,0.0,0.047611
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,SSX1,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,STKLD1,0.897481,1.3617,2.13619
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,SYCE2,4.549682,6.615229,10.203779
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,SYCP3,0.672046,1.141716,1.847035
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,TEX14,0.301462,0.61524,1.423854
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,TMEM210,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,TSPYL6,0.038977,0.102217,0.226744
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,TULP2,0.464004,0.919592,2.046782
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,WDR64,0.025861,0.067488,0.11887
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,XAGE1A,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,XAGE1B,0.0,0.0,0.0
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,YBX2,0.020516,0.058032,0.14769
LAML_ELN_Fav,AML ELN2017 Favorable [LAML_ELN_Fav] (n=238),238,ZC3H11B,1.915125,2.506753,3.589692
LGG,Lower Grade Glioma [LGG] (n=523),523,ADAM29,0.083562,0.250986,0.533592
LGG,Lower Grade Glioma [LGG] (n=523),523,AKNAD1,1.055311,1.695436,2.698707
LGG,Lower Grade Glioma [LGG] (n=523),523,ANKRD7,0.480582,0.788569,1.264483
LGG,Lower Grade Glioma [LGG] (n=523),523,C12orf42,0.074553,0.131492,0.243601
LGG,Lower Grade Glioma [LGG] (n=523),523,C1orf94,2.32772,3.668906,5.413602
LGG,Lower Grade Glioma [LGG] (n=523),523,CAGE1,0.0,0.026698,0.063621
LGG,Lower Grade Glioma [LGG] (n=523),523,CGB8,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,COX7B2,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,CTCFL,0.0,0.0,0.024898
LGG,Lower Grade Glioma [LGG] (n=523),523,DPEP3,0.085381,0.150954,0.275169
LGG,Lower Grade Glioma [LGG] (n=523),523,EGFL6,0.039789,0.105944,0.271682
LGG,Lower Grade Glioma [LGG] (n=523),523,FATE1,0.0,0.029153,0.132394
LGG,Lower Grade Glioma [LGG] (n=523),523,HORMAD1,0.0,0.026876,0.0771
LGG,Lower Grade Glioma [LGG] (n=523),523,LIN28B,0.0,0.0,0.026031
LGG,Lower Grade Glioma [LGG] (n=523),523,LRRC36,0.371726,0.647192,1.153023
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA1,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA12,0.147806,0.224565,0.351657
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA2,0.0,0.0,0.026896
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA3,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA4,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA6,0.0,0.0,0.035806
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEA9B,0.0,0.0,0.025588
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEC1,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,MAGEC2,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,PAGE2,0.0,0.0,0.145162
LGG,Lower Grade Glioma [LGG] (n=523),523,PAGE2B,0.0,0.124044,0.265206
LGG,Lower Grade Glioma [LGG] (n=523),523,PAGE5,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,PHF7,4.876455,6.680109,9.037907
LGG,Lower Grade Glioma [LGG] (n=523),523,PIWIL1,0.0,0.0,0.0133
LGG,Lower Grade Glioma [LGG] (n=523),523,PRAME,0.0,0.015397,0.07927
LGG,Lower Grade Glioma [LGG] (n=523),523,RNF148,0.0,0.029101,0.070892
LGG,Lower Grade Glioma [LGG] (n=523),523,SMC1B,0.013606,0.025875,0.047449
LGG,Lower Grade Glioma [LGG] (n=523),523,SPATA32,0.014144,0.039869,0.078424
LGG,Lower Grade Glioma [LGG] (n=523),523,SPATA4,0.524017,0.742893,1.113611
LGG,Lower Grade Glioma [LGG] (n=523),523,SSX1,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,STKLD1,2.711914,3.714887,4.858671
LGG,Lower Grade Glioma [LGG] (n=523),523,SYCE2,2.587328,4.580265,8.865612
LGG,Lower Grade Glioma [LGG] (n=523),523,SYCP3,0.126618,0.212065,0.422889
LGG,Lower Grade Glioma [LGG] (n=523),523,TEX14,0.289777,0.432759,0.669703
LGG,Lower Grade Glioma [LGG] (n=523),523,TMEM210,0.0,0.054645,0.154777
LGG,Lower Grade Glioma [LGG] (n=523),523,TSPYL6,0.013881,0.028936,0.056843
LGG,Lower Grade Glioma [LGG] (n=523),523,TULP2,0.038189,0.090184,0.202721
LGG,Lower Grade Glioma [LGG] (n=523),523,WDR64,0.0,0.024915,0.082283
LGG,Lower Grade Glioma [LGG] (n=523),523,XAGE1A,0.0,0.0,0.0
LGG,Lower Grade Glioma [LGG] (n=523),523,XAGE1B,0.0,0.0,0.095154
LGG,Lower Grade Glioma [LGG] (n=523),523,YBX2,0.328469,0.649115,1.2712
LGG,Lower Grade Glioma [LGG] (n=523),523,ZC3H11B,0.089155,0.173931,0.301316
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,ADAM29,0.0,0.0,0.0
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,AKNAD1,0.0,0.0,0.034701
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,ANKRD7,0.0,0.0,0.065352
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,C12orf42,0.0,0.045642,0.099478
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,C1orf94,0.0,0.0,0.0
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,CAGE1,0.0,0.011344,0.026098
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,CGB8,0.0,0.0,0.0
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,COX7B2,0.0,0.142953,29.672863
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,CTCFL,0.0,0.023637,0.068561
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,DPEP3,0.0,0.027161,0.066334
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,EGFL6,0.023461,0.073437,0.195705
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,FATE1,0.133717,0.374865,0.815842
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,HORMAD1,0.0,0.038471,0.078952
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,LIN28B,0.0,0.0,0.118497
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,LRRC36,0.01141,0.058282,0.171777
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA1,0.0,0.336204,8.721462
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA12,0.0,0.012085,0.292687
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA2,0.0,0.0,0.096157
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA3,0.0,0.045265,6.313523
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA4,0.0,0.0,0.0
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA6,0.0,0.018667,2.838861
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEA9B,0.0,0.0,0.026158
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEC1,0.0,0.011083,0.478208
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,MAGEC2,0.0,0.05901,2.214854
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,PAGE2,0.0,0.0,0.2567
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,PAGE2B,0.0,0.098138,0.476402
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,PAGE5,0.128537,0.341368,1.625475
