Ensembl_Gene_ID,Symbol,qc_group,qc_label,ensembl_releases,biotypes
ENSG00000211895,IGHA1,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000282633,IGHA1,immune_receptor,immune receptor segment,81,IG_C_gene
ENSG00000211890,IGHA2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000276173,IGHA2,immune_receptor,immune receptor segment,81,IG_C_gene
ENSG00000211898,IGHD,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000278801,IGHD,immune_receptor,immune receptor segment,81,IG_C_gene
ENSG00000211891,IGHE,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000276192,IGHE,immune_receptor,immune receptor segment,77;78;79;80;81,IG_C_gene;protein_coding
ENSG00000211896,IGHG1,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000277633,IGHG1,immune_receptor,immune receptor segment,77;78;81,IG_C_gene;protein_coding
ENSG00000211893,IGHG2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000274497,IGHG2,immune_receptor,immune receptor segment,77;78;81,IG_C_gene;protein_coding
ENSG00000211897,IGHG3,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000282184,IGHG3,immune_receptor,immune receptor segment,81,IG_C_gene
ENSG00000211892,IGHG4,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000277016,IGHG4,immune_receptor,immune receptor segment,77;78;81,IG_C_gene;protein_coding
ENSG00000211905,IGHJ1,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_gene
ENSG00000282409,IGHJ1,immune_receptor,immune receptor segment,81,IG_J_gene
ENSG00000227335,IGHJ1P,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_pseudogene
ENSG00000282672,IGHJ1P,immune_receptor,immune receptor segment,81,IG_J_pseudogene
ENSG00000211904,IGHJ2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_gene
ENSG00000282342,IGHJ2,immune_receptor,immune receptor segment,81,IG_J_gene
ENSG00000237547,IGHJ2P,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_pseudogene
ENSG00000282778,IGHJ2P,immune_receptor,immune receptor segment,81,IG_J_pseudogene
ENSG00000242887,IGHJ3,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_gene
ENSG00000282471,IGHJ3,immune_receptor,immune receptor segment,81,IG_J_gene
ENSG00000237111,IGHJ3P,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_pseudogene
ENSG00000282541,IGHJ3P,immune_receptor,immune receptor segment,81,IG_J_pseudogene
ENSG00000240041,IGHJ4,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_gene
ENSG00000282065,IGHJ4,immune_receptor,immune receptor segment,81,IG_J_gene
ENSG00000242472,IGHJ5,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_gene
ENSG00000282615,IGHJ5,immune_receptor,immune receptor segment,81,IG_J_gene
ENSG00000211900,IGHJ6,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_J_gene
ENSG00000282797,IGHJ6,immune_receptor,immune receptor segment,81,IG_J_gene
ENSG00000211899,IGHM,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_C_gene
ENSG00000282657,IGHM,immune_receptor,immune receptor segment,81,IG_C_gene
ENSG00000254174,IGHV1-12,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282366,IGHV1-12,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253709,IGHV1-14,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282796,IGHV1-14,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000254046,IGHV1-17,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282561,IGHV1-17,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211945,IGHV1-18,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282716,IGHV1-18,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211934,IGHV1-2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282550,IGHV1-2,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211950,IGHV1-24,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282284,IGHV1-24,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211935,IGHV1-3,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282213,IGHV1-3,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211961,IGHV1-45,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282776,IGHV1-45,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211962,IGHV1-46,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282131,IGHV1-46,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211968,IGHV1-58,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282337,IGHV1-58,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253274,IGHV1-67,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282439,IGHV1-67,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253703,IGHV1-68,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282055,IGHV1-68,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211973,IGHV1-69,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282350,IGHV1-69,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000280411,IGHV1-69-2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87,IG_V_gene
ENSG00000281990,IGHV1-69-2,immune_receptor,immune receptor segment,93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282399,IGHV1-69-2,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000280411,IGHV1-69D,immune_receptor,immune receptor segment,93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000270505,IGHV1OR15-1,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000259337,IGHV1OR15-2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000271288,IGHV1OR15-3,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000270356,IGHV1OR15-4,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000270685,IGHV1OR15-6,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000188403,IGHV1OR15-9,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000261704,IGHV1OR16-1,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000259852,IGHV1OR16-2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000260048,IGHV1OR16-3,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000259997,IGHV1OR16-4,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000277282,IGHV1OR21-1,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000211951,IGHV2-26,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282344,IGHV2-26,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211937,IGHV2-5,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000277318,IGHV2-5,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211974,IGHV2-70,immune_receptor,immune receptor segment,77;78;79;80;81;83;87,IG_V_gene
ENSG00000274576,IGHV2-70,immune_receptor,immune receptor segment,79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282453,IGHV2-70,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000282482,IGHV2-70,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211974,IGHV2-70D,immune_receptor,immune receptor segment,93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000274576,IGHV2-70D,immune_receptor,immune receptor segment,77;78,IG_V_gene
ENSG00000259303,IGHV2OR16-5,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000211941,IGHV3-11,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282322,IGHV3-11,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211942,IGHV3-13,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282286,IGHV3-13,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211943,IGHV3-15,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282290,IGHV3-15,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211944,IGHV3-16,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282653,IGHV3-16,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253883,IGHV3-19,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000281996,IGHV3-19,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211946,IGHV3-20,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282476,IGHV3-20,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211947,IGHV3-21,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282281,IGHV3-21,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253957,IGHV3-22,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282609,IGHV3-22,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211949,IGHV3-23,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000281962,IGHV3-23,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253441,IGHV3-25,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282710,IGHV3-25,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000270474,IGHV3-29,immune_receptor,immune receptor segment,80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282702,IGHV3-29,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000270550,IGHV3-30,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282777,IGHV3-30,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253587,IGHV3-30-2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282356,IGHV3-30-2,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000254289,IGHV3-32,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000281983,IGHV3-32,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211955,IGHV3-33,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282642,IGHV3-33,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253440,IGHV3-33-2,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282526,IGHV3-33-2,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211957,IGHV3-35,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282104,IGHV3-35,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253240,IGHV3-36,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000281986,IGHV3-36,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253359,IGHV3-37,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000281973,IGHV3-37,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211958,IGHV3-38,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282425,IGHV3-38,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000278473,IGHV3-41,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282783,IGHV3-41,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000254228,IGHV3-42,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282180,IGHV3-42,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000232216,IGHV3-43,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282151,IGHV3-43,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000229092,IGHV3-47,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282398,IGHV3-47,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211964,IGHV3-48,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282627,IGHV3-48,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000211965,IGHV3-49,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000275316,IGHV3-49,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000253241,IGHV3-50,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282138,IGHV3-50,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253545,IGHV3-52,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282188,IGHV3-52,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211967,IGHV3-53,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282593,IGHV3-53,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000275475,IGHV3-54,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282383,IGHV3-54,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253759,IGHV3-57,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282794,IGHV3-57,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253763,IGHV3-6,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000281944,IGHV3-6,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253742,IGHV3-60,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282586,IGHV3-60,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253132,IGHV3-62,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282414,IGHV3-62,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000253936,IGHV3-63,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282560,IGHV3-63,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000223648,IGHV3-64,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000274236,IGHV3-64,immune_receptor,immune receptor segment,81,IG_V_gene
ENSG00000282639,IGHV3-64D,immune_receptor,immune receptor segment,93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000253209,IGHV3-65,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_pseudogene
ENSG00000282821,IGHV3-65,immune_receptor,immune receptor segment,81,IG_V_pseudogene
ENSG00000211972,IGHV3-66,immune_receptor,immune receptor segment,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,IG_V_gene
ENSG00000282045,IGHV3-66,immune_receptor,immune receptor segment,81,IG_V_gene
