Drug_Name,Commercial_Name,Company,Tumor_Target_Symbol,Tumor_Target_Alias,Ensembl_Gene_ID,HLA_Restriction,Antigen_Category,Cell_Origin,Disease_Area,Approvals,Trial,Reference
Afamitresgene autoleucel,Tecelra,Adaptimmune,MAGEA4,MAGE-A4,ENSG00000147381,A*02:01,TAA - CT,Autologous,Advanced synovial sarcoma,FDA 2024,SPEARHEAD-1 (NCT04044768),"D'Angelo SP et al. Afamitresgene autoleucel for advanced synovial sarcoma and myxoid round cell liposarcoma (SPEARHEAD-1): an international open-label phase 2 trial. Lancet. 2024;403(10435):1460-1471. doi:10.1016/S0140-6736(24)00319-2"
