alt_haplotype_id,primary_contig_id,symbol,source
ENSG00000206308,ENSG00000204287,HLA-DRA,ensembl_rest_lookup
ENSG00000228080,ENSG00000196126,HLA-DRB1,ensembl_rest_lookup
ENSG00000229074,ENSG00000196126,HLA-DRB1,ensembl_rest_lookup
ENSG00000206306,ENSG00000196126,HLA-DRB1,ensembl_rest_lookup
ENSG00000206240,ENSG00000196126,HLA-DRB1,ensembl_rest_lookup
ENSG00000236884,ENSG00000196126,HLA-DRB1,ensembl_rest_lookup
ENSG00000206493,ENSG00000204592,HLA-E,ensembl_rest_lookup
ENSG00000236632,ENSG00000204592,HLA-E,ensembl_rest_lookup
ENSG00000229252,ENSG00000204592,HLA-E,ensembl_rest_lookup
ENSG00000233904,ENSG00000204592,HLA-E,ensembl_rest_lookup
ENSG00000230254,ENSG00000204592,HLA-E,ensembl_rest_lookup
ENSG00000225201,ENSG00000204592,HLA-E,ensembl_rest_lookup
ENSG00000137403,ENSG00000204642,HLA-F,ensembl_rest_lookup
ENSG00000234487,ENSG00000204642,HLA-F,ensembl_rest_lookup
ENSG00000229698,ENSG00000204642,HLA-F,ensembl_rest_lookup
ENSG00000235220,ENSG00000204642,HLA-F,ensembl_rest_lookup
ENSG00000206509,ENSG00000204642,HLA-F,ensembl_rest_lookup
ENSG00000237508,ENSG00000204642,HLA-F,ensembl_rest_lookup
ENSG00000206506,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000237216,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000230413,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000235680,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000233095,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000235346,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000276051,ENSG00000204632,HLA-G,ensembl_rest_lookup
ENSG00000284514,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000283723,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284145,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284580,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278495,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000274782,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284530,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284401,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000275276,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000275196,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000274692,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000277616,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278738,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000273794,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000275522,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000276387,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278821,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278503,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000275080,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278248,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278755,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000274926,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000277833,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284347,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000283722,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284100,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000273510,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000276310,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000276820,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000277356,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278207,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000275750,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000288650,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000278805,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000284551,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000276625,ENSG00000125498,KIR2DL1,ensembl_rest_lookup
ENSG00000275623,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000277554,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000275008,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000274830,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000278369,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284510,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284241,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000283702,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284132,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000277924,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284044,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000274952,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000277484,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000283996,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000276459,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000276590,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000283708,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000273947,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284504,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000277317,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000276218,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284236,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000275658,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000274410,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000283790,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000274108,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000284333,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000274402,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000278327,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000273887,ENSG00000243772,KIR2DL3,ensembl_rest_lookup
ENSG00000283869,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000273575,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000273498,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000278271,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275699,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284457,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284365,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284562,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284460,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000274609,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000278430,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000274193,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277362,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000283961,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000274945,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000283986,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277850,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277355,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275456,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275317,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000283902,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284206,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275848,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000274232,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275732,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277964,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000274955,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000278201,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277076,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275237,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000278074,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000276979,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284013,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284509,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000274189,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277540,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000276044,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000277750,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000283784,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000284340,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000276779,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000278606,ENSG00000189013,KIR2DL4,ensembl_rest_lookup
ENSG00000275353,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000283870,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000273526,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000284244,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000284264,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000275938,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000283779,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276254,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000283727,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274406,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000275351,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276209,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274957,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000284408,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000277078,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276634,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000283846,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276465,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274947,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274533,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000275731,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274921,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276885,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000284307,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274324,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276395,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274714,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000276154,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000277345,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000274807,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000273931,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000283882,ENSG00000221957,KIR2DS4,ensembl_rest_lookup
ENSG00000278368,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000274920,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000276423,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000275288,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000278427,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000274036,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000284589,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000283827,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000278079,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000273775,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000284093,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000273518,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000274146,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000276379,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000284426,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000277272,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000275786,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000278856,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000275545,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000283729,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000275486,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000284177,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000284342,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000277175,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000283731,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000283954,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000276329,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000275659,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000275717,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000276501,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000274948,ENSG00000167633,KIR3DL1,ensembl_rest_lookup
ENSG00000278758,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000277982,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278656,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284101,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000276739,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275262,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275626,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275629,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284466,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284192,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000274722,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275416,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284213,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284053,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278710,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275083,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278850,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000277181,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278361,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284528,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000276004,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278809,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278403,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275566,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278474,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275838,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000284295,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000273911,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000276357,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000273735,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000276424,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000277709,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000275511,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000288389,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000276882,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278707,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278442,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000278726,ENSG00000240403,KIR3DL2,ensembl_rest_lookup
ENSG00000274763,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000283823,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000278490,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274696,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274786,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274511,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000276875,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000277552,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000276196,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000276328,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000276084,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000284480,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000275513,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000273502,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000276806,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274724,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274254,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000276930,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000275062,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000275172,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000284371,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274480,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000274394,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000277620,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000283915,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
ENSG00000277392,ENSG00000242019,KIR3DL3,ensembl_rest_lookup
