Ensembl_Gene_ID,Symbol,category
ENSG00000231562,RPL7AP44,ribosomal_protein
ENSG00000275160,RPL7AP45,ribosomal_protein
ENSG00000233555,RPL7AP46,ribosomal_protein
ENSG00000234982,RPL7AP47,ribosomal_protein
ENSG00000237088,RPL7AP48,ribosomal_protein
ENSG00000184961,RPL7AP49,ribosomal_protein
ENSG00000240210,RPL7AP5,ribosomal_protein
ENSG00000213609,RPL7AP50,ribosomal_protein
ENSG00000226448,RPL7AP51,ribosomal_protein
ENSG00000225354,RPL7AP52,ribosomal_protein
ENSG00000235962,RPL7AP53,ribosomal_protein
ENSG00000242279,RPL7AP54,ribosomal_protein
ENSG00000241008,RPL7AP55,ribosomal_protein
ENSG00000242834,RPL7AP56,ribosomal_protein
ENSG00000242248,RPL7AP57,ribosomal_protein
ENSG00000240554,RPL7AP58,ribosomal_protein
ENSG00000242071,RPL7AP6,ribosomal_protein
ENSG00000213152,RPL7AP60,ribosomal_protein
ENSG00000233291,RPL7AP61,ribosomal_protein
ENSG00000213862,RPL7AP62,ribosomal_protein
ENSG00000243697,RPL7AP63,ribosomal_protein
ENSG00000213876,RPL7AP64,ribosomal_protein
ENSG00000228000,RPL7AP65,ribosomal_protein
ENSG00000284212,RPL7AP65,ribosomal_protein
ENSG00000175886,RPL7AP66,ribosomal_protein
ENSG00000239683,RPL7AP67,ribosomal_protein
ENSG00000268483,RPL7AP69,ribosomal_protein
ENSG00000213880,RPL7AP7,ribosomal_protein
ENSG00000227030,RPL7AP7,ribosomal_protein
ENSG00000227326,RPL7AP7,ribosomal_protein
ENSG00000233113,RPL7AP7,ribosomal_protein
ENSG00000233462,RPL7AP7,ribosomal_protein
ENSG00000233465,RPL7AP7,ribosomal_protein
ENSG00000233982,RPL7AP7,ribosomal_protein
ENSG00000237554,RPL7AP7,ribosomal_protein
ENSG00000235776,RPL7AP70,ribosomal_protein
ENSG00000234566,RPL7AP71,ribosomal_protein
ENSG00000235735,RPL7AP72,ribosomal_protein
ENSG00000237952,RPL7AP73,ribosomal_protein
ENSG00000255991,RPL7AP74,ribosomal_protein
ENSG00000259674,RPL7AP75,ribosomal_protein
ENSG00000231995,RPL7AP76,ribosomal_protein
ENSG00000225005,RPL7AP77,ribosomal_protein
ENSG00000224573,RPL7AP78,ribosomal_protein
ENSG00000255106,RPL7AP79,ribosomal_protein
ENSG00000230507,RPL7AP8,ribosomal_protein
ENSG00000253332,RPL7AP80,ribosomal_protein
ENSG00000235163,RPL7AP81,ribosomal_protein
ENSG00000228955,RPL7AP82,ribosomal_protein
ENSG00000229339,RPL7AP83,ribosomal_protein
ENSG00000213272,RPL7AP9,ribosomal_protein
ENSG00000214485,RPL7P1,ribosomal_protein
ENSG00000229752,RPL7P10,ribosomal_protein
ENSG00000234619,RPL7P11,ribosomal_protein
ENSG00000227770,RPL7P12,ribosomal_protein
ENSG00000234253,RPL7P13,ribosomal_protein
ENSG00000232994,RPL7P14,ribosomal_protein
ENSG00000240622,RPL7P15,ribosomal_protein
ENSG00000242899,RPL7P16,ribosomal_protein
ENSG00000214062,RPL7P17,ribosomal_protein
ENSG00000243806,RPL7P18,ribosomal_protein
ENSG00000241458,RPL7P19,ribosomal_protein
ENSG00000227663,RPL7P2,ribosomal_protein
ENSG00000254252,RPL7P20,ribosomal_protein
ENSG00000231579,RPL7P21,ribosomal_protein
ENSG00000226544,RPL7P22,ribosomal_protein
ENSG00000244363,RPL7P23,ribosomal_protein
ENSG00000240003,RPL7P24,ribosomal_protein
ENSG00000216636,RPL7P25,ribosomal_protein
ENSG00000184612,RPL7P26,ribosomal_protein
ENSG00000220069,RPL7P27,ribosomal_protein
ENSG00000218632,RPL7P28,ribosomal_protein
ENSG00000214457,RPL7P29,ribosomal_protein
ENSG00000226094,RPL7P3,ribosomal_protein
ENSG00000227982,RPL7P30,ribosomal_protein
ENSG00000235379,RPL7P31,ribosomal_protein
ENSG00000231006,RPL7P32,ribosomal_protein
ENSG00000215236,RPL7P33,ribosomal_protein
ENSG00000237205,RPL7P34,ribosomal_protein
ENSG00000233518,RPL7P35,ribosomal_protein
ENSG00000234109,RPL7P36,ribosomal_protein
ENSG00000226646,RPL7P37,ribosomal_protein
ENSG00000239473,RPL7P38,ribosomal_protein
ENSG00000243020,RPL7P39,ribosomal_protein
ENSG00000230449,RPL7P4,ribosomal_protein
ENSG00000226494,RPL7P4,ribosomal_protein
ENSG00000229575,RPL7P4,ribosomal_protein
ENSG00000233091,RPL7P4,ribosomal_protein
ENSG00000235342,RPL7P4,ribosomal_protein
ENSG00000236100,RPL7P4,ribosomal_protein
ENSG00000238255,RPL7P4,ribosomal_protein
ENSG00000242991,RPL7P40,ribosomal_protein
ENSG00000241146,RPL7P41,ribosomal_protein
ENSG00000241825,RPL7P42,ribosomal_protein
ENSG00000241045,RPL7P43,ribosomal_protein
ENSG00000233873,RPL7P44,ribosomal_protein
ENSG00000225823,RPL7P45,ribosomal_protein
ENSG00000229917,RPL7P46,ribosomal_protein
ENSG00000228071,RPL7P47,ribosomal_protein
ENSG00000187504,RPL7P48,ribosomal_protein
ENSG00000242931,RPL7P49,ribosomal_protein
ENSG00000241562,RPL7P5,ribosomal_protein
ENSG00000268785,RPL7P50,ribosomal_protein
ENSG00000243469,RPL7P51,ribosomal_protein
ENSG00000228599,RPL7P52,ribosomal_protein
ENSG00000237475,RPL7P53,ribosomal_protein
ENSG00000227645,RPL7P54,ribosomal_protein
ENSG00000228301,RPL7P55,ribosomal_protein
ENSG00000231164,RPL7P56,ribosomal_protein
ENSG00000224401,RPL7P57,ribosomal_protein
ENSG00000216938,RPL7P58,ribosomal_protein
ENSG00000225918,RPL7P59,ribosomal_protein
ENSG00000227525,RPL7P6,ribosomal_protein
ENSG00000214142,RPL7P60,ribosomal_protein
ENSG00000230282,RPL7P61,ribosomal_protein
ENSG00000224315,RPL7P7,ribosomal_protein
ENSG00000235045,RPL7P8,ribosomal_protein
ENSG00000137970,RPL7P9,ribosomal_protein
ENSG00000161016,RPL8,ribosomal_protein
ENSG00000216676,RPL8P1,ribosomal_protein
ENSG00000225267,RPL8P2,ribosomal_protein
ENSG00000240950,RPL8P3,ribosomal_protein
ENSG00000213169,RPL8P4,ribosomal_protein
ENSG00000163682,RPL9,ribosomal_protein
ENSG00000228374,RPL9P13,ribosomal_protein
ENSG00000185078,RPL9P14,ribosomal_protein
ENSG00000240601,RPL9P15,ribosomal_protein
ENSG00000214676,RPL9P16,ribosomal_protein
ENSG00000213309,RPL9P18,ribosomal_protein
ENSG00000234324,RPL9P2,ribosomal_protein
ENSG00000214089,RPL9P21,ribosomal_protein
ENSG00000240821,RPL9P25,ribosomal_protein
ENSG00000242067,RPL9P28,ribosomal_protein
ENSG00000267355,RPL9P29,ribosomal_protein
ENSG00000240392,RPL9P3,ribosomal_protein
ENSG00000240074,RPL9P30,ribosomal_protein
ENSG00000239659,RPL9P31,ribosomal_protein
ENSG00000242100,RPL9P32,ribosomal_protein
ENSG00000244071,RPL9P33,ribosomal_protein
ENSG00000239510,RPL9P5,ribosomal_protein
ENSG00000241891,RPL9P6,ribosomal_protein
ENSG00000238103,RPL9P7,ribosomal_protein
ENSG00000273673,RPL9P9,ribosomal_protein
ENSG00000089157,RPLP0,ribosomal_protein
ENSG00000226229,RPLP0P1,ribosomal_protein
ENSG00000244705,RPLP0P10,ribosomal_protein
ENSG00000239780,RPLP0P11,ribosomal_protein
ENSG00000267669,RPLP0P12,ribosomal_protein
ENSG00000243742,RPLP0P2,ribosomal_protein
ENSG00000293352,RPLP0P2,ribosomal_protein
ENSG00000240023,RPLP0P3,ribosomal_protein
ENSG00000230779,RPLP0P4,ribosomal_protein
ENSG00000232883,RPLP0P5,ribosomal_protein
ENSG00000213553,RPLP0P6,ribosomal_protein
ENSG00000238069,RPLP0P7,ribosomal_protein
ENSG00000244640,RPLP0P8,ribosomal_protein
ENSG00000229119,RPLP0P9,ribosomal_protein
ENSG00000137818,RPLP1,ribosomal_protein
ENSG00000226888,RPLP1P10,ribosomal_protein
ENSG00000243686,RPLP1P11,ribosomal_protein
ENSG00000232163,RPLP1P13,ribosomal_protein
ENSG00000214657,RPLP1P5,ribosomal_protein
ENSG00000213433,RPLP1P6,ribosomal_protein
ENSG00000177600,RPLP2,ribosomal_protein
ENSG00000214374,RPLP2P1,ribosomal_protein
ENSG00000124614,RPS10,ribosomal_protein
ENSG00000226082,RPS10P10,ribosomal_protein
ENSG00000213744,RPS10P14,ribosomal_protein
ENSG00000239917,RPS10P16,ribosomal_protein
ENSG00000229455,RPS10P18,ribosomal_protein
ENSG00000213950,RPS10P2,ribosomal_protein
ENSG00000240443,RPS10P20,ribosomal_protein
ENSG00000232881,RPS10P21,ribosomal_protein
ENSG00000267752,RPS10P27,ribosomal_protein
ENSG00000243167,RPS10P28,ribosomal_protein
ENSG00000217716,RPS10P3,ribosomal_protein
ENSG00000240776,RPS10P4,ribosomal_protein
ENSG00000101278,RPS10P5,ribosomal_protein
ENSG00000223396,RPS10P7,ribosomal_protein
ENSG00000242150,RPS10P7,ribosomal_protein
ENSG00000227791,RPS10P9,ribosomal_protein
ENSG00000142534,RPS11,ribosomal_protein
ENSG00000235544,RPS11P1,ribosomal_protein
ENSG00000232888,RPS11P5,ribosomal_protein
ENSG00000214047,RPS11P7,ribosomal_protein
ENSG00000112306,RPS12,ribosomal_protein
ENSG00000225147,RPS12P10,ribosomal_protein
ENSG00000240724,RPS12P15,ribosomal_protein
ENSG00000215184,RPS12P16,ribosomal_protein
ENSG00000233163,RPS12P17,ribosomal_protein
ENSG00000232965,RPS12P18,ribosomal_protein
ENSG00000234319,RPS12P2,ribosomal_protein
ENSG00000244134,RPS12P20,ribosomal_protein
ENSG00000243930,RPS12P21,ribosomal_protein
ENSG00000180172,RPS12P23,ribosomal_protein
ENSG00000230283,RPS12P24,ribosomal_protein
ENSG00000225193,RPS12P26,ribosomal_protein
ENSG00000240435,RPS12P27,ribosomal_protein
ENSG00000240494,RPS12P28,ribosomal_protein
ENSG00000232713,RPS12P3,ribosomal_protein
ENSG00000242325,RPS12P31,ribosomal_protein
ENSG00000236533,RPS12P4,ribosomal_protein
ENSG00000226216,RPS12P5,ribosomal_protein
ENSG00000240752,RPS12P6,ribosomal_protein
ENSG00000243314,RPS12P7,ribosomal_protein
ENSG00000110700,RPS13,ribosomal_protein
ENSG00000228929,RPS13P2,ribosomal_protein
ENSG00000236913,RPS13P3,ribosomal_protein
ENSG00000238111,RPS13P4,ribosomal_protein
ENSG00000237953,RPS13P5,ribosomal_protein
ENSG00000164587,RPS14,ribosomal_protein
ENSG00000226928,RPS14P4,ribosomal_protein
ENSG00000225933,RPS14P5,ribosomal_protein
ENSG00000242635,RPS14P7,ribosomal_protein
ENSG00000239528,RPS14P8,ribosomal_protein
ENSG00000115268,RPS15,ribosomal_protein
ENSG00000134419,RPS15A,ribosomal_protein
ENSG00000214535,RPS15AP1,ribosomal_protein
ENSG00000225447,RPS15AP10,ribosomal_protein
ENSG00000234093,RPS15AP11,ribosomal_protein
ENSG00000232134,RPS15AP12,ribosomal_protein
ENSG00000228568,RPS15AP13,ribosomal_protein
ENSG00000233131,RPS15AP14,ribosomal_protein
ENSG00000223739,RPS15AP15,ribosomal_protein
ENSG00000239483,RPS15AP16,ribosomal_protein
ENSG00000225405,RPS15AP17,ribosomal_protein
ENSG00000242979,RPS15AP18,ribosomal_protein
ENSG00000241511,RPS15AP24,ribosomal_protein
ENSG00000236191,RPS15AP25,ribosomal_protein
ENSG00000236783,RPS15AP27,ribosomal_protein
ENSG00000229197,RPS15AP28,ribosomal_protein
ENSG00000237827,RPS15AP29,ribosomal_protein
ENSG00000214903,RPS15AP3,ribosomal_protein
ENSG00000227560,RPS15AP30,ribosomal_protein
ENSG00000242461,RPS15AP32,ribosomal_protein
ENSG00000241808,RPS15AP34,ribosomal_protein
ENSG00000213013,RPS15AP36,ribosomal_protein
ENSG00000237668,RPS15AP38,ribosomal_protein
ENSG00000229822,RPS15AP39,ribosomal_protein
ENSG00000233921,RPS15AP40,ribosomal_protein
ENSG00000223540,RPS15AP5,ribosomal_protein
ENSG00000233072,RPS15AP6,ribosomal_protein
ENSG00000234088,RPS15AP7,ribosomal_protein
ENSG00000228453,RPS15AP9,ribosomal_protein
ENSG00000233762,RPS15P4,ribosomal_protein
ENSG00000229806,RPS15P5,ribosomal_protein
ENSG00000240846,RPS15P9,ribosomal_protein
ENSG00000105193,RPS16,ribosomal_protein
ENSG00000213729,RPS16P2,ribosomal_protein
ENSG00000233329,RPS16P3,ribosomal_protein
ENSG00000231449,RPS16P4,ribosomal_protein
ENSG00000217527,RPS16P5,ribosomal_protein
ENSG00000213664,RPS16P8,ribosomal_protein
ENSG00000242675,RPS16P9,ribosomal_protein
ENSG00000182774,RPS17,ribosomal_protein
ENSG00000278229,RPS17,ribosomal_protein
ENSG00000213900,RPS17P1,ribosomal_protein
ENSG00000223376,RPS17P1,ribosomal_protein
ENSG00000223769,RPS17P1,ribosomal_protein
ENSG00000228840,RPS17P1,ribosomal_protein
ENSG00000229439,RPS17P1,ribosomal_protein
ENSG00000231000,RPS17P1,ribosomal_protein
ENSG00000232302,RPS17P1,ribosomal_protein
ENSG00000232974,RPS17P1,ribosomal_protein
ENSG00000235110,RPS17P10,ribosomal_protein
ENSG00000244621,RPS17P11,ribosomal_protein
ENSG00000224706,RPS17P13,ribosomal_protein
ENSG00000243287,RPS17P14,ribosomal_protein
ENSG00000239354,RPS17P15,ribosomal_protein
ENSG00000225758,RPS17P17,ribosomal_protein
ENSG00000197575,RPS17P2,ribosomal_protein
ENSG00000060303,RPS17P5,ribosomal_protein
ENSG00000232723,RPS17P7,ribosomal_protein
ENSG00000226242,RPS17P8,ribosomal_protein
ENSG00000248459,RPS17P9,ribosomal_protein
ENSG00000231500,RPS18,ribosomal_protein
ENSG00000096150,RPS18,ribosomal_protein
ENSG00000223367,RPS18,ribosomal_protein
ENSG00000226225,RPS18,ribosomal_protein
ENSG00000227794,RPS18,ribosomal_protein
ENSG00000235650,RPS18,ribosomal_protein
ENSG00000225831,RPS18P1,ribosomal_protein
ENSG00000230897,RPS18P12,ribosomal_protein
ENSG00000243455,RPS18P13,ribosomal_protein
ENSG00000242299,RPS18P5,ribosomal_protein
ENSG00000244048,RPS18P6,ribosomal_protein
ENSG00000217030,RPS18P8,ribosomal_protein
ENSG00000220848,RPS18P9,ribosomal_protein
ENSG00000105372,RPS19,ribosomal_protein
ENSG00000187051,RPS19BP1,ribosomal_protein
ENSG00000214612,RPS19P1,ribosomal_protein
ENSG00000240463,RPS19P3,ribosomal_protein
ENSG00000234637,RPS19P6,ribosomal_protein
ENSG00000228462,RPS19P7,ribosomal_protein
ENSG00000140988,RPS2,ribosomal_protein
ENSG00000008988,RPS20,ribosomal_protein
ENSG00000229761,RPS20P1,ribosomal_protein
ENSG00000233971,RPS20P10,ribosomal_protein
ENSG00000237784,RPS20P12,ribosomal_protein
ENSG00000228848,RPS20P13,ribosomal_protein
ENSG00000223803,RPS20P14,ribosomal_protein
ENSG00000227523,RPS20P15,ribosomal_protein
ENSG00000219274,RPS20P2,ribosomal_protein
ENSG00000241942,RPS20P20,ribosomal_protein
ENSG00000244295,RPS20P21,ribosomal_protein
ENSG00000239218,RPS20P22,ribosomal_protein
ENSG00000242399,RPS20P23,ribosomal_protein
ENSG00000236862,RPS20P24,ribosomal_protein
ENSG00000228375,RPS20P25,ribosomal_protein
ENSG00000240925,RPS20P31,ribosomal_protein
ENSG00000218198,RPS20P32,ribosomal_protein
ENSG00000242085,RPS20P33,ribosomal_protein
ENSG00000241907,RPS20P4,ribosomal_protein
ENSG00000236888,RPS20P5,ribosomal_protein
ENSG00000237162,RPS20P9,ribosomal_protein
ENSG00000171858,RPS21,ribosomal_protein
ENSG00000229795,RPS21P1,ribosomal_protein
ENSG00000282862,RPS21P1,ribosomal_protein
ENSG00000230353,RPS21P2,ribosomal_protein
ENSG00000242358,RPS21P4,ribosomal_protein
ENSG00000223782,RPS21P8,ribosomal_protein
ENSG00000186468,RPS23,ribosomal_protein
ENSG00000243504,RPS23P1,ribosomal_protein
ENSG00000224203,RPS23P10,ribosomal_protein
ENSG00000213448,RPS23P2,ribosomal_protein
ENSG00000244099,RPS23P3,ribosomal_protein
ENSG00000240992,RPS23P4,ribosomal_protein
ENSG00000242608,RPS23P5,ribosomal_protein
ENSG00000241641,RPS23P6,ribosomal_protein
ENSG00000239527,RPS23P7,ribosomal_protein
ENSG00000230629,RPS23P8,ribosomal_protein
ENSG00000231586,RPS23P9,ribosomal_protein
ENSG00000138326,RPS24,ribosomal_protein
ENSG00000236477,RPS24P1,ribosomal_protein
ENSG00000228874,RPS24P10,ribosomal_protein
ENSG00000220237,RPS24P12,ribosomal_protein
ENSG00000233190,RPS24P13,ribosomal_protein
ENSG00000223688,RPS24P14,ribosomal_protein
ENSG00000242634,RPS24P16,ribosomal_protein
ENSG00000243988,RPS24P17,ribosomal_protein
ENSG00000243925,RPS24P18,ribosomal_protein
ENSG00000227008,RPS24P19,ribosomal_protein
ENSG00000230249,RPS24P21,ribosomal_protein
ENSG00000233158,RPS24P6,ribosomal_protein
ENSG00000227361,RPS24P7,ribosomal_protein
ENSG00000224094,RPS24P8,ribosomal_protein
ENSG00000239804,RPS24P9,ribosomal_protein
ENSG00000118181,RPS25,ribosomal_protein
ENSG00000280831,RPS25,ribosomal_protein
ENSG00000233416,RPS25P3,ribosomal_protein
ENSG00000227224,RPS25P4,ribosomal_protein
ENSG00000243822,RPS25P5,ribosomal_protein
ENSG00000218472,RPS25P7,ribosomal_protein
ENSG00000232142,RPS25P9,ribosomal_protein
ENSG00000197728,RPS26,ribosomal_protein
ENSG00000196933,RPS26P11,ribosomal_protein
ENSG00000227887,RPS26P13,ribosomal_protein
ENSG00000223416,RPS26P15,ribosomal_protein
ENSG00000229087,RPS26P18,ribosomal_protein
ENSG00000244563,RPS26P19,ribosomal_protein
ENSG00000233278,RPS26P2,ribosomal_protein
ENSG00000224553,RPS26P20,ribosomal_protein
ENSG00000242829,RPS26P21,ribosomal_protein
ENSG00000242199,RPS26P22,ribosomal_protein
ENSG00000243920,RPS26P24,ribosomal_protein
ENSG00000243538,RPS26P28,ribosomal_protein
ENSG00000219993,RPS26P29,ribosomal_protein
ENSG00000212829,RPS26P3,ribosomal_protein
ENSG00000282942,RPS26P3,ribosomal_protein
ENSG00000234839,RPS26P30,ribosomal_protein
ENSG00000235459,RPS26P31,ribosomal_protein
ENSG00000240427,RPS26P34,ribosomal_protein
ENSG00000242206,RPS26P35,ribosomal_protein
ENSG00000234192,RPS26P38,ribosomal_protein
ENSG00000227586,RPS26P39,ribosomal_protein
ENSG00000228349,RPS26P4,ribosomal_protein
ENSG00000231366,RPS26P40,ribosomal_protein
ENSG00000237139,RPS26P41,ribosomal_protein
ENSG00000232437,RPS26P42,ribosomal_protein
ENSG00000244641,RPS26P43,ribosomal_protein
ENSG00000241765,RPS26P45,ribosomal_protein
ENSG00000234354,RPS26P47,ribosomal_protein
ENSG00000239438,RPS26P48,ribosomal_protein
ENSG00000239365,RPS26P49,ribosomal_protein
ENSG00000224602,RPS26P5,ribosomal_protein
ENSG00000242307,RPS26P52,ribosomal_protein
ENSG00000224161,RPS26P54,ribosomal_protein
ENSG00000239210,RPS26P55,ribosomal_protein
ENSG00000226339,RPS26P56,ribosomal_protein
ENSG00000236880,RPS26P57,ribosomal_protein
ENSG00000225071,RPS26P58,ribosomal_protein
ENSG00000212994,RPS26P6,ribosomal_protein
ENSG00000204652,RPS26P8,ribosomal_protein
ENSG00000282238,RPS26P8,ribosomal_protein
ENSG00000177954,RPS27,ribosomal_protein
ENSG00000143947,RPS27A,ribosomal_protein
ENSG00000242692,RPS27AP1,ribosomal_protein
ENSG00000240974,RPS27AP10,ribosomal_protein
ENSG00000218208,RPS27AP11,ribosomal_protein
ENSG00000225224,RPS27AP12,ribosomal_protein
ENSG00000244159,RPS27AP13,ribosomal_protein
ENSG00000236594,RPS27AP14,ribosomal_protein
ENSG00000229753,RPS27AP15,ribosomal_protein
ENSG00000224631,RPS27AP16,ribosomal_protein
ENSG00000237490,RPS27AP17,ribosomal_protein
ENSG00000249851,RPS27AP18,ribosomal_protein
ENSG00000269228,RPS27AP19,ribosomal_protein
ENSG00000232333,RPS27AP2,ribosomal_protein
ENSG00000182888,RPS27AP20,ribosomal_protein
ENSG00000226144,RPS27AP3,ribosomal_protein
ENSG00000231767,RPS27AP5,ribosomal_protein
ENSG00000224800,RPS27AP6,ribosomal_protein
ENSG00000236549,RPS27AP7,ribosomal_protein
ENSG00000237483,RPS27AP8,ribosomal_protein
ENSG00000242706,RPS27AP9,ribosomal_protein
ENSG00000185088,RPS27L,ribosomal_protein
ENSG00000223876,RPS27P1,ribosomal_protein
ENSG00000231017,RPS27P10,ribosomal_protein
ENSG00000223968,RPS27P11,ribosomal_protein
ENSG00000241673,RPS27P12,ribosomal_protein
ENSG00000244538,RPS27P13,ribosomal_protein
ENSG00000244717,RPS27P14,ribosomal_protein
ENSG00000274567,RPS27P14,ribosomal_protein
ENSG00000218459,RPS27P15,ribosomal_protein
ENSG00000225907,RPS27P16,ribosomal_protein
ENSG00000237729,RPS27P17,ribosomal_protein
ENSG00000233135,RPS27P18,ribosomal_protein
ENSG00000234268,RPS27P19,ribosomal_protein
ENSG00000242088,RPS27P2,ribosomal_protein
ENSG00000240121,RPS27P20,ribosomal_protein
ENSG00000240759,RPS27P21,ribosomal_protein
ENSG00000241451,RPS27P22,ribosomal_protein
ENSG00000239413,RPS27P23,ribosomal_protein
ENSG00000240027,RPS27P24,ribosomal_protein
ENSG00000239881,RPS27P25,ribosomal_protein
ENSG00000240043,RPS27P26,ribosomal_protein
ENSG00000244043,RPS27P27,ribosomal_protein
ENSG00000243355,RPS27P28,ribosomal_protein
ENSG00000240231,RPS27P29,ribosomal_protein
ENSG00000227081,RPS27P3,ribosomal_protein
ENSG00000270285,RPS27P30,ribosomal_protein
ENSG00000234287,RPS27P4,ribosomal_protein
ENSG00000238183,RPS27P5,ribosomal_protein
ENSG00000228665,RPS27P6,ribosomal_protein
ENSG00000225591,RPS27P7,ribosomal_protein
ENSG00000236439,RPS27P8,ribosomal_protein
ENSG00000237749,RPS27P9,ribosomal_protein
ENSG00000233927,RPS28,ribosomal_protein
ENSG00000270912,RPS28P1,ribosomal_protein
ENSG00000237039,RPS28P4,ribosomal_protein
ENSG00000224646,RPS28P5,ribosomal_protein
ENSG00000227097,RPS28P7,ribosomal_protein
ENSG00000226093,RPS28P8,ribosomal_protein
ENSG00000213741,RPS29,ribosomal_protein
ENSG00000242293,RPS29P1,ribosomal_protein
ENSG00000226884,RPS29P10,ribosomal_protein
ENSG00000242640,RPS29P11,ribosomal_protein
ENSG00000243664,RPS29P12,ribosomal_protein
ENSG00000217089,RPS29P13,ribosomal_protein
ENSG00000229054,RPS29P14,ribosomal_protein
ENSG00000235926,RPS29P15,ribosomal_protein
ENSG00000235354,RPS29P16,ribosomal_protein
ENSG00000227852,RPS29P17,ribosomal_protein
ENSG00000243353,RPS29P19,ribosomal_protein
ENSG00000239281,RPS29P2,ribosomal_protein
ENSG00000240385,RPS29P20,ribosomal_protein
ENSG00000241913,RPS29P21,ribosomal_protein
ENSG00000240873,RPS29P22,ribosomal_protein
ENSG00000231361,RPS29P23,ribosomal_protein
ENSG00000244253,RPS29P24,ribosomal_protein
ENSG00000243581,RPS29P25,ribosomal_protein
ENSG00000239320,RPS29P26,ribosomal_protein
ENSG00000240320,RPS29P27,ribosomal_protein
ENSG00000232069,RPS29P28,ribosomal_protein
ENSG00000233717,RPS29P29,ribosomal_protein
ENSG00000225770,RPS29P3,ribosomal_protein
ENSG00000268243,RPS29P30,ribosomal_protein
ENSG00000224279,RPS29P31,ribosomal_protein
ENSG00000276703,RPS29P32,ribosomal_protein
ENSG00000226470,RPS29P33,ribosomal_protein
ENSG00000233946,RPS29P4,ribosomal_protein
ENSG00000230777,RPS29P5,ribosomal_protein
ENSG00000230451,RPS29P6,ribosomal_protein
ENSG00000231622,RPS29P7,ribosomal_protein
ENSG00000232238,RPS29P8,ribosomal_protein
ENSG00000223433,RPS29P9,ribosomal_protein
ENSG00000225246,RPS2P1,ribosomal_protein
ENSG00000235440,RPS2P15,ribosomal_protein
ENSG00000230799,RPS2P16,ribosomal_protein
ENSG00000213399,RPS2P17,ribosomal_protein
ENSG00000231735,RPS2P18,ribosomal_protein
ENSG00000244249,RPS2P19,ribosomal_protein
ENSG00000177776,RPS2P2,ribosomal_protein
ENSG00000244019,RPS2P24,ribosomal_protein
ENSG00000241965,RPS2P25,ribosomal_protein
ENSG00000179157,RPS2P28,ribosomal_protein
ENSG00000232818,RPS2P32,ribosomal_protein
ENSG00000238172,RPS2P35,ribosomal_protein
ENSG00000227032,RPS2P36,ribosomal_protein
ENSG00000240698,RPS2P39,ribosomal_protein
ENSG00000196183,RPS2P4,ribosomal_protein
ENSG00000244060,RPS2P41,ribosomal_protein
ENSG00000243609,RPS2P44,ribosomal_protein
ENSG00000244378,RPS2P45,ribosomal_protein
ENSG00000189343,RPS2P46,ribosomal_protein
ENSG00000233380,RPS2P48,ribosomal_protein
ENSG00000240342,RPS2P5,ribosomal_protein
ENSG00000213726,RPS2P52,ribosomal_protein
ENSG00000216866,RPS2P55,ribosomal_protein
ENSG00000214255,RPS2P6,ribosomal_protein
ENSG00000235508,RPS2P7,ribosomal_protein
ENSG00000149273,RPS3,ribosomal_protein
ENSG00000145425,RPS3A,ribosomal_protein
ENSG00000233206,RPS3AP1,ribosomal_protein
ENSG00000226292,RPS3AP10,ribosomal_protein
ENSG00000230116,RPS3AP11,ribosomal_protein
ENSG00000236804,RPS3AP12,ribosomal_protein
ENSG00000230783,RPS3AP13,ribosomal_protein
ENSG00000242229,RPS3AP14,ribosomal_protein
ENSG00000244674,RPS3AP15,ribosomal_protein
ENSG00000243894,RPS3AP16,ribosomal_protein
ENSG00000244031,RPS3AP17,ribosomal_protein
ENSG00000243417,RPS3AP18,ribosomal_protein
ENSG00000244004,RPS3AP19,ribosomal_protein
ENSG00000219027,RPS3AP2,ribosomal_protein
ENSG00000213757,RPS3AP20,ribosomal_protein
ENSG00000214784,RPS3AP21,ribosomal_protein
ENSG00000240083,RPS3AP22,ribosomal_protein
ENSG00000218351,RPS3AP23,ribosomal_protein
ENSG00000217684,RPS3AP24,ribosomal_protein
ENSG00000232385,RPS3AP25,ribosomal_protein
ENSG00000214389,RPS3AP26,ribosomal_protein
ENSG00000226205,RPS3AP27,ribosomal_protein
ENSG00000234995,RPS3AP28,ribosomal_protein
ENSG00000237818,RPS3AP29,ribosomal_protein
ENSG00000231241,RPS3AP3,ribosomal_protein
ENSG00000228744,RPS3AP30,ribosomal_protein
ENSG00000244427,RPS3AP31,ribosomal_protein
ENSG00000240047,RPS3AP32,ribosomal_protein
ENSG00000214268,RPS3AP33,ribosomal_protein
ENSG00000242607,RPS3AP34,ribosomal_protein
ENSG00000244289,RPS3AP35,ribosomal_protein
ENSG00000214362,RPS3AP36,ribosomal_protein
ENSG00000227583,RPS3AP37,ribosomal_protein
ENSG00000226318,RPS3AP38,ribosomal_protein
ENSG00000237226,RPS3AP39,ribosomal_protein
ENSG00000259105,RPS3AP4,ribosomal_protein
ENSG00000243672,RPS3AP40,ribosomal_protein
ENSG00000239481,RPS3AP41,ribosomal_protein
ENSG00000244244,RPS3AP42,ribosomal_protein
ENSG00000242661,RPS3AP43,ribosomal_protein
ENSG00000234031,RPS3AP44,ribosomal_protein
ENSG00000226132,RPS3AP46,ribosomal_protein
ENSG00000205871,RPS3AP47,ribosomal_protein
ENSG00000242278,RPS3AP48,ribosomal_protein
