Ensembl_Gene_ID,Symbol,category
ENSG00000260965,RPL23AP91,ribosomal_protein
ENSG00000270723,RPL23AP92,ribosomal_protein
ENSG00000232873,RPL23AP93,ribosomal_protein
ENSG00000248439,RPL23AP94,ribosomal_protein
ENSG00000236848,RPL23AP95,ribosomal_protein
ENSG00000282063,RPL23AP95,ribosomal_protein
ENSG00000250752,RPL23AP96,ribosomal_protein
ENSG00000260615,RPL23AP97,ribosomal_protein
ENSG00000244708,RPL23P10,ribosomal_protein
ENSG00000226407,RPL23P11,ribosomal_protein
ENSG00000176054,RPL23P2,ribosomal_protein
ENSG00000223903,RPL23P4,ribosomal_protein
ENSG00000230406,RPL23P5,ribosomal_protein
ENSG00000219451,RPL23P8,ribosomal_protein
ENSG00000114391,RPL24,ribosomal_protein
ENSG00000235065,RPL24P2,ribosomal_protein
ENSG00000181524,RPL24P4,ribosomal_protein
ENSG00000236844,RPL24P6,ribosomal_protein
ENSG00000215016,RPL24P7,ribosomal_protein
ENSG00000236801,RPL24P8,ribosomal_protein
ENSG00000225722,RPL24P9,ribosomal_protein
ENSG00000161970,RPL26,ribosomal_protein
ENSG00000213495,RPL26P13,ribosomal_protein
ENSG00000233829,RPL26P15,ribosomal_protein
ENSG00000226221,RPL26P19,ribosomal_protein
ENSG00000219722,RPL26P20,ribosomal_protein
ENSG00000242595,RPL26P26,ribosomal_protein
ENSG00000226493,RPL26P27,ribosomal_protein
ENSG00000223987,RPL26P28,ribosomal_protein
ENSG00000234806,RPL26P29,ribosomal_protein
ENSG00000240179,RPL26P3,ribosomal_protein
ENSG00000236264,RPL26P30,ribosomal_protein
ENSG00000242807,RPL26P31,ribosomal_protein
ENSG00000225404,RPL26P34,ribosomal_protein
ENSG00000244229,RPL26P35,ribosomal_protein
ENSG00000225912,RPL26P36,ribosomal_protein
ENSG00000235175,RPL26P37,ribosomal_protein
ENSG00000229659,RPL26P6,ribosomal_protein
ENSG00000226128,RPL26P9,ribosomal_protein
ENSG00000131469,RPL27,ribosomal_protein
ENSG00000166441,RPL27A,ribosomal_protein
ENSG00000215467,RPL27AP,ribosomal_protein
ENSG00000236667,RPL27AP3,ribosomal_protein
ENSG00000233939,RPL27AP4,ribosomal_protein
ENSG00000182383,RPL27AP5,ribosomal_protein
ENSG00000229423,RPL27AP8,ribosomal_protein
ENSG00000239215,RPL27P12,ribosomal_protein
ENSG00000232403,RPL27P5,ribosomal_protein
ENSG00000234488,RPL27P6,ribosomal_protein
ENSG00000233741,RPL27P7,ribosomal_protein
ENSG00000237041,RPL27P8,ribosomal_protein
ENSG00000236722,RPL27P9,ribosomal_protein
ENSG00000108107,RPL28,ribosomal_protein
ENSG00000213174,RPL28P1,ribosomal_protein
ENSG00000237641,RPL28P2,ribosomal_protein
ENSG00000162244,RPL29,ribosomal_protein
ENSG00000236512,RPL29P1,ribosomal_protein
ENSG00000224858,RPL29P11,ribosomal_protein
ENSG00000224993,RPL29P12,ribosomal_protein
ENSG00000243744,RPL29P13,ribosomal_protein
ENSG00000241112,RPL29P14,ribosomal_protein
ENSG00000213755,RPL29P15,ribosomal_protein
ENSG00000183239,RPL29P16,ribosomal_protein
ENSG00000229700,RPL29P17,ribosomal_protein
ENSG00000240271,RPL29P18,ribosomal_protein
ENSG00000224594,RPL29P19,ribosomal_protein
ENSG00000240480,RPL29P2,ribosomal_protein
ENSG00000293140,RPL29P2,ribosomal_protein
ENSG00000225513,RPL29P20,ribosomal_protein
ENSG00000213779,RPL29P21,ribosomal_protein
ENSG00000239924,RPL29P22,ribosomal_protein
ENSG00000241950,RPL29P23,ribosomal_protein
ENSG00000241030,RPL29P24,ribosomal_protein
ENSG00000241286,RPL29P25,ribosomal_protein
ENSG00000241556,RPL29P26,ribosomal_protein
ENSG00000244712,RPL29P27,ribosomal_protein
ENSG00000232378,RPL29P28,ribosomal_protein
ENSG00000225289,RPL29P29,ribosomal_protein
ENSG00000243730,RPL29P3,ribosomal_protein
ENSG00000235420,RPL29P30,ribosomal_protein
ENSG00000237888,RPL29P31,ribosomal_protein
ENSG00000242945,RPL29P32,ribosomal_protein
ENSG00000257074,RPL29P33,ribosomal_protein
ENSG00000239255,RPL29P34,ribosomal_protein
ENSG00000230202,RPL29P4,ribosomal_protein
ENSG00000213579,RPL29P5,ribosomal_protein
ENSG00000215381,RPL29P6,ribosomal_protein
ENSG00000213063,RPL29P7,ribosomal_protein
ENSG00000223777,RPL29P8,ribosomal_protein
ENSG00000233565,RPL29P9,ribosomal_protein
ENSG00000100316,RPL3,ribosomal_protein
ENSG00000156482,RPL30,ribosomal_protein
ENSG00000225713,RPL30P1,ribosomal_protein
ENSG00000243050,RPL30P10,ribosomal_protein
ENSG00000244573,RPL30P11,ribosomal_protein
ENSG00000240631,RPL30P12,ribosomal_protein
ENSG00000229014,RPL30P13,ribosomal_protein
ENSG00000243256,RPL30P14,ribosomal_protein
ENSG00000233357,RPL30P15,ribosomal_protein
ENSG00000230169,RPL30P16,ribosomal_protein
ENSG00000234272,RPL30P2,ribosomal_protein
ENSG00000223640,RPL30P3,ribosomal_protein
ENSG00000237676,RPL30P4,ribosomal_protein
ENSG00000239525,RPL30P5,ribosomal_protein
ENSG00000242936,RPL30P6,ribosomal_protein
ENSG00000244361,RPL30P7,ribosomal_protein
ENSG00000242709,RPL30P9,ribosomal_protein
ENSG00000071082,RPL31,ribosomal_protein
ENSG00000214326,RPL31P1,ribosomal_protein
ENSG00000213942,RPL31P10,ribosomal_protein
ENSG00000213075,RPL31P11,ribosomal_protein
ENSG00000227207,RPL31P12,ribosomal_protein
ENSG00000228646,RPL31P13,ribosomal_protein
ENSG00000237930,RPL31P14,ribosomal_protein
ENSG00000232430,RPL31P15,ribosomal_protein
ENSG00000233159,RPL31P16,ribosomal_protein
ENSG00000235225,RPL31P17,ribosomal_protein
ENSG00000213849,RPL31P18,ribosomal_protein
ENSG00000227309,RPL31P19,ribosomal_protein
ENSG00000230837,RPL31P2,ribosomal_protein
ENSG00000229756,RPL31P20,ribosomal_protein
ENSG00000241400,RPL31P21,ribosomal_protein
ENSG00000227433,RPL31P22,ribosomal_protein
ENSG00000244740,RPL31P23,ribosomal_protein
ENSG00000241853,RPL31P24,ribosomal_protein
ENSG00000242768,RPL31P25,ribosomal_protein
ENSG00000241281,RPL31P26,ribosomal_protein
ENSG00000219863,RPL31P28,ribosomal_protein
ENSG00000231316,RPL31P29,ribosomal_protein
ENSG00000237929,RPL31P3,ribosomal_protein
ENSG00000230702,RPL31P30,ribosomal_protein
ENSG00000239983,RPL31P31,ribosomal_protein
ENSG00000216902,RPL31P32,ribosomal_protein
ENSG00000218049,RPL31P33,ribosomal_protein
ENSG00000231359,RPL31P34,ribosomal_protein
ENSG00000232612,RPL31P35,ribosomal_protein
ENSG00000224545,RPL31P36,ribosomal_protein
ENSG00000213302,RPL31P37,ribosomal_protein
ENSG00000179131,RPL31P38,ribosomal_protein
ENSG00000213291,RPL31P39,ribosomal_protein
ENSG00000213598,RPL31P4,ribosomal_protein
ENSG00000253964,RPL31P40,ribosomal_protein
ENSG00000239261,RPL31P41,ribosomal_protein
ENSG00000237083,RPL31P42,ribosomal_protein
ENSG00000213557,RPL31P43,ribosomal_protein
ENSG00000213657,RPL31P44,ribosomal_protein
ENSG00000233318,RPL31P45,ribosomal_protein
ENSG00000241170,RPL31P46,ribosomal_protein
ENSG00000233541,RPL31P47,ribosomal_protein
ENSG00000243164,RPL31P48,ribosomal_protein
ENSG00000241680,RPL31P49,ribosomal_protein
ENSG00000205767,RPL31P5,ribosomal_protein
ENSG00000231788,RPL31P50,ribosomal_protein
ENSG00000213470,RPL31P51,ribosomal_protein
ENSG00000219355,RPL31P52,ribosomal_protein
ENSG00000225352,RPL31P53,ribosomal_protein
ENSG00000229865,RPL31P54,ribosomal_protein
ENSG00000240760,RPL31P56,ribosomal_protein
ENSG00000256358,RPL31P57,ribosomal_protein
ENSG00000243053,RPL31P58,ribosomal_protein
ENSG00000240364,RPL31P59,ribosomal_protein
ENSG00000240484,RPL31P6,ribosomal_protein
ENSG00000239988,RPL31P60,ribosomal_protein
ENSG00000243297,RPL31P61,ribosomal_protein
ENSG00000235328,RPL31P62,ribosomal_protein
ENSG00000236735,RPL31P63,ribosomal_protein
ENSG00000236425,RPL31P64,ribosomal_protein
ENSG00000232083,RPL31P7,ribosomal_protein
ENSG00000213896,RPL31P8,ribosomal_protein
ENSG00000264054,RPL31P9,ribosomal_protein
ENSG00000144713,RPL32,ribosomal_protein
ENSG00000224796,RPL32P1,ribosomal_protein
ENSG00000224098,RPL32P1,ribosomal_protein
ENSG00000226879,RPL32P1,ribosomal_protein
ENSG00000228579,RPL32P1,ribosomal_protein
ENSG00000231288,RPL32P1,ribosomal_protein
ENSG00000231580,RPL32P1,ribosomal_protein
ENSG00000233194,RPL32P1,ribosomal_protein
ENSG00000233972,RPL32P1,ribosomal_protein
ENSG00000213157,RPL32P10,ribosomal_protein
ENSG00000213872,RPL32P11,ribosomal_protein
ENSG00000242209,RPL32P12,ribosomal_protein
ENSG00000241002,RPL32P13,ribosomal_protein
ENSG00000242654,RPL32P14,ribosomal_protein
ENSG00000213461,RPL32P15,ribosomal_protein
ENSG00000219747,RPL32P16,ribosomal_protein
ENSG00000213210,RPL32P17,ribosomal_protein
ENSG00000146677,RPL32P18,ribosomal_protein
ENSG00000226836,RPL32P19,ribosomal_protein
ENSG00000243094,RPL32P2,ribosomal_protein
ENSG00000243537,RPL32P20,ribosomal_protein
ENSG00000125385,RPL32P21,ribosomal_protein
ENSG00000213529,RPL32P22,ribosomal_protein
ENSG00000214015,RPL32P23,ribosomal_protein
ENSG00000241020,RPL32P24,ribosomal_protein
ENSG00000242993,RPL32P25,ribosomal_protein
ENSG00000241941,RPL32P26,ribosomal_protein
ENSG00000239617,RPL32P27,ribosomal_protein
ENSG00000232105,RPL32P28,ribosomal_protein
ENSG00000244270,RPL32P29,ribosomal_protein
ENSG00000251474,RPL32P3,ribosomal_protein
ENSG00000241130,RPL32P30,ribosomal_protein
ENSG00000213128,RPL32P31,ribosomal_protein
ENSG00000241157,RPL32P32,ribosomal_protein
ENSG00000243514,RPL32P33,ribosomal_protein
ENSG00000239524,RPL32P34,ribosomal_protein
ENSG00000223995,RPL32P35,ribosomal_protein
ENSG00000189145,RPL32P36,ribosomal_protein
ENSG00000243761,RPL32P4,ribosomal_protein
ENSG00000236325,RPL32P5,ribosomal_protein
ENSG00000224064,RPL32P6,ribosomal_protein
ENSG00000243396,RPL32P7,ribosomal_protein
ENSG00000240246,RPL32P8,ribosomal_protein
ENSG00000241143,RPL32P9,ribosomal_protein
ENSG00000109475,RPL34,ribosomal_protein
ENSG00000237049,RPL34P1,ribosomal_protein
ENSG00000236489,RPL34P10,ribosomal_protein
ENSG00000230480,RPL34P11,ribosomal_protein
ENSG00000217239,RPL34P16,ribosomal_protein
ENSG00000240534,RPL34P17,ribosomal_protein
ENSG00000240509,RPL34P18,ribosomal_protein
ENSG00000230240,RPL34P19,ribosomal_protein
ENSG00000231508,RPL34P20,ribosomal_protein
ENSG00000244451,RPL34P21,ribosomal_protein
ENSG00000244267,RPL34P22,ribosomal_protein
ENSG00000243669,RPL34P23,ribosomal_protein
ENSG00000240808,RPL34P24,ribosomal_protein
ENSG00000223676,RPL34P26,ribosomal_protein
ENSG00000232858,RPL34P27,ribosomal_protein
ENSG00000244551,RPL34P29,ribosomal_protein
ENSG00000223671,RPL34P3,ribosomal_protein
ENSG00000239223,RPL34P31,ribosomal_protein
ENSG00000241282,RPL34P33,ribosomal_protein
ENSG00000236312,RPL34P34,ribosomal_protein
ENSG00000270446,RPL34P36,ribosomal_protein
ENSG00000231333,RPL34P6,ribosomal_protein
ENSG00000237583,RPL34P8,ribosomal_protein
ENSG00000244441,RPL34P9,ribosomal_protein
ENSG00000136942,RPL35,ribosomal_protein
ENSG00000182899,RPL35A,ribosomal_protein
ENSG00000234075,RPL35AP,ribosomal_protein
ENSG00000243687,RPL35AP10,ribosomal_protein
ENSG00000241103,RPL35AP11,ribosomal_protein
ENSG00000227283,RPL35AP12,ribosomal_protein
ENSG00000242602,RPL35AP13,ribosomal_protein
ENSG00000240436,RPL35AP14,ribosomal_protein
ENSG00000243758,RPL35AP15,ribosomal_protein
ENSG00000239602,RPL35AP16,ribosomal_protein
ENSG00000239317,RPL35AP17,ribosomal_protein
ENSG00000220311,RPL35AP18,ribosomal_protein
ENSG00000239872,RPL35AP19,ribosomal_protein
ENSG00000227383,RPL35AP2,ribosomal_protein
ENSG00000232946,RPL35AP20,ribosomal_protein
ENSG00000229814,RPL35AP21,ribosomal_protein
ENSG00000235133,RPL35AP22,ribosomal_protein
ENSG00000264217,RPL35AP23,ribosomal_protein
ENSG00000230166,RPL35AP24,ribosomal_protein
ENSG00000243607,RPL35AP26,ribosomal_protein
ENSG00000244743,RPL35AP27,ribosomal_protein
ENSG00000242041,RPL35AP28,ribosomal_protein
ENSG00000244540,RPL35AP29,ribosomal_protein
ENSG00000230350,RPL35AP3,ribosomal_protein
ENSG00000226729,RPL35AP30,ribosomal_protein
ENSG00000233460,RPL35AP31,ribosomal_protein
ENSG00000243404,RPL35AP32,ribosomal_protein
ENSG00000241334,RPL35AP33,ribosomal_protein
ENSG00000241932,RPL35AP34,ribosomal_protein
ENSG00000239256,RPL35AP35,ribosomal_protein
ENSG00000224856,RPL35AP36,ribosomal_protein
ENSG00000236929,RPL35AP37,ribosomal_protein
ENSG00000225644,RPL35AP4,ribosomal_protein
ENSG00000226538,RPL35AP4,ribosomal_protein
ENSG00000227168,RPL35AP4,ribosomal_protein
ENSG00000231602,RPL35AP4,ribosomal_protein
ENSG00000223505,RPL35AP5,ribosomal_protein
ENSG00000228879,RPL35AP6,ribosomal_protein
ENSG00000225487,RPL35AP7,ribosomal_protein
ENSG00000235787,RPL35AP8,ribosomal_protein
ENSG00000243675,RPL35AP9,ribosomal_protein
ENSG00000237991,RPL35P1,ribosomal_protein
ENSG00000220583,RPL35P2,ribosomal_protein
ENSG00000219902,RPL35P3,ribosomal_protein
ENSG00000213783,RPL35P4,ribosomal_protein
ENSG00000225573,RPL35P5,ribosomal_protein
ENSG00000244018,RPL35P6,ribosomal_protein
ENSG00000226142,RPL35P8,ribosomal_protein
ENSG00000174418,RPL35P9,ribosomal_protein
ENSG00000130255,RPL36,ribosomal_protein
ENSG00000241343,RPL36A,ribosomal_protein
ENSG00000242995,RPL36AP1,ribosomal_protein
ENSG00000237959,RPL36AP10,ribosomal_protein
ENSG00000237003,RPL36AP11,ribosomal_protein
ENSG00000224685,RPL36AP12,ribosomal_protein
ENSG00000233747,RPL36AP13,ribosomal_protein
ENSG00000233335,RPL36AP14,ribosomal_protein
ENSG00000235369,RPL36AP15,ribosomal_protein
ENSG00000232228,RPL36AP16,ribosomal_protein
ENSG00000226489,RPL36AP17,ribosomal_protein
ENSG00000240426,RPL36AP18,ribosomal_protein
ENSG00000243280,RPL36AP19,ribosomal_protein
ENSG00000214759,RPL36AP2,ribosomal_protein
ENSG00000242080,RPL36AP20,ribosomal_protein
ENSG00000240785,RPL36AP21,ribosomal_protein
ENSG00000241722,RPL36AP23,ribosomal_protein
ENSG00000238055,RPL36AP24,ribosomal_protein
ENSG00000225832,RPL36AP25,ribosomal_protein
ENSG00000235828,RPL36AP26,ribosomal_protein
ENSG00000225443,RPL36AP27,ribosomal_protein
ENSG00000225416,RPL36AP28,ribosomal_protein
ENSG00000224683,RPL36AP29,ribosomal_protein
ENSG00000224629,RPL36AP30,ribosomal_protein
ENSG00000227753,RPL36AP31,ribosomal_protein
ENSG00000242958,RPL36AP32,ribosomal_protein
ENSG00000235619,RPL36AP33,ribosomal_protein
ENSG00000232867,RPL36AP34,ribosomal_protein
ENSG00000231810,RPL36AP35,ribosomal_protein
ENSG00000237540,RPL36AP36,ribosomal_protein
ENSG00000244398,RPL36AP37,ribosomal_protein
ENSG00000241097,RPL36AP38,ribosomal_protein
ENSG00000230980,RPL36AP39,ribosomal_protein
ENSG00000241499,RPL36AP4,ribosomal_protein
ENSG00000240298,RPL36AP40,ribosomal_protein
ENSG00000242087,RPL36AP41,ribosomal_protein
ENSG00000241362,RPL36AP43,ribosomal_protein
ENSG00000240163,RPL36AP44,ribosomal_protein
ENSG00000240366,RPL36AP45,ribosomal_protein
ENSG00000224011,RPL36AP46,ribosomal_protein
ENSG00000242123,RPL36AP47,ribosomal_protein
ENSG00000213180,RPL36AP48,ribosomal_protein
ENSG00000243779,RPL36AP49,ribosomal_protein
ENSG00000237107,RPL36AP5,ribosomal_protein
ENSG00000243494,RPL36AP50,ribosomal_protein
ENSG00000242291,RPL36AP51,ribosomal_protein
ENSG00000214925,RPL36AP52,ribosomal_protein
ENSG00000224664,RPL36AP53,ribosomal_protein
ENSG00000226107,RPL36AP54,ribosomal_protein
ENSG00000226016,RPL36AP55,ribosomal_protein
ENSG00000231293,RPL36AP6,ribosomal_protein
ENSG00000228007,RPL36AP7,ribosomal_protein
ENSG00000231409,RPL36AP8,ribosomal_protein
ENSG00000213987,RPL36AP9,ribosomal_protein
ENSG00000230636,RPL36P1,ribosomal_protein
ENSG00000226541,RPL36P10,ribosomal_protein
ENSG00000240518,RPL36P11,ribosomal_protein
ENSG00000213361,RPL36P12,ribosomal_protein
ENSG00000236580,RPL36P13,ribosomal_protein
ENSG00000169253,RPL36P14,ribosomal_protein
ENSG00000240100,RPL36P15,ribosomal_protein
ENSG00000224476,RPL36P16,ribosomal_protein
ENSG00000226573,RPL36P17,ribosomal_protein
ENSG00000235656,RPL36P18,ribosomal_protein
ENSG00000232540,RPL36P19,ribosomal_protein
ENSG00000231302,RPL36P2,ribosomal_protein
ENSG00000234270,RPL36P20,ribosomal_protein
ENSG00000176043,RPL36P3,ribosomal_protein
ENSG00000224497,RPL36P4,ribosomal_protein
ENSG00000215905,RPL36P5,ribosomal_protein
ENSG00000224348,RPL36P6,ribosomal_protein
ENSG00000213519,RPL36P7,ribosomal_protein
ENSG00000225846,RPL36P8,ribosomal_protein
ENSG00000218749,RPL36P9,ribosomal_protein
ENSG00000145592,RPL37,ribosomal_protein
ENSG00000197756,RPL37A,ribosomal_protein
ENSG00000226243,RPL37AP1,ribosomal_protein
ENSG00000176343,RPL37AP8,ribosomal_protein
ENSG00000227401,RPL37P1,ribosomal_protein
ENSG00000224627,RPL37P10,ribosomal_protein
ENSG00000225024,RPL37P11,ribosomal_protein
ENSG00000237916,RPL37P12,ribosomal_protein
ENSG00000233702,RPL37P13,ribosomal_protein
ENSG00000216365,RPL37P15,ribosomal_protein
ENSG00000229235,RPL37P18,ribosomal_protein
ENSG00000239559,RPL37P2,ribosomal_protein
ENSG00000236433,RPL37P21,ribosomal_protein
ENSG00000243680,RPL37P23,ribosomal_protein
ENSG00000224949,RPL37P24,ribosomal_protein
ENSG00000251597,RPL37P25,ribosomal_protein
ENSG00000215369,RPL37P3,ribosomal_protein
ENSG00000230198,RPL37P4,ribosomal_protein
ENSG00000241431,RPL37P6,ribosomal_protein
ENSG00000172809,RPL38,ribosomal_protein
ENSG00000241993,RPL38P1,ribosomal_protein
ENSG00000237077,RPL38P2,ribosomal_protein
ENSG00000244422,RPL38P3,ribosomal_protein
ENSG00000250562,RPL38P4,ribosomal_protein
ENSG00000235579,RPL38P5,ribosomal_protein
ENSG00000224291,RPL38P6,ribosomal_protein
ENSG00000198918,RPL39,ribosomal_protein
ENSG00000163923,RPL39L,ribosomal_protein
ENSG00000228601,RPL39P,ribosomal_protein
ENSG00000224463,RPL39P14,ribosomal_protein
ENSG00000231414,RPL39P15,ribosomal_protein
ENSG00000227470,RPL39P16,ribosomal_protein
ENSG00000231362,RPL39P17,ribosomal_protein
ENSG00000229468,RPL39P18,ribosomal_protein
ENSG00000227271,RPL39P25,ribosomal_protein
ENSG00000240454,RPL39P26,ribosomal_protein
ENSG00000244432,RPL39P28,ribosomal_protein
ENSG00000236860,RPL39P29,ribosomal_protein
ENSG00000235174,RPL39P3,ribosomal_protein
ENSG00000242176,RPL39P31,ribosomal_protein
ENSG00000243058,RPL39P33,ribosomal_protein
ENSG00000242255,RPL39P34,ribosomal_protein
ENSG00000239912,RPL39P36,ribosomal_protein
ENSG00000241464,RPL39P38,ribosomal_protein
ENSG00000231005,RPL39P39,ribosomal_protein
ENSG00000226580,RPL39P40,ribosomal_protein
ENSG00000214289,RPL39P5,ribosomal_protein
ENSG00000238173,RPL39P6,ribosomal_protein
ENSG00000140986,RPL3L,ribosomal_protein
ENSG00000228149,RPL3P1,ribosomal_protein
ENSG00000243095,RPL3P10,ribosomal_protein
ENSG00000282698,RPL3P10,ribosomal_protein
ENSG00000223568,RPL3P11,ribosomal_protein
ENSG00000232496,RPL3P12,ribosomal_protein
ENSG00000258013,RPL3P13,ribosomal_protein
ENSG00000227939,RPL3P2,ribosomal_protein
ENSG00000223927,RPL3P2,ribosomal_protein
ENSG00000227656,RPL3P2,ribosomal_protein
ENSG00000227672,RPL3P2,ribosomal_protein
ENSG00000228461,RPL3P2,ribosomal_protein
ENSG00000229430,RPL3P2,ribosomal_protein
ENSG00000237448,RPL3P2,ribosomal_protein
ENSG00000243388,RPL3P3,ribosomal_protein
ENSG00000232573,RPL3P4,ribosomal_protein
ENSG00000231546,RPL3P5,ribosomal_protein
ENSG00000213891,RPL3P6,ribosomal_protein
ENSG00000225093,RPL3P7,ribosomal_protein
ENSG00000232199,RPL3P8,ribosomal_protein
ENSG00000240540,RPL3P9,ribosomal_protein
ENSG00000174444,RPL4,ribosomal_protein
ENSG00000229117,RPL41,ribosomal_protein
ENSG00000227063,RPL41P1,ribosomal_protein
ENSG00000256338,RPL41P2,ribosomal_protein
ENSG00000282105,RPL41P2,ribosomal_protein
ENSG00000256393,RPL41P5,ribosomal_protein
ENSG00000240954,RPL4P1,ribosomal_protein
ENSG00000232341,RPL4P2,ribosomal_protein
ENSG00000230364,RPL4P3,ribosomal_protein
ENSG00000229638,RPL4P4,ribosomal_protein
ENSG00000230207,RPL4P5,ribosomal_protein
ENSG00000263127,RPL4P5,ribosomal_protein
ENSG00000230071,RPL4P6,ribosomal_protein
ENSG00000224442,RPL4P7,ribosomal_protein
ENSG00000122406,RPL5,ribosomal_protein
ENSG00000241061,RPL5P1,ribosomal_protein
ENSG00000234067,RPL5P10,ribosomal_protein
ENSG00000242882,RPL5P11,ribosomal_protein
ENSG00000242697,RPL5P12,ribosomal_protein
ENSG00000242134,RPL5P13,ribosomal_protein
ENSG00000243914,RPL5P14,ribosomal_protein
ENSG00000240412,RPL5P15,ribosomal_protein
ENSG00000240411,RPL5P16,ribosomal_protein
ENSG00000243859,RPL5P17,ribosomal_protein
ENSG00000220744,RPL5P18,ribosomal_protein
ENSG00000220553,RPL5P19,ribosomal_protein
ENSG00000237068,RPL5P2,ribosomal_protein
ENSG00000218643,RPL5P20,ribosomal_protein
ENSG00000218689,RPL5P21,ribosomal_protein
ENSG00000239198,RPL5P22,ribosomal_protein
ENSG00000240395,RPL5P23,ribosomal_protein
ENSG00000244052,RPL5P24,ribosomal_protein
ENSG00000225251,RPL5P25,ribosomal_protein
ENSG00000230469,RPL5P26,ribosomal_protein
ENSG00000228195,RPL5P27,ribosomal_protein
ENSG00000235264,RPL5P28,ribosomal_protein
ENSG00000242208,RPL5P29,ribosomal_protein
ENSG00000281820,RPL5P29,ribosomal_protein
ENSG00000242276,RPL5P3,ribosomal_protein
ENSG00000243431,RPL5P30,ribosomal_protein
ENSG00000214878,RPL5P31,ribosomal_protein
ENSG00000228992,RPL5P32,ribosomal_protein
ENSG00000282545,RPL5P32,ribosomal_protein
ENSG00000243521,RPL5P33,ribosomal_protein
ENSG00000234009,RPL5P34,ribosomal_protein
ENSG00000214727,RPL5P35,ribosomal_protein
ENSG00000229994,RPL5P4,ribosomal_protein
ENSG00000213051,RPL5P5,ribosomal_protein
ENSG00000232393,RPL5P6,ribosomal_protein
ENSG00000234415,RPL5P7,ribosomal_protein
ENSG00000213917,RPL5P8,ribosomal_protein
ENSG00000236330,RPL5P9,ribosomal_protein
ENSG00000089009,RPL6,ribosomal_protein
ENSG00000236111,RPL6P1,ribosomal_protein
ENSG00000243199,RPL6P10,ribosomal_protein
ENSG00000250475,RPL6P11,ribosomal_protein
ENSG00000214671,RPL6P12,ribosomal_protein
ENSG00000243312,RPL6P13,ribosomal_protein
ENSG00000244470,RPL6P14,ribosomal_protein
ENSG00000240611,RPL6P15,ribosomal_protein
ENSG00000240159,RPL6P16,ribosomal_protein
ENSG00000216754,RPL6P17,ribosomal_protein
ENSG00000218476,RPL6P18,ribosomal_protein
ENSG00000230383,RPL6P19,ribosomal_protein
ENSG00000227056,RPL6P2,ribosomal_protein
ENSG00000236976,RPL6P20,ribosomal_protein
ENSG00000223445,RPL6P21,ribosomal_protein
ENSG00000240738,RPL6P22,ribosomal_protein
ENSG00000249510,RPL6P23,ribosomal_protein
ENSG00000227474,RPL6P24,ribosomal_protein
ENSG00000213270,RPL6P25,ribosomal_protein
ENSG00000240305,RPL6P26,ribosomal_protein
ENSG00000235552,RPL6P27,ribosomal_protein
ENSG00000223730,RPL6P28,ribosomal_protein
ENSG00000236243,RPL6P29,ribosomal_protein
ENSG00000229022,RPL6P3,ribosomal_protein
ENSG00000215313,RPL6P30,ribosomal_protein
ENSG00000223945,RPL6P31,ribosomal_protein
ENSG00000253646,RPL6P32,ribosomal_protein
ENSG00000226080,RPL6P4,ribosomal_protein
ENSG00000214064,RPL6P5,ribosomal_protein
ENSG00000231063,RPL6P6,ribosomal_protein
ENSG00000239212,RPL6P7,ribosomal_protein
ENSG00000242285,RPL6P8,ribosomal_protein
ENSG00000242390,RPL6P9,ribosomal_protein
ENSG00000147604,RPL7,ribosomal_protein
ENSG00000148303,RPL7A,ribosomal_protein
ENSG00000280858,RPL7A,ribosomal_protein
ENSG00000240522,RPL7AP10,ribosomal_protein
ENSG00000242445,RPL7AP11,ribosomal_protein
ENSG00000228210,RPL7AP12,ribosomal_protein
ENSG00000235208,RPL7AP13,ribosomal_protein
ENSG00000213979,RPL7AP14,ribosomal_protein
ENSG00000236806,RPL7AP15,ribosomal_protein
ENSG00000234329,RPL7AP16,ribosomal_protein
ENSG00000213421,RPL7AP17,ribosomal_protein
ENSG00000232848,RPL7AP18,ribosomal_protein
ENSG00000227777,RPL7AP19,ribosomal_protein
ENSG00000241984,RPL7AP2,ribosomal_protein
ENSG00000234981,RPL7AP20,ribosomal_protein
ENSG00000229757,RPL7AP21,ribosomal_protein
ENSG00000227331,RPL7AP22,ribosomal_protein
ENSG00000241367,RPL7AP23,ribosomal_protein
ENSG00000241307,RPL7AP24,ribosomal_protein
ENSG00000235294,RPL7AP25,ribosomal_protein
ENSG00000214988,RPL7AP26,ribosomal_protein
ENSG00000242169,RPL7AP27,ribosomal_protein
ENSG00000184139,RPL7AP28,ribosomal_protein
ENSG00000248843,RPL7AP29,ribosomal_protein
ENSG00000256243,RPL7AP3,ribosomal_protein
ENSG00000241741,RPL7AP30,ribosomal_protein
ENSG00000242083,RPL7AP31,ribosomal_protein
ENSG00000243160,RPL7AP32,ribosomal_protein
ENSG00000254200,RPL7AP33,ribosomal_protein
ENSG00000213312,RPL7AP34,ribosomal_protein
ENSG00000216639,RPL7AP35,ribosomal_protein
ENSG00000216368,RPL7AP36,ribosomal_protein
ENSG00000213109,RPL7AP37,ribosomal_protein
ENSG00000213787,RPL7AP38,ribosomal_protein
ENSG00000213385,RPL7AP39,ribosomal_protein
ENSG00000213641,RPL7AP4,ribosomal_protein
ENSG00000224475,RPL7AP40,ribosomal_protein
ENSG00000213798,RPL7AP41,ribosomal_protein
ENSG00000234358,RPL7AP42,ribosomal_protein
ENSG00000213542,RPL7AP43,ribosomal_protein
