Symbol,Ensembl_Gene_ID
MIR378H,ENSG00000263361
MIR378I,ENSG00000263463
MIR378I,ENSG00000283829
MIR378J,ENSG00000274620
MIR378J,ENSG00000277557
MIR379,ENSG00000199088
MIR380,ENSG00000198982
MIR381,ENSG00000199020
MIR381HG,ENSG00000258861
MIR382,ENSG00000207742
MIR382,ENSG00000283170
MIR383,ENSG00000199127
MIR384,ENSG00000283242
MIR3907,ENSG00000265810
MIR3908,ENSG00000266655
MIR3909,ENSG00000266320
MIR3910-1,ENSG00000266855
MIR3910-2,ENSG00000266855
MIR3910-2,ENSG00000283351
MIR3911,ENSG00000264329
MIR3911,ENSG00000279571
MIR3911,ENSG00000283874
MIR3912,ENSG00000264249
MIR3913-1,ENSG00000264405
MIR3913-2,ENSG00000264405
MIR3913-2,ENSG00000283677
MIR3914-1,ENSG00000265878
MIR3914-2,ENSG00000265878
MIR3914-2,ENSG00000283278
MIR3915,ENSG00000263600
MIR3916,ENSG00000227671
MIR3916,ENSG00000263568
MIR3916,ENSG00000283881
MIR3917,ENSG00000264021
MIR3917,ENSG00000283938
MIR3918,ENSG00000265558
MIR3919,ENSG00000263634
MIR3920,ENSG00000263885
MIR3921,ENSG00000264897
MIR3922,ENSG00000264295
MIR3923,ENSG00000265193
MIR3924,ENSG00000264747
MIR3925,ENSG00000263894
MIR3926-1,ENSG00000266206
MIR3926-2,ENSG00000266206
MIR3926-2,ENSG00000283523
MIR3927,ENSG00000263861
MIR3928,ENSG00000264141
MIR3929,ENSG00000265641
MIR3934,ENSG00000266509
MIR3935,ENSG00000265281
MIR3936,ENSG00000263597
MIR3936HG,ENSG00000233006
MIR3937,ENSG00000263730
MIR3938,ENSG00000264013
MIR3939,ENSG00000265828
MIR3940,ENSG00000266722
MIR3940,ENSG00000284159
MIR3941,ENSG00000265442
MIR3942,ENSG00000265102
MIR3943,ENSG00000264069
MIR3944,ENSG00000265395
MIR3945,ENSG00000266698
MIR3945HG,ENSG00000251230
MIR3960,ENSG00000266070
MIR3960,ENSG00000283863
MIR3972,ENSG00000266634
MIR3972,ENSG00000281810
MIR3973,ENSG00000263389
MIR3974,ENSG00000283665
MIR3975,ENSG00000283514
MIR3976,ENSG00000272380
MIR3976HG,ENSG00000261738
MIR3977,ENSG00000283359
MIR3978,ENSG00000265584
MIR409,ENSG00000199107
MIR410,ENSG00000199092
MIR411,ENSG00000199109
MIR412,ENSG00000199012
MIR421,ENSG00000202566
MIR422A,ENSG00000199156
MIR423,ENSG00000199071
MIR423,ENSG00000283935
MIR424,ENSG00000274784
MIR424,ENSG00000284231
MIR425,ENSG00000199032
MIR4251,ENSG00000283572
MIR4252,ENSG00000265392
MIR4253,ENSG00000264014
MIR4254,ENSG00000266580
MIR4255,ENSG00000264698
MIR4256,ENSG00000283296
MIR4257,ENSG00000264553
MIR4258,ENSG00000264349
MIR4259,ENSG00000266458
MIR4260,ENSG00000264831
MIR4260,ENSG00000283876
MIR4261,ENSG00000265418
MIR4262,ENSG00000265172
MIR4263,ENSG00000265321
MIR4264,ENSG00000266436
MIR4265,ENSG00000264934
MIR4266,ENSG00000265965
MIR4267,ENSG00000265682
MIR4268,ENSG00000266518
MIR4269,ENSG00000265215
MIR4270,ENSG00000263573
MIR4271,ENSG00000264633
MIR4272,ENSG00000283298
MIR4273,ENSG00000266396
MIR4274,ENSG00000266690
MIR4275,ENSG00000283275
MIR4276,ENSG00000265846
MIR4277,ENSG00000263746
MIR4278,ENSG00000283420
MIR4279,ENSG00000266243
MIR4280,ENSG00000265919
MIR4280HG,ENSG00000233828
MIR4281,ENSG00000266329
MIR4282,ENSG00000266180
MIR4283-1,ENSG00000264426
MIR4283-1,ENSG00000265214
MIR4283-2,ENSG00000264426
MIR4283-2,ENSG00000265214
MIR4284,ENSG00000265724
MIR4285,ENSG00000264675
MIR4286,ENSG00000263762
MIR4287,ENSG00000265847
MIR4288,ENSG00000265251
MIR4289,ENSG00000265873
MIR429,ENSG00000198976
MIR4290,ENSG00000263967
MIR4290HG,ENSG00000227555
MIR4291,ENSG00000265347
MIR4292,ENSG00000265806
MIR4293,ENSG00000266321
MIR4294,ENSG00000264800
MIR4295,ENSG00000264763
MIR4296,ENSG00000264572
MIR4297,ENSG00000266676
MIR4298,ENSG00000264493
MIR4299,ENSG00000266645
MIR4300,ENSG00000264110
MIR4300HG,ENSG00000245832
MIR4301,ENSG00000265140
MIR4302,ENSG00000283603
MIR4303,ENSG00000263890
MIR4304,ENSG00000265526
MIR4305,ENSG00000264171
MIR4306,ENSG00000263615
MIR4307,ENSG00000265165
MIR4307HG,ENSG00000257612
MIR4308,ENSG00000265432
MIR4309,ENSG00000266015
MIR431,ENSG00000208001
MIR4310,ENSG00000264850
MIR4311,ENSG00000263512
MIR4311,ENSG00000277380
MIR4312,ENSG00000265195
MIR4313,ENSG00000261043
MIR4313,ENSG00000274496
MIR4313,ENSG00000284385
MIR4314,ENSG00000264005
MIR4315-1,ENSG00000284055
MIR4315-2,ENSG00000284172
MIR4316,ENSG00000264060
MIR4317,ENSG00000283532
MIR4318,ENSG00000266530
MIR4319,ENSG00000265957
MIR432,ENSG00000272458
MIR4320,ENSG00000283343
MIR4321,ENSG00000267021
MIR4321,ENSG00000284272
MIR4322,ENSG00000264266
MIR4323,ENSG00000266226
MIR4324,ENSG00000265407
MIR4325,ENSG00000266666
MIR4326,ENSG00000266104
MIR4327,ENSG00000265007
MIR4328,ENSG00000283622
MIR4329,ENSG00000263351
MIR4329,ENSG00000283775
MIR433,ENSG00000207569
MIR4330,ENSG00000265789
MIR4417,ENSG00000264341
MIR4418,ENSG00000266564
MIR4419A,ENSG00000266802
MIR4419B,ENSG00000265061
MIR4420,ENSG00000264773
MIR4421,ENSG00000265538
MIR4422,ENSG00000265822
MIR4422HG,ENSG00000231090
MIR4423,ENSG00000266110
MIR4424,ENSG00000266417
MIR4425,ENSG00000264371
MIR4426,ENSG00000231767
MIR4426,ENSG00000283795
MIR4427,ENSG00000265744
MIR4428,ENSG00000266262
MIR4429,ENSG00000264010
MIR4430,ENSG00000283591
MIR4431,ENSG00000264975
MIR4432,ENSG00000266078
MIR4432HG,ENSG00000223929
MIR4432HG,ENSG00000228590
MIR4433A,ENSG00000264297
MIR4433A,ENSG00000283222
MIR4433B,ENSG00000264297
MIR4434,ENSG00000283204
MIR4435-1,ENSG00000265507
MIR4435-1HG,ENSG00000172965
MIR4435-2,ENSG00000266139
MIR4435-2HG,ENSG00000172965
MIR4436A,ENSG00000265510
MIR4436B1,ENSG00000263881
MIR4436B1,ENSG00000264979
MIR4436B2,ENSG00000263881
MIR4436B2,ENSG00000264979
MIR4437,ENSG00000266705
MIR4438,ENSG00000265734
MIR4439,ENSG00000263828
MIR4440,ENSG00000266109
MIR4441,ENSG00000264810
MIR4442,ENSG00000264219
MIR4442,ENSG00000283971
MIR4443,ENSG00000265483
MIR4444-1,ENSG00000263721
MIR4444-1,ENSG00000266780
MIR4444-1,ENSG00000284252
MIR4444-2,ENSG00000263721
MIR4444-2,ENSG00000266780
MIR4445,ENSG00000265956
MIR4446,ENSG00000265253
MIR4447,ENSG00000265433
MIR4448,ENSG00000263932
MIR4449,ENSG00000264585
MIR4450,ENSG00000263445
MIR4451,ENSG00000266421
MIR4452,ENSG00000266515
MIR4453,ENSG00000268471
MIR4453,ENSG00000277685
MIR4453,ENSG00000283792
MIR4453HG,ENSG00000268471
MIR4454,ENSG00000253348
MIR4454,ENSG00000283468
MIR4455,ENSG00000263458
MIR4456,ENSG00000264233
MIR4456,ENSG00000274218
MIR4457,ENSG00000263670
MIR4458,ENSG00000273868
MIR4458,ENSG00000284000
MIR4458HG,ENSG00000247516
MIR4459,ENSG00000265421
MIR4460,ENSG00000265691
MIR4461,ENSG00000198868
MIR4461,ENSG00000263963
MIR4462,ENSG00000263926
MIR4463,ENSG00000263533
MIR4464,ENSG00000266760
MIR4465,ENSG00000264390
MIR4466,ENSG00000271899
MIR4467,ENSG00000264471
MIR4467,ENSG00000284596
MIR4468,ENSG00000266193
MIR4468,ENSG00000284028
MIR4469,ENSG00000266044
MIR4469,ENSG00000284062
MIR4470,ENSG00000264408
MIR4471,ENSG00000265599
MIR4472-1,ENSG00000265247
MIR4472-2,ENSG00000264037
MIR4473,ENSG00000263790
MIR4474,ENSG00000264941
MIR4475,ENSG00000266255
MIR4476,ENSG00000265368
MIR4477A,ENSG00000266017
MIR4477A,ENSG00000276029
MIR4477B,ENSG00000266017
MIR4477B,ENSG00000276029
MIR4478,ENSG00000266583
MIR4479,ENSG00000266507
MIR448,ENSG00000199001
MIR4480,ENSG00000263584
MIR4481,ENSG00000283699
MIR4482,ENSG00000266852
MIR4483,ENSG00000283656
MIR4484,ENSG00000265092
MIR4485,ENSG00000283813
MIR4486,ENSG00000265210
MIR4487,ENSG00000264583
MIR4488,ENSG00000266006
MIR4489,ENSG00000265874
MIR4490,ENSG00000266703
MIR4491,ENSG00000264032
MIR4492,ENSG00000264211
MIR4493,ENSG00000265357
MIR4494,ENSG00000264906
MIR4495,ENSG00000265861
MIR4496,ENSG00000257221
MIR4496,ENSG00000284388
MIR4497,ENSG00000263510
MIR4498,ENSG00000266704
MIR4499,ENSG00000263978
MIR449A,ENSG00000198983
MIR449B,ENSG00000207728
MIR449C,ENSG00000251856
MIR4500,ENSG00000266052
MIR4500HG,ENSG00000228824
MIR4501,ENSG00000283487
MIR4502,ENSG00000265450
MIR4503,ENSG00000266327
MIR4504,ENSG00000264712
MIR4505,ENSG00000264741
MIR4506,ENSG00000265768
MIR4506,ENSG00000276300
MIR4507,ENSG00000264024
MIR4507,ENSG00000274048
MIR4507,ENSG00000276195
MIR4508,ENSG00000265673
MIR4509-1,ENSG00000266039
MIR4509-1,ENSG00000274715
MIR4509-1,ENSG00000275081
MIR4509-1,ENSG00000276941
MIR4509-1,ENSG00000277407
MIR4509-1,ENSG00000277674
MIR4509-2,ENSG00000263964
MIR4509-2,ENSG00000266039
MIR4509-2,ENSG00000273995
MIR4509-2,ENSG00000274715
MIR4509-2,ENSG00000274931
MIR4509-2,ENSG00000275081
MIR4509-2,ENSG00000276941
MIR4509-2,ENSG00000277407
MIR4509-2,ENSG00000277674
MIR4509-3,ENSG00000263964
MIR4509-3,ENSG00000266039
MIR4509-3,ENSG00000274715
MIR4509-3,ENSG00000277407
MIR450A1,ENSG00000199132
MIR450A2,ENSG00000207755
MIR450B,ENSG00000216001
MIR4510,ENSG00000265098
MIR4511,ENSG00000264737
MIR4512,ENSG00000266589
MIR4513,ENSG00000264386
MIR4514,ENSG00000265855
MIR4515,ENSG00000263643
MIR4516,ENSG00000265867
MIR4517,ENSG00000266868
MIR4517,ENSG00000284541
MIR4518,ENSG00000266305
MIR4519,ENSG00000260083
MIR4519,ENSG00000265991
MIR451A,ENSG00000264066
MIR451A,ENSG00000273915
MIR451A,ENSG00000284565
MIR451B,ENSG00000273915
MIR451B,ENSG00000283364
MIR452,ENSG00000207753
MIR452,ENSG00000283751
MIR4520-1,ENSG00000264468
MIR4520-2,ENSG00000264468
MIR4520-2,ENSG00000283301
MIR4521,ENSG00000283160
MIR4522,ENSG00000263583
MIR4523,ENSG00000263719
MIR4523,ENSG00000264808
MIR4523,ENSG00000284162
MIR4524A,ENSG00000265331
MIR4524A,ENSG00000283385
MIR4524B,ENSG00000265331
MIR4525,ENSG00000266107
MIR4526,ENSG00000263527
MIR4527,ENSG00000266582
MIR4527HG,ENSG00000267761
MIR4528,ENSG00000263872
MIR4529,ENSG00000264571
MIR4530,ENSG00000266559
MIR4531,ENSG00000283673
MIR4532,ENSG00000263453
MIR4533,ENSG00000266140
MIR4534,ENSG00000264505
MIR4534,ENSG00000279010
MIR4534,ENSG00000284266
MIR4535,ENSG00000266887
MIR4536-1,ENSG00000283334
MIR4536-2,ENSG00000266328
MIR4536-2,ENSG00000283334
MIR4537,ENSG00000264781
MIR4537,ENSG00000274147
MIR4538,ENSG00000263413
MIR4538,ENSG00000277676
MIR4539,ENSG00000265612
MIR4539,ENSG00000278132
MIR454,ENSG00000211514
MIR4540,ENSG00000264922
MIR455,ENSG00000207726
MIR4632,ENSG00000263676
MIR4633,ENSG00000264563
MIR4634,ENSG00000266890
MIR4635,ENSG00000263834
MIR4635,ENSG00000274239
MIR4636,ENSG00000266415
MIR4637,ENSG00000264792
MIR4638,ENSG00000264732
MIR4639,ENSG00000263712
MIR4640,ENSG00000263559
MIR4640,ENSG00000264008
MIR4640,ENSG00000264594
MIR4640,ENSG00000265336
MIR4640,ENSG00000265505
MIR4640,ENSG00000272188
MIR4640,ENSG00000284370
MIR4641,ENSG00000266494
MIR4642,ENSG00000266619
MIR4643,ENSG00000263734
MIR4644,ENSG00000266245
MIR4644,ENSG00000276285
MIR4645,ENSG00000266750
MIR4646,ENSG00000264873
MIR4646,ENSG00000265412
MIR4646,ENSG00000265989
MIR4646,ENSG00000266271
MIR4646,ENSG00000266384
MIR4646,ENSG00000266418
MIR4646,ENSG00000266776
MIR4647,ENSG00000265700
MIR4647,ENSG00000284427
MIR4648,ENSG00000264357
MIR4649,ENSG00000264652
MIR4649,ENSG00000284412
MIR4650-1,ENSG00000266525
MIR4650-2,ENSG00000264494
MIR4651,ENSG00000265020
MIR4651,ENSG00000284334
MIR4652,ENSG00000265423
MIR4653,ENSG00000264425
MIR4654,ENSG00000266144
MIR4655,ENSG00000265089
MIR4656,ENSG00000264474
MIR4657,ENSG00000264326
MIR4657,ENSG00000284261
MIR4658,ENSG00000266154
MIR4658,ENSG00000284518
MIR4659A,ENSG00000266038
MIR4659B,ENSG00000266038
MIR4659B,ENSG00000283386
MIR466,ENSG00000265376
MIR4660,ENSG00000263407
MIR4661,ENSG00000266194
MIR4662A,ENSG00000263735
MIR4662A,ENSG00000283609
MIR4662B,ENSG00000263735
MIR4663,ENSG00000266324
MIR4664,ENSG00000265660
MIR4664,ENSG00000274530
MIR4665,ENSG00000263575
MIR4666A,ENSG00000266174
MIR4666B,ENSG00000264090
MIR4667,ENSG00000263892
MIR4668,ENSG00000266315
MIR4669,ENSG00000263897
MIR4670,ENSG00000264158
MIR4671,ENSG00000264377
MIR4672,ENSG00000263979
MIR4673,ENSG00000263403
MIR4674,ENSG00000265181
MIR4674HG,ENSG00000237886
MIR4675,ENSG00000265372
MIR4676,ENSG00000266719
MIR4677,ENSG00000265201
MIR4677,ENSG00000275817
MIR4678,ENSG00000283672
MIR4679-1,ENSG00000265375
MIR4679-1,ENSG00000283664
MIR4679-2,ENSG00000265375
MIR4680,ENSG00000265827
MIR4680,ENSG00000284482
MIR4681,ENSG00000265719
MIR4682,ENSG00000265370
MIR4683,ENSG00000264780
MIR4683,ENSG00000284265
MIR4684,ENSG00000265422
MIR4685,ENSG00000264610
MIR4686,ENSG00000265258
MIR4687,ENSG00000263421
MIR4687,ENSG00000284525
MIR4688,ENSG00000264102
MIR4689,ENSG00000264101
MIR4690,ENSG00000266041
MIR4691,ENSG00000266737
MIR4691,ENSG00000284435
MIR4692,ENSG00000265064
MIR4693,ENSG00000264200
MIR4694,ENSG00000264309
MIR4695,ENSG00000265606
MIR4696,ENSG00000265902
MIR4697,ENSG00000264919
MIR4697,ENSG00000284020
MIR4697HG,ENSG00000280237
MIR4698,ENSG00000263838
MIR4699,ENSG00000265227
MIR4700,ENSG00000265455
MIR4700,ENSG00000284143
MIR4701,ENSG00000264201
MIR4703,ENSG00000266611
MIR4704,ENSG00000263561
MIR4705,ENSG00000264482
MIR4706,ENSG00000266531
MIR4707,ENSG00000265037
MIR4707,ENSG00000284118
MIR4708,ENSG00000266740
MIR4709,ENSG00000265649
MIR4709,ENSG00000283944
MIR4710,ENSG00000265291
MIR4711,ENSG00000266150
MIR4712,ENSG00000264109
MIR4712,ENSG00000284284
MIR4713,ENSG00000266593
MIR4713HG,ENSG00000259240
MIR4714,ENSG00000264480
MIR4715,ENSG00000266517
MIR4716,ENSG00000264210
MIR4717,ENSG00000264004
MIR4718,ENSG00000264733
MIR4719,ENSG00000266426
MIR4720,ENSG00000273048
MIR4720,ENSG00000284473
MIR4721,ENSG00000264455
MIR4721,ENSG00000283845
MIR4722,ENSG00000265672
MIR4722,ENSG00000284585
MIR4723,ENSG00000264302
MIR4723,ENSG00000284532
MIR4724,ENSG00000266459
MIR4724,ENSG00000284424
MIR4725,ENSG00000265976
MIR4726,ENSG00000273627
MIR4726,ENSG00000275057
MIR4727,ENSG00000274054
MIR4727,ENSG00000278417
MIR4728,ENSG00000265178
MIR4729,ENSG00000263857
MIR4730,ENSG00000264961
MIR4731,ENSG00000265110
MIR4732,ENSG00000264066
MIR4732,ENSG00000278521
MIR4732,ENSG00000284085
MIR4733,ENSG00000265444
MIR4733HG,ENSG00000264107
MIR4734,ENSG00000274217
MIR4734,ENSG00000275238
MIR4735,ENSG00000265986
MIR4736,ENSG00000264399
MIR4737,ENSG00000264049
MIR4738,ENSG00000263565
MIR4738,ENSG00000283853
MIR4739,ENSG00000266665
MIR4740,ENSG00000266392
MIR4741,ENSG00000264817
MIR4741,ENSG00000284331
MIR4742,ENSG00000266618
MIR4743,ENSG00000266276
MIR4744,ENSG00000263849
MIR4745,ENSG00000265767
MIR4745,ENSG00000284361
MIR4746,ENSG00000266437
MIR4747,ENSG00000263409
MIR4748,ENSG00000265879
MIR4749,ENSG00000265954
MIR4750,ENSG00000263462
MIR4750,ENSG00000284394
MIR4751,ENSG00000265438
MIR4751,ENSG00000283842
MIR4752,ENSG00000264703
MIR4752,ENSG00000275204
MIR4752,ENSG00000277461
MIR4752,ENSG00000277989
MIR4752,ENSG00000278394
MIR4753,ENSG00000263439
MIR4754,ENSG00000266640
MIR4755,ENSG00000264616
MIR4756,ENSG00000265595
MIR4757,ENSG00000266738
MIR4758,ENSG00000265329
MIR4758,ENSG00000284074
MIR4759,ENSG00000266133
MIR4760,ENSG00000263973
MIR4761,ENSG00000265087
MIR4761,ENSG00000284031
MIR4762,ENSG00000264160
MIR4763,ENSG00000264147
MIR4763,ENSG00000284175
MIR4764,ENSG00000266012
MIR4765,ENSG00000265057
MIR4766,ENSG00000266594
MIR4767,ENSG00000264268
MIR4768,ENSG00000265465
MIR4769,ENSG00000263858
MIR4770,ENSG00000265284
MIR4771-1,ENSG00000264793
MIR4771-1,ENSG00000266063
MIR4771-2,ENSG00000264793
MIR4771-2,ENSG00000266063
MIR4772,ENSG00000264764
MIR4773-1,ENSG00000264684
MIR4773-2,ENSG00000264684
MIR4773-2,ENSG00000283569
MIR4774,ENSG00000265694
MIR4775,ENSG00000264900
MIR4775,ENSG00000284079
MIR4776-1,ENSG00000266354
MIR4776-2,ENSG00000266354
MIR4776-2,ENSG00000283637
MIR4777,ENSG00000263641
MIR4778,ENSG00000264525
MIR4779,ENSG00000265420
MIR4780,ENSG00000265003
MIR4781,ENSG00000264208
MIR4781,ENSG00000283749
MIR4782,ENSG00000265429
MIR4783,ENSG00000264075
MIR4784,ENSG00000265575
MIR4784,ENSG00000284149
MIR4785,ENSG00000263948
MIR4785,ENSG00000283734
MIR4786,ENSG00000264279
MIR4787,ENSG00000272543
MIR4788,ENSG00000263554
MIR4788,ENSG00000284561
MIR4789,ENSG00000264974
MIR4790,ENSG00000265180
MIR4791,ENSG00000271898
MIR4792,ENSG00000265028
MIR4793,ENSG00000263898
MIR4793,ENSG00000284575
MIR4794,ENSG00000264470
MIR4795,ENSG00000264119
MIR4796,ENSG00000264623
MIR4797,ENSG00000265850
MIR4798,ENSG00000264658
MIR4799,ENSG00000264274
MIR4800,ENSG00000265080
MIR4800,ENSG00000284276
MIR4801,ENSG00000264319
MIR4802,ENSG00000263642
MIR4803,ENSG00000264099
MIR4804,ENSG00000263593
MIR483,ENSG00000207805
MIR484,ENSG00000272213
MIR484,ENSG00000276834
MIR484,ENSG00000283736
MIR485,ENSG00000208027
MIR486-1,ENSG00000274705
MIR486-2,ENSG00000274705
MIR486-2,ENSG00000283450
MIR487A,ENSG00000207558
MIR487A,ENSG00000207742
MIR487B,ENSG00000207754
MIR488,ENSG00000202609
MIR489,ENSG00000207656
MIR490,ENSG00000207597
MIR490,ENSG00000234352
MIR491,ENSG00000207609
MIR492,ENSG00000208038
MIR492,ENSG00000283998
MIR493,ENSG00000207989
MIR493HG,ENSG00000258399
MIR494,ENSG00000194717
MIR495,ENSG00000207743
MIR496,ENSG00000207961
MIR497,ENSG00000273895
MIR497,ENSG00000284027
MIR497HG,ENSG00000267532
MIR498,ENSG00000207869
MIR4999,ENSG00000265390
MIR499A,ENSG00000207635
MIR499B,ENSG00000283441
MIR5000,ENSG00000263909
MIR5001,ENSG00000266620
MIR5001,ENSG00000284407
MIR5002,ENSG00000266383
MIR5003,ENSG00000265160
MIR5004,ENSG00000264085
MIR5004,ENSG00000266856
MIR5004,ENSG00000284256
MIR5006,ENSG00000264190
MIR5006,ENSG00000284584
MIR5007,ENSG00000264387
MIR5008,ENSG00000264483
MIR5009,ENSG00000264796
MIR500A,ENSG00000207785
MIR500B,ENSG00000239057
MIR501,ENSG00000211538
MIR5010,ENSG00000265611
MIR5010,ENSG00000283929
MIR5011,ENSG00000263354
MIR502,ENSG00000272080
MIR503,ENSG00000208005
MIR503HG,ENSG00000223749
MIR504,ENSG00000207800
MIR5047,ENSG00000266241
MIR5047,ENSG00000284368
MIR505,ENSG00000207633
MIR506,ENSG00000207731
MIR507,ENSG00000207969
MIR508,ENSG00000207589
MIR5087,ENSG00000283676
MIR5088,ENSG00000274306
MIR5089,ENSG00000264999
MIR509-1,ENSG00000208000
MIR509-2,ENSG00000212013
MIR509-3,ENSG00000212014
MIR5090,ENSG00000266715
MIR5090,ENSG00000284176
MIR5091,ENSG00000266240
MIR5092,ENSG00000264986
MIR5093,ENSG00000266307
MIR5094,ENSG00000264966
MIR5095,ENSG00000266188
MIR5096,ENSG00000266270
MIR510,ENSG00000207641
MIR5100,ENSG00000263795
MIR511,ENSG00000207938
MIR512-1,ENSG00000207645
MIR512-2,ENSG00000207644
MIR513A1,ENSG00000207873
MIR513A2,ENSG00000207984
MIR513B,ENSG00000207871
MIR513C,ENSG00000216171
MIR514A1,ENSG00000207868
MIR514A2,ENSG00000207866
MIR514A3,ENSG00000207867
MIR514B,ENSG00000252583
MIR515-1,ENSG00000207616
MIR515-2,ENSG00000207615
MIR516A1,ENSG00000207767
MIR516A2,ENSG00000207620
MIR516B1,ENSG00000207946
MIR516B2,ENSG00000207925
MIR517A,ENSG00000207734
MIR517B,ENSG00000207837
MIR517C,ENSG00000207838
MIR5186,ENSG00000264330
MIR5187,ENSG00000263548
MIR5187,ENSG00000284035
MIR5188,ENSG00000265345
MIR5189,ENSG00000263456
MIR518A1,ENSG00000207803
MIR518A2,ENSG00000207699
MIR518B,ENSG00000207862
MIR518C,ENSG00000207553
MIR518C,ENSG00000280867
MIR518C,ENSG00000283490
MIR518D,ENSG00000207747
MIR518D,ENSG00000283330
MIR518E,ENSG00000207987
MIR518F,ENSG00000207706
MIR5190,ENSG00000266146
MIR5191,ENSG00000264802
MIR5192,ENSG00000266097
MIR5193,ENSG00000263506
MIR5193,ENSG00000283726
MIR5194,ENSG00000264653
MIR5195,ENSG00000265929
MIR5195,ENSG00000275366
MIR5196,ENSG00000263397
MIR5196,ENSG00000284034
MIR5197,ENSG00000266478
MIR519A1,ENSG00000207992
MIR519A2,ENSG00000269842
MIR519A2,ENSG00000276549
MIR519A2,ENSG00000284362
MIR519B,ENSG00000207825
MIR519C,ENSG00000207788
MIR519D,ENSG00000207981
MIR519E,ENSG00000207810
MIR520A,ENSG00000207594
MIR520B,ENSG00000207722
MIR520C,ENSG00000207738
MIR520D,ENSG00000207735
MIR520E,ENSG00000207599
MIR520F,ENSG00000207555
MIR520F,ENSG00000280524
MIR520F,ENSG00000283540
MIR520G,ENSG00000207799
MIR520H,ENSG00000207861
MIR521-1,ENSG00000207634
MIR521-2,ENSG00000207549
MIR522,ENSG00000207806
MIR522,ENSG00000281751
MIR522,ENSG00000283685
MIR523,ENSG00000208016
MIR523,ENSG00000283455
MIR524,ENSG00000207977
MIR524,ENSG00000280911
MIR524,ENSG00000283289
MIR525,ENSG00000207711
MIR526A1,ENSG00000207629
MIR526A2,ENSG00000211532
MIR526B,ENSG00000207580
MIR527,ENSG00000207979
MIR532,ENSG00000207758
MIR539,ENSG00000202560
MIR541,ENSG00000216179
MIR542,ENSG00000207784
MIR543,ENSG00000212040
MIR544A,ENSG00000207587
MIR544B,ENSG00000265981
MIR545,ENSG00000207820
MIR548A1,ENSG00000207775
MIR548A1HG,ENSG00000283408
MIR548A2,ENSG00000207689
MIR548A3,ENSG00000208032
MIR548AA1,ENSG00000207704
MIR548AA2,ENSG00000207688
MIR548AA2,ENSG00000263690
MIR548AB,ENSG00000265328
MIR548AC,ENSG00000264419
MIR548AD,ENSG00000265301
MIR548AE1,ENSG00000266808
MIR548AE2,ENSG00000265699
MIR548AG1,ENSG00000265829
MIR548AG2,ENSG00000265617
MIR548AH,ENSG00000275761
MIR548AH,ENSG00000283682
MIR548AI,ENSG00000265226
MIR548AJ1,ENSG00000265669
MIR548AJ2,ENSG00000221466
MIR548AK,ENSG00000265653
MIR548AL,ENSG00000264402
MIR548AM,ENSG00000265144
MIR548AN,ENSG00000263515
MIR548AO,ENSG00000263372
MIR548AP,ENSG00000264406
MIR548AQ,ENSG00000265470
MIR548AR,ENSG00000264539
MIR548AS,ENSG00000263741
MIR548AT,ENSG00000264314
MIR548AU,ENSG00000283146
MIR548AV,ENSG00000263750
MIR548AW,ENSG00000263816
MIR548AX,ENSG00000263652
MIR548AY,ENSG00000276147
MIR548AZ,ENSG00000276479
MIR548B,ENSG00000207982
MIR548BA,ENSG00000212036
MIR548BA,ENSG00000266778
MIR548BB,ENSG00000281426
MIR548C,ENSG00000207546
MIR548D1,ENSG00000207704
MIR548D1,ENSG00000283172
MIR548D2,ENSG00000207688
MIR548D2,ENSG00000263690
MIR548E,ENSG00000221214
MIR548F1,ENSG00000221594
MIR548F2,ENSG00000221782
MIR548F3,ENSG00000221436
MIR548F4,ENSG00000221442
MIR548F5,ENSG00000221348
MIR548G,ENSG00000221369
MIR548H1,ENSG00000221537
MIR548H2,ENSG00000221801
MIR548H3,ENSG00000221698
MIR548H4,ENSG00000221616
MIR548H5,ENSG00000266807
MIR548I1,ENSG00000221737
MIR548I1,ENSG00000277343
MIR548I2,ENSG00000221275
MIR548I3,ENSG00000221305
MIR548I4,ENSG00000221494
MIR548J,ENSG00000221760
MIR548K,ENSG00000221333
MIR548L,ENSG00000221230
MIR548M,ENSG00000221187
MIR548N,ENSG00000221669
MIR548O,ENSG00000221510
MIR548O2,ENSG00000275453
MIR548P,ENSG00000221263
MIR548Q,ENSG00000221331
MIR548S,ENSG00000265056
MIR548T,ENSG00000221296
MIR548U,ENSG00000212017
MIR548V,ENSG00000265520
MIR548W,ENSG00000265005
MIR548X,ENSG00000265841
MIR548X2,ENSG00000263581
MIR548XHG,ENSG00000224141
MIR548Y,ENSG00000263945
MIR548Z,ENSG00000266016
MIR549A,ENSG00000208003
MIR550A1,ENSG00000207771
MIR550A2,ENSG00000207573
MIR550A3,ENSG00000212024
MIR550B1,ENSG00000283237
MIR550B2,ENSG00000283461
MIR551A,ENSG00000207776
MIR551B,ENSG00000207717
MIR552,ENSG00000207941
MIR553,ENSG00000207750
MIR554,ENSG00000207606
MIR555,ENSG00000207720
MIR555,ENSG00000283701
MIR556,ENSG00000207729
MIR557,ENSG00000207974
MIR5571,ENSG00000264824
MIR5572,ENSG00000266542
MIR5572,ENSG00000284059
MIR5579,ENSG00000266570
MIR558,ENSG00000207653
MIR5580,ENSG00000266431
MIR5581,ENSG00000263675
MIR5582,ENSG00000263540
MIR5583-1,ENSG00000266148
MIR5583-2,ENSG00000266148
