Symbol,Ensembl_Gene_ID
MTCO1P56,ENSG00000220340
MTCO1P57,ENSG00000232975
MTCO1P58,ENSG00000234594
MTCO1P59,ENSG00000231961
MTCO1P6,ENSG00000240309
MTCO1P7,ENSG00000236211
MTCO1P8,ENSG00000234700
MTCO1P9,ENSG00000251223
MTCO2P1,ENSG00000229690
MTCO2P10,ENSG00000284291
MTCO2P11,ENSG00000235917
MTCO2P12,ENSG00000229344
MTCO2P15,ENSG00000255417
MTCO2P16,ENSG00000234842
MTCO2P17,ENSG00000233888
MTCO2P18,ENSG00000234480
MTCO2P19,ENSG00000237628
MTCO2P2,ENSG00000267541
MTCO2P20,ENSG00000231576
MTCO2P21,ENSG00000236689
MTCO2P22,ENSG00000270225
MTCO2P23,ENSG00000235803
MTCO2P24,ENSG00000249990
MTCO2P25,ENSG00000230654
MTCO2P27,ENSG00000230321
MTCO2P29,ENSG00000243257
MTCO2P3,ENSG00000230009
MTCO2P30,ENSG00000250808
MTCO2P31,ENSG00000217160
MTCO2P32,ENSG00000248951
MTCO2P33,ENSG00000217083
MTCO2P34,ENSG00000232198
MTCO2P4,ENSG00000253977
MTCO2P5,ENSG00000231766
MTCO2P6,ENSG00000240951
MTCO2P7,ENSG00000230496
MTCO2P8,ENSG00000234234
MTCO2P9,ENSG00000249386
MTCO3P1,ENSG00000228025
MTCO3P1,ENSG00000228845
MTCO3P1,ENSG00000229710
MTCO3P1,ENSG00000233317
MTCO3P1,ENSG00000235040
MTCO3P1,ENSG00000236629
MTCO3P1,ENSG00000237145
MTCO3P10,ENSG00000231537
MTCO3P11,ENSG00000237711
MTCO3P12,ENSG00000198744
MTCO3P13,ENSG00000264316
MTCO3P15,ENSG00000254895
MTCO3P16,ENSG00000227736
MTCO3P17,ENSG00000237542
MTCO3P18,ENSG00000227661
MTCO3P19,ENSG00000224471
MTCO3P2,ENSG00000232102
MTCO3P20,ENSG00000225557
MTCO3P21,ENSG00000232752
MTCO3P22,ENSG00000270388
MTCO3P23,ENSG00000259651
MTCO3P24,ENSG00000262158
MTCO3P27,ENSG00000251430
MTCO3P28,ENSG00000248328
MTCO3P29,ENSG00000228069
MTCO3P30,ENSG00000229080
MTCO3P31,ENSG00000217044
MTCO3P35,ENSG00000242836
MTCO3P38,ENSG00000242456
MTCO3P39,ENSG00000268736
MTCO3P4,ENSG00000228851
MTCO3P40,ENSG00000228046
MTCO3P41,ENSG00000237466
MTCO3P42,ENSG00000268391
MTCO3P43,ENSG00000227788
MTCO3P44,ENSG00000248654
MTCO3P45,ENSG00000232128
MTCO3P46,ENSG00000235761
MTCO3P47,ENSG00000239568
MTCO3P5,ENSG00000225476
MTCO3P7,ENSG00000249997
MTCO3P8,ENSG00000233385
MTCO3P9,ENSG00000249698
MTCYBP1,ENSG00000234179
MTCYBP10,ENSG00000233285
MTCYBP11,ENSG00000224288
MTCYBP12,ENSG00000226313
MTCYBP13,ENSG00000266529
MTCYBP14,ENSG00000238236
MTCYBP15,ENSG00000232154
MTCYBP16,ENSG00000251385
MTCYBP17,ENSG00000249247
MTCYBP18,ENSG00000244921
MTCYBP19,ENSG00000253504
MTCYBP2,ENSG00000217179
MTCYBP20,ENSG00000254118
MTCYBP21,ENSG00000224747
MTCYBP22,ENSG00000270232
MTCYBP23,ENSG00000259671
MTCYBP24,ENSG00000236232
MTCYBP27,ENSG00000259012
MTCYBP28,ENSG00000260161
MTCYBP29,ENSG00000224880
MTCYBP3,ENSG00000232373
MTCYBP31,ENSG00000226579
MTCYBP32,ENSG00000229794
MTCYBP33,ENSG00000263241
MTCYBP34,ENSG00000237129
MTCYBP35,ENSG00000251340
MTCYBP36,ENSG00000216853
MTCYBP37,ENSG00000248765
MTCYBP38,ENSG00000226414
MTCYBP39,ENSG00000226341
MTCYBP4,ENSG00000220113
MTCYBP40,ENSG00000248931
MTCYBP41,ENSG00000254650
MTCYBP42,ENSG00000228803
MTCYBP43,ENSG00000250624
MTCYBP44,ENSG00000248282
MTCYBP45,ENSG00000224338
MTCYBP5,ENSG00000234671
MTCYBP6,ENSG00000230605
MTCYBP7,ENSG00000227789
MTCYBP8,ENSG00000233550
MTCYBP9,ENSG00000229935
MTND1P1,ENSG00000226529
MTND1P10,ENSG00000229088
MTND1P11,ENSG00000228166
MTND1P12,ENSG00000225433
MTND1P14,ENSG00000227225
MTND1P15,ENSG00000264168
MTND1P16,ENSG00000239586
MTND1P17,ENSG00000228122
MTND1P18,ENSG00000225276
MTND1P19,ENSG00000251449
MTND1P2,ENSG00000235646
MTND1P20,ENSG00000226794
MTND1P21,ENSG00000235940
MTND1P22,ENSG00000251407
MTND1P23,ENSG00000225972
MTND1P24,ENSG00000257858
MTND1P26,ENSG00000234576
MTND1P27,ENSG00000223921
MTND1P28,ENSG00000230158
MTND1P29,ENSG00000237722
MTND1P3,ENSG00000239648
MTND1P30,ENSG00000238047
MTND1P31,ENSG00000235170
MTND1P32,ENSG00000232282
MTND1P33,ENSG00000235539
MTND1P34,ENSG00000225514
MTND1P35,ENSG00000255055
MTND1P36,ENSG00000253245
MTND1P37,ENSG00000283456
MTND1P4,ENSG00000230764
MTND1P5,ENSG00000253795
MTND1P6,ENSG00000254346
MTND1P7,ENSG00000253828
MTND1P7,ENSG00000282321
MTND1P8,ENSG00000263177
MTND1P9,ENSG00000228995
MTND2P11,ENSG00000237124
MTND2P12,ENSG00000228725
MTND2P13,ENSG00000263914
MTND2P14,ENSG00000240796
MTND2P15,ENSG00000231152
MTND2P16,ENSG00000230818
MTND2P17,ENSG00000258239
MTND2P18,ENSG00000234939
MTND2P19,ENSG00000231567
MTND2P2,ENSG00000229954
MTND2P20,ENSG00000229701
MTND2P21,ENSG00000230950
MTND2P22,ENSG00000231954
MTND2P23,ENSG00000232631
MTND2P24,ENSG00000231947
MTND2P25,ENSG00000228182
MTND2P26,ENSG00000254565
MTND2P28,ENSG00000225630
MTND2P29,ENSG00000233595
MTND2P3,ENSG00000234850
MTND2P30,ENSG00000227937
MTND2P31,ENSG00000251252
MTND2P32,ENSG00000254090
MTND2P33,ENSG00000248907
MTND2P38,ENSG00000253828
MTND2P39,ENSG00000230130
MTND2P4,ENSG00000230252
MTND2P40,ENSG00000236483
MTND2P41,ENSG00000283131
MTND2P5,ENSG00000224354
MTND2P6,ENSG00000237309
MTND2P7,ENSG00000253970
MTND2P8,ENSG00000237257
MTND2P9,ENSG00000225901
MTND3P1,ENSG00000226118
MTND3P10,ENSG00000233286
MTND3P12,ENSG00000259626
MTND3P13,ENSG00000263196
MTND3P15,ENSG00000283940
MTND3P16,ENSG00000224590
MTND3P17,ENSG00000233134
MTND3P18,ENSG00000283865
MTND3P19,ENSG00000271480
MTND3P2,ENSG00000230052
MTND3P20,ENSG00000220733
MTND3P21,ENSG00000235794
MTND3P22,ENSG00000248946
MTND3P23,ENSG00000238288
MTND3P24,ENSG00000249045
MTND3P25,ENSG00000249192
MTND3P3,ENSG00000249127
MTND3P4,ENSG00000230302
MTND3P5,ENSG00000251353
MTND3P6,ENSG00000242214
MTND3P7,ENSG00000240824
MTND3P8,ENSG00000232714
MTND3P9,ENSG00000227557
MTND4LP1,ENSG00000231501
MTND4LP10,ENSG00000240084
MTND4LP11,ENSG00000234163
MTND4LP12,ENSG00000236300
MTND4LP13,ENSG00000235318
MTND4LP14,ENSG00000243104
MTND4LP16,ENSG00000234731
MTND4LP17,ENSG00000241221
MTND4LP18,ENSG00000254747
MTND4LP19,ENSG00000219087
MTND4LP2,ENSG00000248315
MTND4LP20,ENSG00000220514
MTND4LP21,ENSG00000231582
MTND4LP22,ENSG00000248133
MTND4LP24,ENSG00000262259
MTND4LP25,ENSG00000260067
MTND4LP26,ENSG00000254015
MTND4LP3,ENSG00000239632
MTND4LP30,ENSG00000198868
MTND4LP31,ENSG00000248259
MTND4LP32,ENSG00000283481
MTND4LP5,ENSG00000270350
MTND4LP7,ENSG00000240791
MTND4LP9,ENSG00000227795
MTND4P1,ENSG00000228597
MTND4P10,ENSG00000226663
MTND4P11,ENSG00000234099
MTND4P12,ENSG00000247627
MTND4P13,ENSG00000216713
MTND4P14,ENSG00000236254
MTND4P15,ENSG00000227321
MTND4P16,ENSG00000241787
MTND4P17,ENSG00000242178
MTND4P18,ENSG00000228694
MTND4P19,ENSG00000230338
MTND4P2,ENSG00000248704
MTND4P20,ENSG00000233377
MTND4P21,ENSG00000231777
MTND4P22,ENSG00000232772
MTND4P23,ENSG00000225796
MTND4P24,ENSG00000232177
MTND4P25,ENSG00000226700
MTND4P26,ENSG00000234065
MTND4P27,ENSG00000230548
MTND4P28,ENSG00000233709
MTND4P29,ENSG00000249177
MTND4P3,ENSG00000225959
MTND4P30,ENSG00000227454
MTND4P31,ENSG00000235382
MTND4P32,ENSG00000226056
MTND4P33,ENSG00000258762
MTND4P34,ENSG00000262322
MTND4P35,ENSG00000270906
MTND4P4,ENSG00000225295
MTND4P5,ENSG00000227584
MTND4P6,ENSG00000224042
MTND4P7,ENSG00000253257
MTND4P8,ENSG00000248548
MTND4P9,ENSG00000250050
MTND5P1,ENSG00000227999
MTND5P10,ENSG00000271687
MTND5P11,ENSG00000248923
MTND5P12,ENSG00000251544
MTND5P13,ENSG00000250169
MTND5P14,ENSG00000230225
MTND5P15,ENSG00000231888
MTND5P16,ENSG00000243658
MTND5P17,ENSG00000236626
MTND5P18,ENSG00000227860
MTND5P19,ENSG00000231199
MTND5P2,ENSG00000229622
MTND5P20,ENSG00000238256
MTND5P21,ENSG00000255123
MTND5P22,ENSG00000238046
MTND5P23,ENSG00000235080
MTND5P24,ENSG00000224852
MTND5P25,ENSG00000227348
MTND5P26,ENSG00000234886
MTND5P27,ENSG00000225045
MTND5P28,ENSG00000223549
MTND5P29,ENSG00000234934
MTND5P3,ENSG00000232447
MTND5P30,ENSG00000233039
MTND5P31,ENSG00000227841
MTND5P32,ENSG00000259379
MTND5P33,ENSG00000261904
MTND5P34,ENSG00000260147
MTND5P35,ENSG00000258923
MTND5P4,ENSG00000251212
MTND5P40,ENSG00000259593
MTND5P41,ENSG00000253685
MTND5P42,ENSG00000283578
MTND5P5,ENSG00000251149
MTND5P6,ENSG00000228440
MTND5P7,ENSG00000230531
MTND5P8,ENSG00000230999
MTND5P9,ENSG00000248748
MTND6P1,ENSG00000223955
MTND6P10,ENSG00000227275
MTND6P11,ENSG00000226839
MTND6P12,ENSG00000235039
MTND6P13,ENSG00000234901
MTND6P14,ENSG00000235638
MTND6P15,ENSG00000225723
MTND6P16,ENSG00000249893
MTND6P17,ENSG00000249770
MTND6P18,ENSG00000227714
MTND6P19,ENSG00000254384
MTND6P2,ENSG00000250389
MTND6P20,ENSG00000254156
MTND6P21,ENSG00000223431
MTND6P22,ENSG00000270230
MTND6P24,ENSG00000232922
MTND6P25,ENSG00000255316
MTND6P29,ENSG00000283311
MTND6P3,ENSG00000254132
MTND6P32,ENSG00000227649
MTND6P33,ENSG00000262107
MTND6P35,ENSG00000283879
MTND6P4,ENSG00000249119
MTND6P5,ENSG00000227730
MTND6P6,ENSG00000240034
MTND6P7,ENSG00000224695
MTND6P8,ENSG00000248136
MTND6P9,ENSG00000233248
