Symbol,Ensembl_Gene_ID
MTATP6P1,ENSG00000248527
MTATP6P10,ENSG00000283626
MTATP6P11,ENSG00000228097
MTATP6P13,ENSG00000229842
MTATP6P14,ENSG00000233449
MTATP6P15,ENSG00000254931
MTATP6P16,ENSG00000224299
MTATP6P17,ENSG00000235433
MTATP6P18,ENSG00000227035
MTATP6P19,ENSG00000228316
MTATP6P2,ENSG00000270307
MTATP6P20,ENSG00000237948
MTATP6P21,ENSG00000226392
MTATP6P22,ENSG00000249580
MTATP6P23,ENSG00000230755
MTATP6P24,ENSG00000262381
MTATP6P25,ENSG00000262095
MTATP6P26,ENSG00000236878
MTATP6P27,ENSG00000234003
MTATP6P29,ENSG00000232179
MTATP6P3,ENSG00000263483
MTATP6P30,ENSG00000226998
MTATP6P31,ENSG00000218776
MTATP6P4,ENSG00000236590
MTATP6P5,ENSG00000284167
MTATP6P7,ENSG00000232990
MTATP6P8,ENSG00000283547
MTATP6P9,ENSG00000248420
MTATP8P1,ENSG00000240409
MTATP8P2,ENSG00000229604
MTCO1P1,ENSG00000280243
MTCO1P10,ENSG00000236692
MTCO1P11,ENSG00000224083
MTCO1P12,ENSG00000237973
MTCO1P14,ENSG00000232551
MTCO1P15,ENSG00000255350
MTCO1P17,ENSG00000223619
MTCO1P18,ENSG00000237910
MTCO1P19,ENSG00000237300
MTCO1P2,ENSG00000259045
MTCO1P20,ENSG00000233764
MTCO1P21,ENSG00000226960
MTCO1P22,ENSG00000271207
MTCO1P23,ENSG00000235524
MTCO1P24,ENSG00000249448
MTCO1P25,ENSG00000229031
MTCO1P27,ENSG00000232579
MTCO1P28,ENSG00000262118
MTCO1P29,ENSG00000240452
MTCO1P3,ENSG00000228930
MTCO1P30,ENSG00000248729
MTCO1P31,ENSG00000251476
MTCO1P35,ENSG00000250630
MTCO1P38,ENSG00000283174
MTCO1P39,ENSG00000224254
MTCO1P4,ENSG00000253556
MTCO1P40,ENSG00000262902
MTCO1P42,ENSG00000230327
MTCO1P43,ENSG00000228898
MTCO1P44,ENSG00000227149
MTCO1P45,ENSG00000232982
MTCO1P46,ENSG00000236007
MTCO1P47,ENSG00000254241
MTCO1P48,ENSG00000237055
MTCO1P49,ENSG00000253916
MTCO1P5,ENSG00000233026
MTCO1P51,ENSG00000232981
MTCO1P52,ENSG00000229760
MTCO1P53,ENSG00000230916
MTCO1P54,ENSG00000233311
MTCO1P55,ENSG00000241926
