Ensembl_Gene_ID,Symbol,qc_group,qc_label,ensembl_releases,biotypes
ENSG00000221520,MIR1285-1,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221238,MIR1285-2,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221039,MIR1286,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221419,MIR1287,small_ncrna,small noncoding RNA,77;78;79;80;81;83,miRNA
ENSG00000284415,MIR1287,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221355,MIR1288,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221763,MIR1289-1,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221287,MIR1289-2,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000207705,MIR129-1,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000199077,MIR129-2,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221662,MIR1290,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000281842,MIR1291,small_ncrna,small noncoding RNA,87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221062,MIR1292,small_ncrna,small noncoding RNA,77;78;79;80;81;83,miRNA
ENSG00000284481,MIR1292,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221604,MIR1293,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221430,MIR1294,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221390,MIR1295A,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000283598,MIR1295B,small_ncrna,small noncoding RNA,87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221063,MIR1296,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000283126,MIR1297,small_ncrna,small noncoding RNA,87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221710,MIR1298,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000275377,MIR1299,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221445,MIR1301,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221560,MIR1302-1,small_ncrna,small noncoding RNA,77;78;79,miRNA
ENSG00000283507,MIR1302-1,small_ncrna,small noncoding RNA,87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000243485,MIR1302-10,small_ncrna,small noncoding RNA,77,lincRNA
ENSG00000259553,MIR1302-10,small_ncrna,small noncoding RNA,87,lincRNA
ENSG00000267588,MIR1302-10,small_ncrna,small noncoding RNA,78,lincRNA
ENSG00000275604,MIR1302-10,small_ncrna,small noncoding RNA,80,miRNA
ENSG00000275690,MIR1302-10,small_ncrna,small noncoding RNA,79;83,miRNA
ENSG00000284557,MIR1302-10,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000243485,MIR1302-11,small_ncrna,small noncoding RNA,78,lincRNA
ENSG00000274890,MIR1302-11,small_ncrna,small noncoding RNA,77,miRNA
ENSG00000275604,MIR1302-11,small_ncrna,small noncoding RNA,77;79;81;83,miRNA
ENSG00000275690,MIR1302-11,small_ncrna,small noncoding RNA,77,miRNA
ENSG00000278579,MIR1302-11,small_ncrna,small noncoding RNA,77;80,miRNA
ENSG00000282807,MIR1302-11,small_ncrna,small noncoding RNA,87,lincRNA
ENSG00000283801,MIR1302-11,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000227518,MIR1302-2,small_ncrna,small noncoding RNA,78,antisense
ENSG00000243485,MIR1302-2,small_ncrna,small noncoding RNA,87,lincRNA
ENSG00000267588,MIR1302-2,small_ncrna,small noncoding RNA,77,lincRNA
ENSG00000274890,MIR1302-2,small_ncrna,small noncoding RNA,80;81;83,miRNA
ENSG00000278579,MIR1302-2,small_ncrna,small noncoding RNA,79,miRNA
ENSG00000284332,MIR1302-2,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000243485,MIR1302-2HG,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,lincRNA;lncRNA
ENSG00000221055,MIR1302-3,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221628,MIR1302-4,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221091,MIR1302-5,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221393,MIR1302-6,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221768,MIR1302-7,small_ncrna,small noncoding RNA,87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221269,MIR1302-8,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000227518,MIR1302-9,small_ncrna,small noncoding RNA,77;87,antisense
ENSG00000274890,MIR1302-9,small_ncrna,small noncoding RNA,78;79,miRNA
ENSG00000275604,MIR1302-9,small_ncrna,small noncoding RNA,78,miRNA
ENSG00000275690,MIR1302-9,small_ncrna,small noncoding RNA,78;80;81,miRNA
ENSG00000278579,MIR1302-9,small_ncrna,small noncoding RNA,78;81;83,miRNA
ENSG00000283921,MIR1302-9,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000227518,MIR1302-9HG,small_ncrna,small noncoding RNA,103;105;107;108;109;110;111;112;114,lncRNA
ENSG00000221552,MIR1303,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221170,MIR1304,small_ncrna,small noncoding RNA,77;78;79;80;81;83,miRNA
ENSG00000284458,MIR1304,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221227,MIR1305,small_ncrna,small noncoding RNA,77;78;79;80;81;83;87;93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221366,MIR1306,small_ncrna,small noncoding RNA,77;78;79;80;81;83,miRNA
ENSG00000284464,MIR1306,small_ncrna,small noncoding RNA,93;97;103;105;107;108;109;110;111;112;114,miRNA
ENSG00000221767,MIR1307,small_ncrna,small noncoding RNA,77;78;79;80;81;83,miRNA
