gene,rho,p,n,med_log10tpm
SYCE1L,-0.2145724535098303,0.25485033556277376,30,0.504997777165339
TTC3,-0.2145724535098303,0.25485033556277376,30,1.555606346419384
NPR3,-0.2145724535098303,0.25485033556277376,30,0.36355353842635274
SIL1,-0.2145724535098303,0.25485033556277376,30,1.7606923582243867
FBXW11,-0.2145724535098303,0.25485033556277376,30,1.2367318013306843
USP11,-0.2145724535098303,0.25485033556277376,30,1.5633181473710276
EOLA2-DT,-0.21442320824358047,0.27321131425844164,28,0.36190037410033665
WASHC5-AS1,-0.21440939947826776,0.2640406602656927,29,0.045910248490863975
FAM216B,-0.21436944810647388,0.26413179827412003,29,0.0053375510848556245
VIT,-0.2143654016584438,0.25532008739838963,30,0.026189543105874742
RPL14,-0.21434963683951896,0.25535587734722176,30,2.969512490930108
SORBS3,-0.21434963683951896,0.25535587734722176,30,1.793168727645144
ZBED3,-0.21434963683951896,0.25535587734722176,30,0.748137712880596
BMI1,-0.21434963683951896,0.25535587734722176,30,1.3905086440274599
TFF3,-0.21434963683951896,0.25535587734722176,30,0.8412218230621317
CDRT15P14,-0.21414900976756565,0.27383986796468,28,0.2741052381600849
CDK19,-0.21412682016920764,0.255862077562863,30,0.8898080208081729
TRIM39,-0.21412682016920764,0.255862077562863,30,0.9130210898191948
CABP1,-0.21412682016920764,0.255862077562863,30,0.1614929023498723
OR52N2,-0.2141121353610744,0.25589546198913077,30,0.0
SEPHS2,-0.2139040034988963,0.256368936315537,30,1.6786361720960286
NACA4P,-0.21387481129155084,0.27446935072983214,28,0.06051234157559689
PWWP3B,-0.21387481129155084,0.27446935072983214,28,0.08585138436063403
PRAC2,-0.21386958328147226,0.26527383088908696,29,0.02973512993410487
PPIAP30,-0.2137895019964451,0.2654570888880967,29,0.0
HEATR4,-0.21368118682858495,0.2568764537094851,30,0.09997640602459332
TPD52,-0.21368118682858495,0.2568764537094851,30,1.7982647087352488
HSPBP1,-0.21368118682858495,0.2568764537094851,30,1.6902501962250187
SLC37A4,-0.21368118682858495,0.2568764537094851,30,1.4056860043039339
SEPTIN3,-0.21360061281553602,0.275099762620547,28,0.37591510521817334
MRPS14,-0.2134583701582736,0.2573846298473494,30,1.3953184938376546
MIEN1,-0.2134583701582736,0.2573846298473494,30,1.911537358612904
KDR,-0.2134583701582736,0.2573846298473494,30,0.7360077797068216
SOX8,-0.2134583701582736,0.2573846298473494,30,0.10748549475161048
VILL,-0.2134583701582736,0.2573846298473494,30,0.7889967161619529
KRBOX4,-0.2134224747395876,0.26629804589979733,29,0.9133349111324042
UCP1,-0.21336717726039478,0.2575928027335034,30,0.004212037040651265
ZNF98,-0.21334444257747,0.2576447180908154,30,0.007612881858507586
LRRC66,-0.21323555348796222,0.2578934648301695,30,0.04273817325982966
EDC3,-0.21323555348796222,0.2578934648301695,30,1.199143898623713
CCDC40,-0.21323555348796222,0.2578934648301695,30,0.5876948372215616
ANKRD7,-0.21317584803488085,0.25802992304310673,30,0.052910378494423066
FAAHP1,-0.21317574355491753,0.26686434343517923,29,0.16722662567996452
TBL3,-0.2130127368176509,0.2584029587573819,30,1.6331992309361865
PRRG3,-0.2130127368176509,0.2584029587573819,30,0.053168238291203554
BSDC1,-0.2130127368176509,0.2584029587573819,30,1.6176313597948435
GJA4,-0.2130127368176509,0.2584029587573819,30,0.8595548113722342
TFF1,-0.21297821954563545,0.2584819451100957,30,0.0898327120610121
EFCAB12,-0.21292901237024747,0.26743142159863253,29,0.1022817103223956
LINC00638,-0.21292901237024747,0.26743142159863253,29,0.2041429527305871
ZNF503-AS2,-0.21292901237024747,0.26743142159863253,29,0.6516632794145815
TMEM265,-0.21292901237024747,0.26743142159863253,29,1.4253825985239914
PIGUP1,-0.21287868629533563,0.2675471851152839,29,0.0
TRO,-0.21278992014733952,0.2589131117268177,30,0.4521948761401434
PRRT2,-0.21278992014733952,0.2589131117268177,30,0.30122954453866246
SGSM3,-0.21278992014733952,0.2589131117268177,30,1.64152942406984
PRRG1,-0.21278992014733952,0.2589131117268177,30,0.6078558136415219
FOXO6,-0.21268228118557747,0.2679992804748164,29,0.32714183507850997
GAL3ST3,-0.21266284452023998,0.2592043546224949,30,0.0006134422391543572
COMMD3,-0.21256710347702817,0.25942392383469937,30,1.7122852646816549
ALKBH4,-0.21256710347702817,0.25942392383469937,30,1.0659974767405522
KCNK3,-0.21256710347702817,0.25942392383469937,30,0.08267601042316144
MRAS,-0.21256710347702817,0.25942392383469937,30,0.9547464174826222
SOWAHA,-0.21236791080265205,0.2598811355067026,30,0.14353547161490293
EIF3C,-0.2123442868067168,0.25993539517564135,30,2.6034408612467677
BYSL,-0.2123442868067168,0.25993539517564135,30,1.3348751848929445
LYPD1,-0.2123442868067168,0.25993539517564135,30,0.6493248202491233
IGDCC3,-0.2123442868067168,0.25993539517564135,30,0.013709495162028029
FKBP9,-0.2123442868067168,0.25993539517564135,30,1.8461161517160942
TRAPPC3,-0.2123442868067168,0.25993539517564135,30,1.8154002095822506
TMEM108,-0.2123442868067168,0.25993539517564135,30,0.26637873896877723
SYT12,-0.2123442868067168,0.25993539517564135,30,0.28953747457252216
EPS15P1,-0.21233250542645057,0.26880563742952895,29,0.0
KRT8P15,-0.2122950784677206,0.2688920127645979,29,0.0
LINC01342,-0.21224207638095693,0.26901436370449655,29,0.017139394423733002
TAS2R19,-0.21223954499672443,0.2601760557771912,30,0.03776691141750682
BEAN1-AS1,-0.21218881881623736,0.2691373406925464,29,0.07227232884065242
CNTN2,-0.21212147013640545,0.2604475258426445,30,0.017753190341055672
NEIL1,-0.21212147013640545,0.2604475258426445,30,0.9909006322619693
ZDHHC11,-0.21212147013640545,0.2604475258426445,30,0.5507612802563278
PWP2,-0.21212147013640545,0.2604475258426445,30,0.6235394562900511
PGM3,-0.21212147013640545,0.2604475258426445,30,1.2425912795777931
RPL7AP15,-0.21208963521357235,0.26936646242981194,29,0.003217465999555802
AGGF1P3,-0.21200435061496936,0.26956357731544256,29,0.0
GABBR2,-0.21199299837436003,0.26074311014078044,30,0.020547873860851336
DMTN,-0.2119420876315673,0.2697075421919342,29,1.4013997824889295
HP,-0.21189865346609416,0.26096031592709834,30,0.19496989422071292
RANBP3L,-0.21189865346609416,0.26096031592709834,30,0.040420556523997134
ARHGAP21,-0.21189865346609416,0.26096031592709834,30,1.240549126343437
WDR83,-0.21189865346609416,0.26096031592709834,30,1.1101246191621712
ZNF585A,-0.21189865346609416,0.26096031592709834,30,1.0444280261979202
TOP1MT,-0.21189865346609416,0.26096031592709834,30,1.4024237407043145
SPCS1,-0.21189865346609416,0.26096031592709834,30,2.214501318145703
CPZ,-0.21189865346609416,0.26096031592709834,30,0.7892242219633487
ZNF534,-0.21179395368313134,0.26120149966565,30,0.004794754312522312
ING5,-0.2116758367957828,0.26147376551877566,30,1.000088895750757
ANTXR1,-0.2116758367957828,0.26147376551877566,30,1.383593722624215
RUNX1T1,-0.2116758367957828,0.26147376551877566,30,0.17437075661853862
HS1BP3,-0.2116758367957828,0.26147376551877566,30,1.3271045103544403
SLC29A3,-0.2116758367957828,0.26147376551877566,30,0.8765264123989561
RPS6KA2,-0.2116758367957828,0.26147376551877566,30,0.9157791786983612
DENND6A-AS1,-0.21165540475176323,0.270371053960145,29,0.0
ALDH1L1-AS2,-0.21150286220381992,0.27072453514340344,29,0.010200278010969992
COMTD1,-0.21145302012547143,0.26198787470583224,30,1.41531365257671
KRT18,-0.21145302012547143,0.26198787470583224,30,2.7023808776770464
ADCYAP1,-0.21145302012547143,0.26198787470583224,30,0.05863069559514486
TBCK,-0.21145302012547143,0.26198787470583224,30,1.0137980038495937
KMT5B,-0.2114486252622272,0.27085028834910474,29,1.2597850888015147
RPS17,-0.2114486252622272,0.27085028834910474,29,3.231077668550431
DSCAS,-0.2113726319999239,0.27102654903006806,29,0.0
MLC1,-0.21125370350568118,0.2624483207598029,30,0.057037963708200676
OAT,-0.21123020345516008,0.26250264357480446,30,1.7271670603622131
GDI1,-0.21123020345516008,0.26250264357480446,30,1.9429419486019208
IGSF21,-0.21123020345516008,0.26250264357480446,30,0.23601114264403436
GPR20,-0.21123020345516008,0.26250264357480446,30,0.051028679101835346
C19orf53,-0.21123020345516008,0.26250264357480446,30,2.264969757387459
NENF,-0.21123020345516008,0.26250264357480446,30,1.9490084194932749
SPACA9,-0.21120189407755718,0.2714228331509133,29,0.705946545201575
LINC01004,-0.21120189407755718,0.2714228331509133,29,0.4698340034518179
RTL5,-0.21113282653140272,0.2808152896538557,28,0.43110742702689
RPS19P1,-0.21107980627939188,0.2717064293298019,29,0.0
EPHA5,-0.2110429160701944,0.2629358401969894,30,0.0042888237195682095
RBPMS,-0.21100738678484873,0.2630180722106081,30,1.7196804871419167
TAOK3,-0.21100738678484873,0.2630180722106081,30,1.1654097918999682
LSM10,-0.21100738678484873,0.2630180722106081,30,1.61272571185949
RPSA,-0.21100738678484873,0.2630180722106081,30,3.1194443788504285
PIGZ,-0.21100738678484873,0.2630180722106081,30,0.7206937436424093
C11orf71,-0.21100738678484873,0.2630180722106081,30,1.0311834960073174
TGFB1I1,-0.21100738678484873,0.2630180722106081,30,1.2188329782960574
TNNC1,-0.21100738678484873,0.2630180722106081,30,0.4597427867846279
MT3,-0.21100738678484873,0.2630180722106081,30,0.207625123713935
SRPX2,-0.21100738678484873,0.2630180722106081,30,0.777895171869351
PRDM11,-0.21095516289288713,0.2719961591937071,29,0.6423929893151155
LINC01252,-0.21095516289288713,0.2719961591937071,29,0.07558129443151397
LINC01569,-0.21095516289288713,0.2719961591937071,29,0.4778674550395344
CH25H,-0.21080802058689282,0.26347981358721223,30,0.3752327636581192
CKM,-0.21078457011453738,0.2635341606965351,30,0.05995894993664953
ASS1,-0.21078457011453738,0.2635341606965351,30,2.092563575669018
PIGG,-0.21078457011453738,0.2635341606965351,30,1.4090826392909752
ABCA8,-0.21078457011453738,0.2635341606965351,30,0.22324240361677278
NOS3,-0.21078457011453738,0.2635341606965351,30,0.8145415168902388
TRDMT1,-0.21078457011453738,0.2635341606965351,30,0.495128019595458
RALGAPA2,-0.21078457011453738,0.2635341606965351,30,0.9361681128824778
AGAP1-IT1,-0.21070843170821713,0.2725702665437241,29,0.14755142730082815
LINC01270,-0.21070843170821713,0.2725702665437241,29,0.1808017468564492
UBE2Q2P16,-0.2106132510986458,0.2820282493145973,28,0.08940711007110382
ECPAS,-0.21058442957937312,0.2820956314683271,28,1.5491394207712097
DIPK1B,-0.21058442957937312,0.2820956314683271,28,0.917930837567926
TMEM132D,-0.21057806383215433,0.2640130602609916,30,0.004791764540055009
LTC4S,-0.21056175344422604,0.2640509091142526,30,0.545699848205276
GPR89B,-0.21056175344422604,0.2640509091142526,30,1.132233973024646
TSEN2,-0.21056175344422604,0.2640509091142526,30,1.0207245765800763
NANOGP7,-0.2104641938532232,0.27313934184723593,29,0.0
ATP6V0E2-AS1,-0.21046170052354707,0.27314515526488686,29,0.1983781418519283
EGLN2,-0.21033893677391466,0.26456831754380067,30,1.781339364852164
ANKZF1,-0.21033893677391466,0.26456831754380067,30,1.417308139544499
ZNF277,-0.21033893677391466,0.26456831754380067,30,1.2066170379399965
HDDC3,-0.21033893677391466,0.26456831754380067,30,1.290604254638268
ST18,-0.21027431324593415,0.2647185050138461,30,0.04498842842644456
RAP2C-AS1,-0.210214969338877,0.27372082541880066,29,0.18946083569793742
ANKRD18EP,-0.210214969338877,0.27372082541880066,29,0.35743779073123577
MAP3K20,-0.210214969338877,0.27372082541880066,29,1.0899934796100637
VN2R19P,-0.21014028191909787,0.2738952392685023,29,0.0
CLCC1,-0.2101161201036033,0.2650863860635911,30,1.1798566549251177
GPR176,-0.2101161201036033,0.2650863860635911,30,0.6358923397884125
PREPL,-0.2101161201036033,0.2650863860635911,30,1.285693366002173
MDK,-0.2101161201036033,0.2650863860635911,30,2.477356413371293
EXT2,-0.2101161201036033,0.2650863860635911,30,1.5368346734614722
CTNNB1,-0.2101161201036033,0.2650863860635911,30,2.113452628215243
LRP10,-0.2101161201036033,0.2650863860635911,30,1.8092149265255564
PSPN,-0.2101161201036033,0.2650863860635911,30,0.28760021127911795
GPRIN2,-0.20991665474931612,0.26555072071394176,30,0.463527011634449
POLR3A,-0.20989330343329196,0.2656051147504046,30,0.8146139461087458
N6AMT1,-0.20989330343329196,0.2656051147504046,30,0.7002167226001432
PDCL3,-0.20989330343329196,0.2656051147504046,30,1.4672058749000945
R3HDM2,-0.20989330343329196,0.2656051147504046,30,1.3696202988628008
NKX3-2,-0.20989330343329196,0.2656051147504046,30,0.06102071732827086
CTAGE3P,-0.209856744981267,0.27455802107599675,29,0.017075477663469174
TRPT1,-0.20967048676298067,0.26612450367938867,30,1.665960160645301
SNX15,-0.20967048676298067,0.26612450367938867,30,1.2280586510360458
KCNK16,-0.2096567934888327,0.26615644443856395,30,0.0
RACK1,-0.2094747757848669,0.27545252505828094,29,3.2591883440274962
GJB1,-0.2094709718305278,0.2665901362579316,30,0.9003489920211338
CHMP4A,-0.2094476700926693,0.26664455292405753,30,1.8794955814273688
IVD,-0.2094476700926693,0.26664455292405753,30,1.4920199924748663
RPS13,-0.2094476700926693,0.26664455292405753,30,3.0078064394178106
KRTAP5-9,-0.2094476700926693,0.26664455292405753,30,0.05393549496102169
GABRP,-0.2094476700926693,0.26664455292405753,30,0.322457385661299
PXMP4,-0.2094476700926693,0.26664455292405753,30,0.987267590232791
RNASET2,-0.2094476700926693,0.26664455292405753,30,2.0088529430647872
HS6ST1,-0.2094476700926693,0.26664455292405753,30,1.4358336705949328
DCAF6,-0.20922485342235794,0.26716526255628825,30,1.5712628989813116
C1orf116,-0.20922485342235794,0.26716526255628825,30,0.9088190781802359
SIK3,-0.20922485342235794,0.26716526255628825,30,1.0267699313814607
EDF1,-0.20922485342235794,0.26716526255628825,30,2.735180177566032
TAL1,-0.20900203675204657,0.26768663264631976,30,0.14894512132410487
ANKRD46,-0.20900203675204657,0.26768663264631976,30,1.025816637913025
DNMT3A,-0.20900203675204657,0.26768663264631976,30,1.103135145360108
PRDX4,-0.20900203675204657,0.26768663264631976,30,2.143000829956402
YAP1,-0.20900203675204657,0.26768663264631976,30,1.523740156837817
NARS2,-0.20900203675204657,0.26768663264631976,30,1.2258423658912463
RBPMS2,-0.20900203675204657,0.26768663264631976,30,0.6020527654670699
ZGPAT,-0.20877922008173522,0.26820866326275067,30,1.3765074159715835
COG1,-0.20877922008173522,0.26820866326275067,30,1.3907026008856953
RPL39,-0.20877922008173522,0.26820866326275067,30,3.462389007657453
TIMP4,-0.20877922008173522,0.26820866326275067,30,0.12901579744730188
VTCN1,-0.20877922008173522,0.26820866326275067,30,0.22045826625220896
PLEKHH1,-0.20877922008173522,0.26820866326275067,30,0.8718725512082957
SELENOS,-0.20873458223085675,0.27719125958726293,29,1.8700961202567445
SARAF,-0.20873458223085675,0.27719125958726293,29,2.161471755553645
MTND4P19,-0.20873050414026284,0.27720085862011845,29,0.0
LINC00244,-0.20868662441244015,0.2773041564859655,29,0.01383116894833572
TPRG1L,-0.20855640341142387,0.2687313544725386,30,1.5558666971188158
PGM2L1,-0.20855640341142387,0.2687313544725386,30,0.6028158356775886
COPS8,-0.20855640341142387,0.2687313544725386,30,1.6456711042664582
P4HA3,-0.20855640341142387,0.2687313544725386,30,0.3732803788830712
ZNF347,-0.20855640341142387,0.2687313544725386,30,0.4684893858277863
GABARAP,-0.20855640341142387,0.2687313544725386,30,2.8148471250541753
MZT2B,-0.20855640341142387,0.2687313544725386,30,2.352358985527893
TMEM164,-0.20855640341142387,0.2687313544725386,30,1.166592829655175
ACAD8,-0.20855640341142387,0.2687313544725386,30,1.170941658462898
PRDM10-DT,-0.20839084177125466,0.28725418689229715,28,0.015655814951541433
MTUS2,-0.20833358674111252,0.2692547063409964,30,0.044387425080962176
G6PC3,-0.20833358674111252,0.2692547063409964,30,1.9133208370247288
NTN3,-0.20833358674111252,0.2692547063409964,30,0.026842361179581258
FAM81A,-0.20833358674111252,0.2692547063409964,30,0.5314246362716872
SLC26A1,-0.20833358674111252,0.2692547063409964,30,0.4003697397093339
ATP1A3,-0.20833358674111252,0.2692547063409964,30,0.1699623491901046
KDM3B,-0.20833358674111252,0.2692547063409964,30,1.4320436276621673
GNA14,-0.20833358674111252,0.2692547063409964,30,0.3331559277873535
PEX11G,-0.20833358674111252,0.2692547063409964,30,0.7308158259891344
MAP3K19,-0.20831009987835383,0.27819155449401245,29,0.00807145844307304
BORCS8,-0.20824111986151667,0.27835432485487105,29,1.3231622816739947
SPINK13,-0.20811836770297928,0.2697608402001696,30,0.010953865050649814
TBCD,-0.20811077007080117,0.26977871893179134,30,1.8279848048399876
DMPK,-0.20811077007080117,0.26977871893179134,30,1.2645021144575266
NPHP1,-0.20811077007080117,0.26977871893179134,30,0.6900673876437542
RAC3,-0.20811077007080117,0.26977871893179134,30,1.209421455662131
IGHV7-81,-0.20800217414901495,0.2789186313827968,29,0.0
LRRC38,-0.20791501831338371,0.2702396264518085,30,0.004685393704309555
COL14A1,-0.2078879534004898,0.2703033923069437,30,0.7985460685362356
ZNF22,-0.2078879534004898,0.2703033923069437,30,1.2012110639178035
TRPV1,-0.2078879534004898,0.2703033923069437,30,0.5209271492353055
ENPP1,-0.2078879534004898,0.2703033923069437,30,0.3359008737671868
FAM32A,-0.2078879534004898,0.2703033923069437,30,1.9091537785733448
SLC35E2B,-0.2078879534004898,0.2703033923069437,30,1.317347335200845
NKX6-2,-0.2078879534004898,0.2703033923069437,30,0.011369351186646205
LINC01310,-0.20777917187369788,0.2794459466519948,29,0.0
RNU1-4,-0.20774765749217658,0.2795205176500169,29,0.9704063900254764
LINC00993,-0.2077450829991534,0.2795266101153582,29,0.0
CYP26A1,-0.2076651367301785,0.27082872652682427,30,0.06594781459203575
NSA2,-0.2076651367301785,0.27082872652682427,30,1.9305069018196976
CYP51A1,-0.2076651367301785,0.27082872652682427,30,1.5003198855271607
APLP1,-0.2076651367301785,0.27082872652682427,30,0.7205004708467206
ANXA5,-0.2076651367301785,0.27082872652682427,30,2.331697045215229
REG4,-0.2075836169741547,0.27102109054836965,30,0.022458710471035433
SMIM29,-0.20756824634321025,0.28920398608565795,28,1.5409581293023706
RALY-AS1,-0.20750092630750655,0.28010478696466007,29,0.6132816329649823
BIK,-0.20744232005986715,0.2713547216501527,30,1.057843189677214
GADD45GIP1,-0.20744232005986715,0.2713547216501527,30,1.7317154067896336
SALL2,-0.20744232005986715,0.2713547216501527,30,0.6105927354172249
C3orf18,-0.20744232005986715,0.2713547216501527,30,0.6438848402834891
LINC00867,-0.2072724270982531,0.28064657968009166,29,0.0
RSL24D1P8,-0.2072315418125051,0.2807435932078645,29,0.0
SPRYD3,-0.2072195033895558,0.27188137773399534,30,1.4789813309752051
AGT,-0.2072195033895558,0.27188137773399534,30,0.5594098760730691
TIRAP,-0.2072195033895558,0.27188137773399534,30,0.7685435313579545
SEC11A,-0.2072195033895558,0.27188137773399534,30,2.150336589763688
PIGO,-0.2072195033895558,0.27188137773399534,30,1.288237100282081
RN7SL663P,-0.20713069358188224,0.2809829799719132,29,0.07694576219859131
EIF3J-DT,-0.20701984939118062,0.29050850094195496,28,0.7637124054595152
GPR62,-0.2070197157771918,0.27235416372075566,30,0.025795868627293085
STAG3L2,-0.20700746393816646,0.28127567159603123,29,0.8432074175506555
CRABP1,-0.20700425883354406,0.2723907638456068,30,0.21831339879847694
LSM4,-0.20699668671924443,0.2724086948337643,30,2.2168943221155235
ZNF785,-0.20699668671924443,0.2724086948337643,30,0.782878715482304
ZNF575,-0.20699668671924443,0.2724086948337643,30,0.3855920822134101
DDX27,-0.20699668671924443,0.2724086948337643,30,1.5608269584751784
RTN4RL1,-0.20699668671924443,0.2724086948337643,30,0.20172199637193397
EGFL8,-0.20699668671924443,0.2724086948337643,30,0.8157041622600949
RTL1,-0.2069325271780869,0.2725606571445737,30,0.0
C10orf90,-0.20686593321914415,0.27271844336276857,30,0.010410999713220476
CTNNA1P1,-0.20686266065357647,0.281619853633077,29,0.008577604893713555
HIBADH,-0.20677387004893308,0.2729366730032148,30,1.542128125673694
GAK,-0.20677387004893308,0.2729366730032148,30,1.748778662219471
RAB28,-0.20677387004893308,0.2729366730032148,30,1.0870469680525239
PTX3,-0.20677387004893308,0.2729366730032148,30,0.2040987390963727
TAS2R5,-0.20677387004893308,0.2729366730032148,30,0.13174504172243987
DNAH14,-0.20677387004893308,0.2729366730032148,30,0.857813688972434
RAE1,-0.20677387004893308,0.2729366730032148,30,1.4764166060742903
NKX6-3,-0.20662681980881367,0.2732854799614483,30,0.004570262547480865
KLHL33,-0.206577015383224,0.27340368262316306,30,0.007466634995814606
C12orf60,-0.2065510533786217,0.273465312294444,30,0.29571064654275137
ZNF784,-0.2065510533786217,0.273465312294444,30,0.7969227875478354
CABLES2,-0.2065510533786217,0.273465312294444,30,0.7603364545190523
POLB,-0.2065510533786217,0.273465312294444,30,1.4263449843076779
ELOVL1,-0.2065510533786217,0.273465312294444,30,1.9577207060452313
RIMKLB,-0.2065510533786217,0.273465312294444,30,1.1340710719953297
LINC01226,-0.20651882602233546,0.2824381912649522,29,0.004364215698320703
LIFR-AS1,-0.20651400156882638,0.2824496844266614,29,0.1241271509594184
ATP5MJ,-0.206471452439151,0.2918167346480449,28,2.232704460637298
SI,-0.20645957951793847,0.2736825282268047,30,0.0
KPNA7,-0.20635332614079496,0.2739349798370365,30,0.055727413780842575
GPIHBP1,-0.20635119139900926,0.27394005339543553,30,0.18148238667390046
FKBP2,-0.20632823670831038,0.2739946127578885,30,2.1930173789366654
TNFRSF19,-0.20632823670831038,0.2739946127578885,30,0.7417129055518367
C2orf74,-0.20632823670831038,0.2739946127578885,30,1.2680836006481022
MAVS,-0.20632823670831038,0.2739946127578885,30,1.075310844842798
CCDC183-AS1,-0.20629267745087634,0.2829772602531412,29,0.23047019042444458
NRADDP,-0.20627472873379393,0.2830200726461818,29,0.032404380800481136
HCG20,-0.2062672703841563,0.28303786398154246,29,0.029930563204366177
MTERF2,-0.2062672703841563,0.28303786398154246,29,0.9508555492641095
CHRNA2,-0.2061862236824299,0.27433230937199743,30,0.0
MYBPHL,-0.20611884929243307,0.27449261470275155,30,0.03720760235802188
CAP2,-0.206105420037999,0.2745245744423229,30,0.7282268012479012
IRAK1BP1,-0.206105420037999,0.2745245744423229,30,0.3711726271685121
SAMD10,-0.206105420037999,0.2745245744423229,30,0.9378725351784795
SGSM2,-0.206105420037999,0.2745245744423229,30,1.406901694531006
OSBPL7,-0.206105420037999,0.2745245744423229,30,0.8510775712832156
CEP89,-0.206105420037999,0.2745245744423229,30,1.0902561846124978
ZNF444P1,-0.20606900969115707,0.28351106204556986,29,0.0
MYL7,-0.20604177180035227,0.2746760809807309,30,0.0
EEF2KMT,-0.2060205391994863,0.2836268256593301,29,1.0492714918866348
KANSL1L,-0.2060205391994863,0.2836268256593301,29,0.7629368133878565
CLBA1,-0.2059230554871214,0.293128687029834,28,1.0197613533825256
ZMYND11,-0.20588260336768768,0.2750551973948588,30,1.4113184816753757
DSTYK,-0.20588260336768768,0.2750551973948588,30,0.7142719298173765
AMPH,-0.20588260336768768,0.2750551973948588,30,0.16015726808687414
VPS16,-0.20588260336768768,0.2750551973948588,30,1.4042708618564814
PDE11A,-0.20588260336768768,0.2750551973948588,30,0.08868249913520705
TMEM100,-0.20588260336768768,0.2750551973948588,30,0.24725089185381974
STOML2,-0.20588260336768768,0.2750551973948588,30,2.0282132177451384
TGOLN2,-0.20588260336768768,0.2750551973948588,30,1.7243078900830175
MAFK,-0.20588260336768768,0.2750551973948588,30,1.2905748112946491
ACTG1P15,-0.20579923459939845,0.284155757992867,29,0.016155093515486517
SCHLAP1,-0.2057219523501959,0.28434061581579295,29,0.0
WNT8B,-0.20568266702082671,0.275531895328707,30,0.01575142923092822
NSUN5,-0.2056597866973763,0.2755864816609415,30,1.467002263301413
NUTF2,-0.2056597866973763,0.2755864816609415,30,2.1071245764525486
NBAS,-0.2056597866973763,0.2755864816609415,30,1.341886936680024
SEC22B,-0.2056597866973763,0.2755864816609415,30,1.268114919360634
IRAG1-AS1,-0.20564885701110658,0.29378605765489135,28,0.061172080576615176
PART1,-0.20562839656853127,0.2845645023283228,29,0.17900541997153116
ZFHX4-AS1,-0.2056279315970076,0.2845656153234361,29,0.0094806409774257
S100Z,-0.20557124629112963,0.2757977810978767,30,0.03307239949560207
NELFE,-0.2055270768301462,0.28480709545903193,29,1.955300834687744
EFCAB2,-0.2055270768301462,0.28480709545903193,29,0.8919283697229147
DPH3P1,-0.20547195392147483,0.2760348640483574,30,0.036455191907048295
TLN1,-0.20543697002706496,0.2761184272843494,30,2.0493469874123953
SLC25A5P1,-0.20528034564547615,0.28539840361273094,29,0.10168419289894295
HMGB1P1,-0.20528034564547615,0.28539840361273094,29,0.13991363731934106
MSRB3,-0.2052141533567536,0.27665103430719196,30,0.7325334530005467
SLC6A16,-0.2052141533567536,0.27665103430719196,30,0.24338914055893385
STK33,-0.2052141533567536,0.27665103430719196,30,0.5789400144280777
SLC45A2,-0.2052141533567536,0.27665103430719196,30,0.02492856280867391
CSTF2T,-0.2052141533567536,0.27665103430719196,30,1.0888790736129437
DLGAP1,-0.2052141533567536,0.27665103430719196,30,0.10072617174267301
DACT1,-0.2052141533567536,0.27665103430719196,30,0.5055543161482494
RBP4,-0.2052141533567536,0.27665103430719196,30,0.46586985361240635
SNHG18,-0.20503361446080612,0.2859904939529006,29,0.8258956679030303
PYCR1,-0.2049913366864423,0.2771843027699074,30,1.7264624422400836
DYNLL2,-0.2049913366864423,0.2771843027699074,30,1.3999402725867474
SQSTM1,-0.2049913366864423,0.2771843027699074,30,2.4711879258640668
TP53I3,-0.2049913366864423,0.2771843027699074,30,1.5192476943856614
RUNDC3A,-0.2049913366864423,0.2771843027699074,30,0.3005377282335051
FZD4,-0.2049913366864423,0.2771843027699074,30,0.666400726053118
RPL37AP1,-0.20498337006677905,0.2861111632247852,29,0.03916219498465555
KLHL40,-0.20485834048243107,0.28641158087475743,29,0.0
THAP8,-0.20476852001613094,0.27771823271126217,30,0.8070359487272225
ASPN,-0.20476852001613094,0.27771823271126217,30,0.7585030227435117
GPS1,-0.20476852001613094,0.27771823271126217,30,1.9252608593556229
PRAC1,-0.2046250166322233,0.2869727421818048,29,0.0
KCNMB1,-0.20454570334581956,0.2782528241683479,30,0.23820847339244342
RNF115,-0.20454570334581956,0.2782528241683479,30,0.9447373940538923
RRP8,-0.20454570334581956,0.2782528241683479,30,1.237622284896989
SNCA,-0.20454570334581956,0.2782528241683479,30,0.6273319683189325
PAM16,-0.20454570334581956,0.2782528241683479,30,1.688094608127023
OR7E122P,-0.20448762063609474,0.28730351706448526,29,0.0
GRIA4,-0.20441385857969308,0.2785694634105017,30,0.019811833620436113
KCNC1,-0.20434561826446163,0.27873344076387757,30,0.008769051682556551
LTBP1,-0.20432288667550821,0.27878807717658005,30,1.2362239784225784
ADCK2,-0.20432288667550821,0.27878807717658005,30,1.3456599045958622
STK32C,-0.20432288667550821,0.27878807717658005,30,1.1059659464670597
CAPN7,-0.20432288667550821,0.27878807717658005,30,1.0902187078253291
BMF,-0.20432288667550821,0.27878807717658005,30,0.9318141657256273
SAT2,-0.20432288667550821,0.27878807717658005,30,1.745879198441615
MITF,-0.20432288667550821,0.27878807717658005,30,0.6091843590373522
SNX25P1,-0.20429342090679597,0.2877714581799788,29,0.14229621420915387
ELANE,-0.20426235396341608,0.2789336038982625,30,0.013697090453472036
ADH1B,-0.20412277680506746,0.2792693475126535,30,0.22992883238597822
TMEM17,-0.20410007000519687,0.2793239917696969,30,0.5270666106081681
ZNF333,-0.20410007000519687,0.2793239917696969,30,0.7102903378658827
