gene_id,cancer,source_samples,samples,sum_ptpm,max_ptpm,missing_samples,mean_ptpm,expressed_samples_ptpm_ge_0_1,prevalence_ptpm_ge_0_1,expressed_samples_ptpm_ge_1,prevalence_ptpm_ge_1,expressed_samples_ptpm_ge_2,prevalence_ptpm_ge_2,expressed_samples_ptpm_ge_5,prevalence_ptpm_ge_5,cancer_type,cancer_code,organ,nominal_samples,cohort,hpa_gene_name,symbol
ENSG00000137869,Kidney Renal Clear Cell Carcinoma (validation),100,100,18.2003,1.3089,0,0.182003,42,0.42,4,0.04,0,0.0,0,0.0,Kidney Renal Clear Cell Carcinoma,KIRC,Kidney & Urinary bladder,100,validation,CYP19A1,CYP19A1
ENSG00000137869,Colon Adenocarcinoma (validation),486,486,1249.662,27.3989,0,2.57132098765,483,0.993827160494,346,0.711934156379,199,0.409465020576,62,0.127572016461,Colon Adenocarcinoma,COAD,Gastrointestinal tract,486,validation,CYP19A1,CYP19A1
ENSG00000137869,Glioblastoma Multiforme (validation),58,58,198.4074,15.5698,0,3.42081724138,58,1.0,47,0.810344827586,32,0.551724137931,13,0.224137931034,Glioblastoma Multiforme,GBM,Brain,58,validation,CYP19A1,CYP19A1
ENSG00000137869,Lung Adenocarcinoma (validation),105,105,69.864,3.9963,0,0.665371428571,94,0.895238095238,21,0.2,6,0.0571428571429,0,0.0,Lung Adenocarcinoma,LUAD,Respiratory system,105,validation,CYP19A1,CYP19A1
ENSG00000137869,Lung Squamous Cell Carcinoma (validation),68,68,71.3533,7.1018,0,1.04931323529,65,0.955882352941,24,0.352941176471,9,0.132352941176,2,0.0294117647059,Lung Squamous Cell Carcinoma,LUSC,Respiratory system,68,validation,CYP19A1,CYP19A1
ENSG00000137869,Ovary Serous Cystadenocarcinoma (validation),81,81,15.6672,3.4911,0,0.193422222222,37,0.456790123457,1,0.0123456790123,1,0.0123456790123,0,0.0,Ovary Serous Cystadenocarcinoma,OV,Breast & female reproductive system,81,validation,CYP19A1,CYP19A1
ENSG00000137869,Rectum Adenocarcinoma (validation),207,207,627.5311,149.0,0,3.03155120773,206,0.995169082126,142,0.685990338164,77,0.371980676329,23,0.111111111111,Rectum Adenocarcinoma,READ,Gastrointestinal tract,207,validation,CYP19A1,CYP19A1
ENSG00000137869,Breast Invasive Carcinoma (validation),50,50,66.4158,4.3437,0,1.328316,48,0.96,29,0.58,12,0.24,0,0.0,Breast Invasive Carcinoma,BRCA,Breast & female reproductive system,50,validation,CYP19A1,CYP19A1
ENSG00000137869,Liver Hepatocellular Carcinoma (validation),231,231,199.7703,55.5682,0,0.864806493506,87,0.376623376623,27,0.116883116883,14,0.0606060606061,7,0.030303030303,Liver Hepatocellular Carcinoma,LIHC,Liver & Gallbladder,231,validation,CYP19A1,CYP19A1
ENSG00000137869,Pancreatic Adenocarcinoma (validation),80,80,131.5229,73.2685,0,1.64403625,67,0.8375,16,0.2,5,0.0625,2,0.025,Pancreatic Adenocarcinoma,PAAD,Pancreas,80,validation,CYP19A1,CYP19A1
ENSG00000170498,Bladder Urothelial Carcinoma (TCGA),169,169,4313.3736,2826.76,0,25.5229207101,122,0.721893491124,86,0.508875739645,73,0.431952662722,49,0.289940828402,Bladder Urothelial Carcinoma,BLCA,Kidney & Urinary bladder,169,TCGA,KISS1,KISS1
ENSG00000170498,Breast Invasive Carcinoma (TCGA),1022,1022,1240.9088,147.772,0,1.2141964775,875,0.856164383562,297,0.29060665362,136,0.133072407045,34,0.0332681017613,Breast Invasive Carcinoma,BRCA,Breast & female reproductive system,1022,TCGA,KISS1,KISS1
ENSG00000170498,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),283,283,475.637,68.0187,0,1.68069611307,143,0.505300353357,61,0.21554770318,42,0.148409893993,20,0.0706713780919,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,CESC,Breast & female reproductive system,283,TCGA,KISS1,KISS1
ENSG00000170498,Colon Adenocarcinoma (TCGA),254,254,582.9197,20.4485,0,2.29495944882,247,0.972440944882,168,0.661417322835,89,0.350393700787,25,0.0984251968504,Colon Adenocarcinoma,COAD,Gastrointestinal tract,254,TCGA,KISS1,KISS1
ENSG00000170498,Glioblastoma Multiforme (TCGA),141,141,561.663,390.009,0,3.98342553191,91,0.645390070922,16,0.113475177305,9,0.063829787234,6,0.0425531914894,Glioblastoma Multiforme,GBM,Brain,141,TCGA,KISS1,KISS1
ENSG00000170498,Head and Neck Squamous Cell Carcinoma (TCGA),492,492,655.9317,232.006,0,1.3331945122,311,0.632113821138,72,0.146341463415,41,0.0833333333333,15,0.030487804878,Head and Neck Squamous Cell Carcinoma,HNSC,Gastrointestinal tract,492,TCGA,KISS1,KISS1
ENSG00000170498,Kidney Chromophobe (TCGA),64,64,36.906,14.308,0,0.57665625,31,0.484375,5,0.078125,3,0.046875,2,0.03125,Kidney Chromophobe,KICH,Kidney & Urinary bladder,64,TCGA,KISS1,KISS1
ENSG00000170498,Kidney Renal Clear Cell Carcinoma (TCGA),521,521,643.0614,213.185,0,1.23428291747,418,0.802303262956,93,0.178502879079,43,0.0825335892514,18,0.0345489443378,Kidney Renal Clear Cell Carcinoma,KIRC,Kidney & Urinary bladder,521,TCGA,KISS1,KISS1
ENSG00000170498,Kidney Renal Papillary Cell Carcinoma (TCGA),282,282,167.8684,18.7503,0,0.595278014184,105,0.372340425532,31,0.109929078014,16,0.0567375886525,8,0.0283687943262,Kidney Renal Papillary Cell Carcinoma,KIRP,Kidney & Urinary bladder,282,TCGA,KISS1,KISS1
ENSG00000170498,Liver Hepatocellular Carcinoma (TCGA),362,362,2539.9133,90.0667,0,7.01633508287,358,0.988950276243,323,0.89226519337,262,0.723756906077,144,0.397790055249,Liver Hepatocellular Carcinoma,LIHC,Liver & Gallbladder,362,TCGA,KISS1,KISS1
ENSG00000170498,Lung Adenocarcinoma (TCGA),497,497,1660.3934,70.2607,0,3.34083179074,473,0.951710261569,305,0.613682092555,205,0.412474849095,81,0.162977867203,Lung Adenocarcinoma,LUAD,Respiratory system,497,TCGA,KISS1,KISS1
ENSG00000170498,Lung Squamous Cell Carcinoma (TCGA),489,489,926.2602,309.204,0,1.89419263804,350,0.715746421268,98,0.200408997955,51,0.104294478528,20,0.040899795501,Lung Squamous Cell Carcinoma,LUSC,Respiratory system,489,TCGA,KISS1,KISS1
ENSG00000170498,Ovary Serous Cystadenocarcinoma (TCGA),349,349,461.4163,23.815,0,1.32210974212,317,0.908309455587,126,0.361031518625,57,0.163323782235,10,0.0286532951289,Ovary Serous Cystadenocarcinoma,OV,Breast & female reproductive system,349,TCGA,KISS1,KISS1
ENSG00000170498,Pancreatic Adenocarcinoma (TCGA),176,176,965.8996,425.494,0,5.48806590909,166,0.943181818182,101,0.573863636364,68,0.386363636364,27,0.153409090909,Pancreatic Adenocarcinoma,PAAD,Pancreas,176,TCGA,KISS1,KISS1
ENSG00000170498,Prostate Adenocarcinoma (TCGA),480,480,228.6641,7.1164,0,0.476383541667,367,0.764583333333,51,0.10625,15,0.03125,2,0.00416666666667,Prostate Adenocarcinoma,PRAD,Male reproductive system,480,TCGA,KISS1,KISS1
ENSG00000170498,Rectum Adenocarcinoma (TCGA),88,88,196.993,16.8524,0,2.23855681818,88,1.0,58,0.659090909091,30,0.340909090909,8,0.0909090909091,Rectum Adenocarcinoma,READ,Gastrointestinal tract,88,TCGA,KISS1,KISS1
ENSG00000170498,Skin Cuteneous Melanoma (TCGA),99,99,3.8219,0.9581,0,0.0386050505051,7,0.0707070707071,0,0.0,0,0.0,0,0.0,Skin Cuteneous Melanoma,SKCM,Skin,99,TCGA,KISS1,KISS1
ENSG00000170498,Stomach Adenocarcinoma (TCGA),346,346,742.4012,26.8012,0,2.14566820809,319,0.921965317919,183,0.528901734104,113,0.326589595376,39,0.112716763006,Stomach Adenocarcinoma,STAD,Gastrointestinal tract,346,TCGA,KISS1,KISS1
ENSG00000170498,Testicular Germ Cell Tumor (TCGA),133,133,203.2018,26.2376,0,1.52783308271,77,0.578947368421,41,0.308270676692,27,0.203007518797,11,0.0827067669173,Testicular Germ Cell Tumor,TGCT,Male reproductive system,133,TCGA,KISS1,KISS1
ENSG00000170498,Thyroid Carcinoma (TCGA),495,495,484.4831,73.7725,0,0.978753737374,406,0.820202020202,99,0.2,39,0.0787878787879,9,0.0181818181818,Thyroid Carcinoma,THCA,Endocrine tissues,495,TCGA,KISS1,KISS1
ENSG00000170498,Uterine Corpus Endometrial Carcinoma (TCGA),176,176,496.2169,124.762,0,2.81941420455,108,0.613636363636,66,0.375,48,0.272727272727,23,0.130681818182,Uterine Corpus Endometrial Carcinoma,UCEC,Breast & female reproductive system,176,TCGA,KISS1,KISS1
ENSG00000170498,Kidney Renal Clear Cell Carcinoma (validation),100,100,62.8607,13.8319,0,0.628607,75,0.75,17,0.17,4,0.04,1,0.01,Kidney Renal Clear Cell Carcinoma,KIRC,Kidney & Urinary bladder,100,validation,KISS1,KISS1
ENSG00000170498,Colon Adenocarcinoma (validation),486,486,533.1351,22.8184,0,1.09698580247,429,0.882716049383,184,0.378600823045,76,0.156378600823,7,0.0144032921811,Colon Adenocarcinoma,COAD,Gastrointestinal tract,486,validation,KISS1,KISS1
ENSG00000170498,Glioblastoma Multiforme (validation),58,58,6.429,0.9127,0,0.110844827586,19,0.327586206897,0,0.0,0,0.0,0,0.0,Glioblastoma Multiforme,GBM,Brain,58,validation,KISS1,KISS1
ENSG00000170498,Lung Adenocarcinoma (validation),105,105,57.0339,4.7555,0,0.54318,75,0.714285714286,15,0.142857142857,3,0.0285714285714,0,0.0,Lung Adenocarcinoma,LUAD,Respiratory system,105,validation,KISS1,KISS1
ENSG00000170498,Lung Squamous Cell Carcinoma (validation),68,68,30.381,6.9142,0,0.446779411765,33,0.485294117647,7,0.102941176471,4,0.0588235294118,1,0.0147058823529,Lung Squamous Cell Carcinoma,LUSC,Respiratory system,68,validation,KISS1,KISS1
ENSG00000170498,Ovary Serous Cystadenocarcinoma (validation),81,81,116.7643,45.0023,0,1.4415345679,59,0.728395061728,12,0.148148148148,9,0.111111111111,3,0.037037037037,Ovary Serous Cystadenocarcinoma,OV,Breast & female reproductive system,81,validation,KISS1,KISS1
ENSG00000170498,Rectum Adenocarcinoma (validation),207,207,229.6106,31.9952,0,1.10922995169,179,0.864734299517,67,0.323671497585,18,0.0869565217391,3,0.0144927536232,Rectum Adenocarcinoma,READ,Gastrointestinal tract,207,validation,KISS1,KISS1
ENSG00000170498,Breast Invasive Carcinoma (validation),50,50,126.9729,10.5604,0,2.539458,43,0.86,37,0.74,24,0.48,6,0.12,Breast Invasive Carcinoma,BRCA,Breast & female reproductive system,50,validation,KISS1,KISS1
ENSG00000170498,Liver Hepatocellular Carcinoma (validation),231,231,1268.0296,70.6669,0,5.48930562771,229,0.991341991342,187,0.809523809524,133,0.575757575758,67,0.290043290043,Liver Hepatocellular Carcinoma,LIHC,Liver & Gallbladder,231,validation,KISS1,KISS1
ENSG00000170498,Pancreatic Adenocarcinoma (validation),80,80,274.5874,146.757,0,3.4323425,64,0.8,24,0.3,14,0.175,9,0.1125,Pancreatic Adenocarcinoma,PAAD,Pancreas,80,validation,KISS1,KISS1
